DATE,temperature,dew_point_temperature,station_level_pressure,sea_level_pressure,wind_direction,wind_speed,relative_humidity,wet_bulb_temperature,visibility,altimeter,sky_cover_1,sky_cover_baseht_1
2021-01-01 00:00:00,14.4,-7.8,971.1,1010.3,,0.0,21.0,5.5,16.093,1010.8,SCT:04,3658.0
2021-01-01 01:00:00,13.3,-6.7,971.1,1010.3,250.0,1.5,24.0,5.2,16.093,1010.8,FEW:02,3658.0
2021-01-01 02:00:00,11.7,-5.0,971.1,1010.5,,0.0,31.0,4.8,16.093,1010.8,SCT:04,4267.0
2021-01-01 03:00:00,11.7,-6.7,971.1,1010.3,270.0,2.1,27.0,4.3,16.093,1010.8,FEW:02,3048.0
2021-01-01 04:00:00,12.2,-6.1,971.1,1010.4,320.0,2.6,28.0,4.8,16.093,1010.8,FEW:02,3048.0
2021-01-01 05:00:00,9.4,-4.4,971.4,1010.7,230.0,2.6,38.0,3.8,16.093,1011.2,BKN:07,3962.0
2021-01-01 06:00:00,11.1,-6.1,971.4,1010.7,270.0,2.6,30.0,4.2,16.093,1011.2,SCT:04,3353.0
2021-01-01 07:00:00,9.4,-5.6,971.4,1010.7,260.0,2.1,35.0,3.5,16.093,1011.2,FEW:02,3962.0
2021-01-01 08:00:00,8.3,-6.1,971.7,1011.0,260.0,2.1,36.0,2.7,12.875,1011.5,FEW:02,3962.0
2021-01-01 09:00:00,8.9,-6.1,972.0,1011.5,280.0,2.6,34.0,3.0,12.875,1011.9,SCT:04,3048.0
2021-01-01 10:00:00,7.8,-5.6,972.4,1011.7,,0.0,38.0,2.6,11.265,1012.2,BKN:07,3353.0
2021-01-01 11:00:00,8.3,-6.1,972.7,1011.8,260.0,2.1,36.0,2.7,14.484,1012.5,BKN:07,3658.0
2021-01-01 12:00:00,6.1,-4.4,973.0,1012.4,,0.0,47.0,2.0,12.875,1012.9,FEW:02,3658.0
2021-01-01 13:00:00,6.1,-5.6,973.7,1013.0,260.0,1.5,43.0,1.6,16.093,1013.5,FEW:02,3658.0
2021-01-01 14:00:00,5.6,-5.6,974.7,1014.2,,0.0,45.0,1.3,11.265,1014.6,SCT:04,3658.0
2021-01-01 15:00:00,5.0,-5.6,975.6,1015.1,100.0,1.5,47.0,1.0,9.656,1015.6,FEW:02,3658.0
2021-01-01 16:00:00,7.2,-5.0,976.6,1016.1,110.0,1.5,42.0,2.4,11.265,1016.6,FEW:02,6096.0
2021-01-01 17:00:00,9.4,-6.1,977.9,1017.5,250.0,1.5,33.0,3.3,11.265,1017.9,FEW:02,7620.0
2021-01-01 18:00:00,11.7,-5.6,978.6,1018.0,230.0,2.1,30.0,4.7,16.093,1018.6,FEW:02,6096.0
2021-01-01 19:00:00,13.9,-6.1,977.9,1017.6,260.0,2.6,25.0,5.6,16.093,1017.9,FEW:02,7620.0
2021-01-01 20:00:00,15.6,-7.2,977.9,1017.2,290.0,3.6,20.0,6.2,16.093,1017.9,FEW:02,7620.0
2021-01-01 21:00:00,17.2,-7.2,977.6,1017.0,,0.0,18.0,7.0,16.093,1017.6,FEW:02,7620.0
2021-01-01 22:00:00,17.8,-7.2,977.6,1017.0,190.0,2.6,18.0,7.3,16.093,1017.6,FEW:02,7620.0
2021-01-01 23:00:00,17.2,-7.2,977.9,1017.4,300.0,2.1,18.0,7.0,16.093,1017.9,FEW:02,7620.0
2021-01-02 00:00:00,17.8,-7.2,978.9,1018.2,230.0,3.1,18.0,7.3,16.093,1019.0,CLR:00,
2021-01-02 01:00:00,15.6,-6.1,979.2,1018.7,250.0,2.1,22.0,6.5,16.093,1019.3,FEW:02,8839.0
2021-01-02 02:00:00,13.9,-6.1,979.6,1019.4,230.0,2.1,25.0,5.7,16.093,1019.6,CLR:00,
2021-01-02 03:00:00,12.8,-5.6,979.9,1019.8,,0.0,28.0,5.2,16.093,1020.0,CLR:00,
2021-01-02 04:00:00,11.7,-5.6,980.6,1020.2,,0.0,30.0,4.7,16.093,1020.7,CLR:00,
2021-01-02 05:00:00,10.6,-5.0,980.9,1020.6,90.0,3.1,33.0,4.2,16.093,1021.0,CLR:00,
2021-01-02 06:00:00,9.4,-3.9,981.5,1021.3,100.0,1.5,39.0,4.0,16.093,1021.7,CLR:00,
2021-01-02 07:00:00,8.3,-3.9,981.5,1021.2,90.0,2.6,42.0,3.4,16.093,1021.7,CLR:00,
2021-01-02 08:00:00,7.2,-5.0,981.5,1021.2,100.0,3.1,42.0,2.4,16.093,1021.7,CLR:00,
