Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined mmBTU,GHG,DOW
2021,8,17,16,24345.8,5140.84,13525.7,4.61,249.99,10.428,3
2021,8,17,17,22983.7,2589.58,13543.55,4.7,245.65,11.073,3
2021,8,17,18,22441.27,964.22,13168.23,4.67,239.26,11.663,3
2021,8,17,19,22044.07,84.75,12782.67,4.65,233.26,11.925,3
2021,8,17,20,21708.75,0.87,12235.58,4.76,225.66,11.788,3
2021,8,17,21,23882.35,0.91,12297.15,4.81,233.87,12.969,3
2021,8,17,22,26289.15,0.93,11914.83,4.91,237.59,14.275,3
2021,8,17,23,25535.28,1.42,11464.2,5.1,229.8,13.865,3
2021,8,18,0,24993.2,1.85,11335.43,4.8,226.1,13.571,4
2021,8,18,1,24991.03,7,11295.63,4.99,225.81,13.566,4
2021,8,18,2,25340.92,6.94,11522.85,4.8,229.54,13.756,4
2021,8,18,3,25154.1,5.85,11496.7,4.93,228.72,13.656,4
2021,8,18,4,25342.25,1.83,11882.05,4.96,234.02,13.759,4
2021,8,18,5,26955.73,3.21,12942.63,5.16,252.45,14.635,4
2021,8,18,6,28765.8,98.25,13874.75,5.03,269.68,15.567,4
2021,8,18,7,26482.75,1450.08,14201.88,4.93,265.72,13.592,4
2021,8,18,8,27214.85,3456.79,14628.2,4.95,273.35,12.903,4
2021,8,18,9,28987.45,5681.92,15335.13,5.04,287.98,12.658,4
2021,8,18,10,29923.8,7662.36,15940.92,4.82,298.22,12.089,4
2021,8,18,11,27757.13,7815.33,15934.45,5.31,291.23,10.83,4
2021,8,18,12,27195.75,6004.01,15644.43,5.39,285.92,11.506,4
2021,8,18,13,26926.42,3284.67,14875.22,5.29,275.67,12.836,4
2021,8,18,14,26728.13,6436.85,14767.17,4.81,273.22,11.019,4
2021,8,18,15,25732.35,2674.69,14357.35,5.35,265.44,12.519,4
2021,8,18,16,24903.33,4572.77,14046.63,4.95,258.48,11.041,4
2021,8,18,17,22621.98,395.56,12680.9,4.91,234.27,12.07,4
2021,8,18,18,21800.47,104.66,12485.32,5.13,229.34,11.779,4
2021,8,18,19,20322.95,33.42,12230.58,5.03,221.14,11.017,4
2021,8,18,20,19388.8,2.7,11068.2,5.25,204.23,10.526,4
2021,8,18,21,21795.15,2.78,10541.75,5.23,206.1,11.831,4
2021,8,18,22,25345.17,2.69,10409.9,5.14,216.54,13.763,4
2021,8,18,23,23963.78,3.5,9666.11,5.22,202.98,13.013,4
2021,8,19,0,22930.28,4.22,9454.37,5.2,196.89,12.452,5
2021,8,19,1,22725.6,4.99,9483.33,5.06,196.4,12.338,5
2021,8,19,2,22688.13,6.94,9503.85,5.26,196.72,12.313,5
2021,8,19,3,22776.92,9.63,9463.15,5.02,196.3,12.362,5
2021,8,19,4,23238.92,9.5,10032.63,5.26,204.95,12.614,5
2021,8,19,5,24268.8,6.99,10809.17,5.43,217.95,13.173,5
2021,8,19,6,25209.95,138.09,11268.58,5.21,226.45,13.616,5
2021,8,19,7,23733.53,1503.03,11713.35,5.33,226.87,12.069,5
2021,8,19,8,24815.15,3945.34,12709.57,5.46,242.65,11.332,5
2021,8,19,9,26683.15,6184.79,13620.92,5.15,259.65,11.132,5
2021,8,19,10,26676.4,8053.25,13240.73,5.08,254.99,10.114,5
2021,8,19,11,24934.18,9139.41,13252.42,5.22,249.32,8.577,5
2021,8,19,12,25036.63,10199.84,13299.22,4.76,249.77,8.057,5
2021,8,19,13,25309.83,8749.52,13454.63,4.98,252.8,8.991,5
2021,8,19,14,25065.5,6856.95,13569.35,5.16,253.52,9.887,5
2021,8,19,15,25183.83,7130.56,13879.95,4.84,257.33,9.803,5
2021,8,19,16,24817.4,5870.37,13617.38,4.86,252.95,10.29,5
2021,8,19,17,24184.78,3279.61,13553.72,4.6,249.77,11.352,5
2021,8,19,18,22396.78,715.68,12884.7,4.93,235.97,11.773,5
2021,8,19,19,22014.92,68.18,12358.9,4.98,228.4,11.916,5
2021,8,19,20,20868.28,1.27,11657.58,5.1,216.19,11.332,5
2021,8,19,21,22248.2,1.77,11091.73,5.12,214.14,12.08,5
2021,8,19,22,24701.97,2.11,10528.05,5.48,216.1,13.414,5
2021,8,19,23,23672.55,3.31,9754.16,5.28,203.11,12.85,5
2021,8,20,0,22673.63,3.82,8872.32,5.07,188.9,12.311,6
2021,8,20,1,22398.4,5.8,8459.39,5.07,183.01,12.16,6
2021,8,20,2,22347.95,8.65,8485.46,5.11,183.19,12.131,6
2021,8,20,3,22367.98,12.46,8643.97,5.22,185.27,12.14,6
2021,8,20,4,23221.55,12.46,9095.69,5.15,193.53,12.602,6
2021,8,20,5,24979.8,7.85,10700.04,5.28,218.92,13.556,6
2021,8,20,6,26235.8,119.2,11333.48,5.22,230.74,14.182,6
2021,8,20,7,25073.25,1502.05,12400.02,5.15,239.51,12.799,6
2021,8,20,8,24772.3,3982.04,12761.22,5.25,242.91,11.288,6
2021,8,20,9,25594.95,6302.91,13216.55,5.11,251.04,10.477,6
2021,8,20,10,26262.2,8002.18,13751.07,5.17,259.79,9.916,6
2021,8,20,11,25167.78,7930.33,14202.72,4.95,261.26,9.36,6
2021,8,20,12,25509.13,8595.49,14139.1,5.03,261.74,9.187,6
2021,8,20,13,25699.1,8702.85,13978.28,4.64,260.06,9.228,6
2021,8,20,14,24858.3,8845.29,13627.85,5.13,253.48,8.707,6
2021,8,20,15,24476.6,7788.63,13466.67,4.98,250.1,9.063,6
2021,8,20,16,24524.07,5744.5,13886.88,4.91,255.24,10.197,6
2021,8,20,17,23075.7,3324.81,13341.55,5.11,243.94,10.725,6
2021,8,20,18,21784.78,915.14,12413.35,4.73,228.03,11.331,6
2021,8,20,19,20316.92,71.13,11531.18,5,212.7,10.993,6
2021,8,20,20,19376,0.76,10730.1,4.96,199.83,10.52,6
2021,8,20,21,21745.88,0.96,10209.2,5.09,201.8,11.808,6
2021,8,20,22,25304.8,1.09,10105.74,5.3,212.91,13.739,6
2021,8,20,23,24861.22,1.68,10595.45,5.08,217.05,13.499,6
2021,8,21,0,24070.25,3.67,9920.52,5.28,206.45,13.07,7
2021,8,21,1,23466.2,6.27,9345.08,5.03,197.24,12.739,7
2021,8,21,2,23293.7,9.92,9280.87,5.04,195.89,12.644,7
2021,8,21,3,23326.15,13.24,9305.05,5.15,196.4,12.661,7
2021,8,21,4,23215.85,6.9,9343.43,4.96,196.3,12.603,7
2021,8,21,5,23529.13,4.48,9638.72,5.15,201.1,12.772,7
2021,8,21,6,22791.35,114.28,10098.32,5.32,204.26,12.313,7
2021,8,21,7,21525.55,1489.47,10631.65,5.14,206.17,10.879,7
2021,8,21,8,22154.95,4019.86,11618.7,5.01,220.03,9.848,7
2021,8,21,9,23214.27,6247.22,12278.6,4.92,231.47,9.213,7
2021,8,21,10,24917.28,8031.06,12659.7,4.96,241.9,9.167,7
2021,8,21,11,24969.63,9150.34,12909.03,4.93,245.04,8.59,7
2021,8,21,12,25213.8,10068.26,12852.92,4.82,245.09,8.225,7
2021,8,21,13,25358.7,9293.59,12932.77,4.86,246.58,8.724,7
2021,8,21,14,25118.1,8730.87,12684.67,4.83,242.75,8.896,7
2021,8,21,15,24673.9,7581.53,12518.78,4.65,239.07,9.282,7
2021,8,21,16,23930.7,5810.7,12225.38,4.76,233.12,9.841,7
2021,8,21,17,23425,3332.73,11673.6,4.75,224.77,10.91,7
2021,8,21,18,22263.03,893.49,10832.63,4.82,210.77,11.604,7
2021,8,21,19,21372.9,88.14,10373.73,4.83,202.25,11.56,7
2021,8,21,20,21189.05,1.57,10063.95,4.87,197.94,11.505,7
2021,8,21,21,20596.58,1.69,9999.03,5.01,195.28,11.181,7
2021,8,21,22,20259.63,2.36,10002.07,5.04,194.19,11,7
2021,8,21,23,19362.2,2.91,9191.77,5.11,181.47,10.512,7
2021,8,22,0,18382.97,3.82,8146.84,5.04,165.52,9.979,1
2021,8,22,1,18426.8,5.58,7955.54,4.9,163.24,10.002,1
2021,8,22,2,18239.9,10.89,8116.66,4.94,164.57,9.899,1
2021,8,22,3,18320.68,12.77,8471.13,4.96,169.13,9.942,1
2021,8,22,4,18547.42,10.64,8754.08,5.07,173.41,10.065,1
2021,8,22,5,19093.35,6.93,9379.27,5.08,182.78,10.365,1
2021,8,22,6,20591.6,99.91,10040.84,4.99,195.74,11.126,1
2021,8,22,7,20893.9,1468.8,10486.25,5.03,202.15,10.548,1
2021,8,22,8,21780.65,4013.3,11168.5,4.97,213.31,9.648,1
2021,8,22,9,22610.72,6263.73,11756.92,4.81,223.04,8.877,1
2021,8,22,10,23321.13,8035.13,12042.13,4.87,228.95,8.301,1
2021,8,22,11,24733.6,8954.72,12453.18,4.75,238.58,8.569,1
2021,8,22,12,23873.92,9796.44,11590.38,4.95,225.5,7.644,1
2021,8,22,13,23561.53,9119.05,11066.5,4.76,217.95,7.845,1
2021,8,22,14,23711.25,8621.16,11106.27,4.81,218.99,8.194,1
2021,8,22,15,23884.92,7588.37,11367.5,4.59,222.5,8.848,1
2021,8,22,16,23920.25,5836.55,11688.45,4.68,226.56,9.817,1
2021,8,22,17,23510.65,3325.48,11399.4,4.7,221.72,10.96,1
2021,8,22,18,22989.85,881.24,10754.53,4.86,212.36,12.004,1
2021,8,22,19,22084.13,81.05,10160.99,4.73,202.02,11.948,1
2021,8,22,20,21829.18,1.34,9787.88,4.74,196.68,11.853,1
2021,8,22,21,21147.92,2.32,9734.51,5.06,194.04,11.482,1
2021,8,22,22,20491.1,2.57,9941.8,5.27,194.5,11.124,1
2021,8,22,23,19926.7,3.03,9570.28,5.24,188.08,10.819,1
2021,8,23,0,19821.33,3.03,9239.78,4.95,183.46,10.76,2
2021,8,23,1,19879.85,4.5,9323.05,5.1,184.81,10.794,2
2021,8,23,2,19749.05,7.25,9220.29,5.23,183.26,10.72,2
2021,8,23,3,19724.75,11.41,9175.67,5.01,182.43,10.704,2
2021,8,23,4,20161.67,9.46,9727.42,5.1,190.63,10.943,2
2021,8,23,5,21011.5,7.08,10455.8,5.34,202.5,11.406,2
2021,8,23,6,23813.47,106.66,11256.92,5.2,221.53,12.873,2
2021,8,23,7,23554.7,1475.53,11259.6,5.34,220.82,11.989,2
2021,8,23,8,23759.3,4006.86,11494.95,5.21,224.22,10.726,2
2021,8,23,9,24588.45,6344.92,11627.27,5.03,228.46,9.906,2
2021,8,23,10,24832.53,8184.73,11308.08,4.82,225.25,9.04,2
2021,8,23,11,24277.17,9100.13,11562.97,4.65,226.24,8.242,2
2021,8,23,12,24363.28,9969.45,11828.4,4.55,229.62,7.816,2
2021,8,23,13,24390.13,9240.71,12113.97,4.56,233.15,8.227,2
2021,8,23,14,24640.38,8630.72,12319.9,4.91,236.83,8.693,2
2021,8,23,15,23550.33,7518.2,12412.08,4.79,234.09,8.707,2
2021,8,23,16,23246.28,5759.86,12441.93,4.95,233.57,9.496,2
2021,8,23,17,23003.03,3253.39,12245.42,4.88,230.31,10.725,2
2021,8,23,18,20750.63,833.45,11543.73,5.02,214.34,10.815,2
2021,8,23,19,19599.45,65.22,10492.05,5.14,197.92,10.606,2
2021,8,23,20,19046.1,1.31,9837.34,5.28,188.32,10.34,2
2021,8,23,21,19970.5,1.86,9352.28,5.32,185.69,10.843,2
2021,8,23,22,23203,2.09,8900.49,5.12,191.1,12.598,2
2021,8,23,23,23036.07,2.38,8851.49,5.06,189.88,12.507,2
2021,8,24,0,22585.95,4.17,8572.09,4.92,184.85,12.261,3
2021,8,24,1,22281.05,5.42,8234.86,4.99,179.83,12.094,3
2021,8,24,2,22377.4,8.69,8107.91,4.99,178.64,12.146,3
2021,8,24,3,22687.3,11.37,8020.2,4.93,178.58,12.316,3
2021,8,24,4,22567.33,11.96,8324.85,5.04,181.94,12.25,3
2021,8,24,5,22571.28,8.07,8833.25,5.24,188.25,12.252,3
2021,8,24,6,23257.6,111.1,9287.01,5.14,195.95,12.568,3
2021,8,24,7,22426.6,1436.03,9845.95,5.11,199.79,11.397,3
2021,8,24,8,23161.55,3908.75,10788.52,5.26,213.75,10.455,3
2021,8,24,9,24733.32,6146.74,11834.85,4.86,231.28,10.092,3
2021,8,24,10,26168.38,7890.49,12906.4,4.76,248.93,9.927,3
2021,8,24,11,25466.6,8852.28,13522.3,4.66,253.82,9.021,3
2021,8,24,12,24594.98,9379.95,12170.63,4.76,234.72,8.262,3
2021,8,24,13,24025.78,9255.43,12339.48,4.59,234.64,8.019,3
2021,8,24,14,23988.75,8377.8,12799.8,5.08,240.53,8.477,3
2021,8,24,15,24119.63,7197.57,13077.98,4.63,243.87,9.189,3
2021,8,24,16,24121.85,5383.31,13279.5,4.6,246.26,10.174,3
2021,8,24,17,23593.35,3002.45,13202.85,4.33,243.27,11.18,3
2021,8,24,18,22570.4,767.56,12832.7,4.47,235.48,11.84,3
2021,8,24,19,21575.4,53.54,11892.42,4.73,221.06,11.685,3
2021,8,24,20,20734.72,1.04,11112.27,4.84,208.94,11.259,3
2021,8,24,21,22590.72,1.36,10730.42,4.89,210.74,12.267,3
2021,8,24,22,25352.35,1.58,10212.13,4.89,213.95,13.767,3
2021,8,24,23,24428.65,2.53,10080.44,4.88,209.2,13.259,3
2021,8,25,0,23893.22,3.6,9967.41,5.06,206.19,12.974,4
2021,8,25,1,23270.7,4.54,9606.41,4.85,199.53,12.632,4
2021,8,25,2,22996.5,7.65,9368.19,4.63,195.52,12.485,4
2021,8,25,3,23065.5,11.23,9174.19,4.92,193.72,12.516,4
2021,8,25,4,23293.53,8.67,9453.47,4.92,197.85,12.645,4
2021,8,25,5,24270.68,6.27,10417.49,5.07,212.89,13.175,4
2021,8,25,6,24278.77,87.34,11412.78,4.93,224.72,13.136,4
2021,8,25,7,23186.13,1372.4,11438.92,4.86,221.24,11.844,4
2021,8,25,8,24243.85,3844,11905.08,5.01,230.59,11.079,4
2021,8,25,9,26048.38,6109.89,12675.27,4.83,245.81,10.827,4
2021,8,25,10,26665.98,7901.04,13355.48,4.56,255.82,10.191,4
2021,8,25,11,25299.97,8695.82,13580.75,4.52,253.82,9.015,4
2021,8,25,12,25690.5,9511.95,13725.07,4.55,256.91,8.786,4
2021,8,25,13,25797.33,9136.7,13891.25,4.73,259.45,9.046,4
2021,8,25,14,26129.05,8244.43,14285.45,4.76,265.35,9.711,4
2021,8,25,15,26403.85,7147.99,14573.95,4.65,269.63,10.456,4
2021,8,25,16,26085.95,5329.41,14507.38,4.6,267.7,11.272,4
2021,8,25,17,25858.15,2910.03,14470.28,4.41,266.28,12.461,4
2021,8,25,18,25113.53,778.58,13819.67,4.43,255.96,13.214,4
2021,8,25,19,22821.8,77.32,12971.45,4.41,237.94,12.351,4
2021,8,25,20,22041.93,1.19,11989.3,4.64,223.72,11.968,4
2021,8,25,21,23307.78,1.36,11544.65,4.59,222.66,12.655,4
2021,8,25,22,26995.5,1.74,11234.77,4.5,231.43,14.655,4
2021,8,25,23,25770.9,2.92,10926.65,4.86,223.92,13.992,4
2021,8,26,0,25273.78,3.82,10689.92,4.8,219.32,13.717,5
2021,8,26,1,24640.15,3.83,10245,4.69,211.71,13.378,5
2021,8,26,2,23841.53,6.79,10016.03,4.86,206.4,12.944,5
2021,8,26,3,23625.53,9.96,10058.25,4.67,205.98,12.822,5
2021,8,26,4,24313.9,8.98,10456.17,4.69,213.13,13.198,5
2021,8,26,5,25269.23,6.51,11241.12,5.09,226.2,13.718,5
2021,8,26,6,25812.02,79.8,12081.42,4.84,237.89,13.972,5
2021,8,26,7,24901.73,1354.39,12362.65,4.91,238.23,12.785,5
2021,8,26,8,25445.28,3865.49,12946.38,4.97,247.15,11.717,5
2021,8,26,9,26767.87,6028.93,13792.1,4.68,261.52,11.26,5
2021,8,26,10,28562.08,7739.9,14696.15,4.67,278.49,11.305,5
2021,8,26,11,27506.63,8604.23,15083.45,4.41,279.27,10.265,5
2021,8,26,12,27633.73,9232.22,14912.72,4.6,277.84,9.992,5
2021,8,26,13,27837.35,8917.38,15058.3,4.5,280.18,10.264,5
2021,8,26,14,27805.65,8182.03,14998.48,4.77,279.63,10.656,5
2021,8,26,15,27747.65,7160.76,14975.3,4.56,278.95,11.179,5
2021,8,26,16,27295.6,5470.64,14567.9,4.53,272.48,11.85,5
2021,8,26,17,25682.55,3038.5,13877.85,4.46,258.63,12.294,5
2021,8,26,18,24594.65,761.12,13405.43,4.31,249.09,12.941,5
2021,8,26,19,22617.72,63.39,12327.28,4.55,229.65,12.245,5
2021,8,26,20,21258.95,1.15,11597.28,4.36,216.07,11.543,5
2021,8,26,21,23691.15,1.51,11334.4,4.59,221.45,12.864,5
2021,8,26,22,26003.93,2.19,11038.52,4.78,225.97,14.118,5
2021,8,26,23,25274.47,2.52,10805.23,4.58,220.49,13.72,5
2021,8,27,0,24507.65,3.63,10212.92,4.78,210.96,13.304,6
2021,8,27,1,24206.03,4.3,10042.02,4.61,207.7,13.142,6
2021,8,27,2,24126.75,8.44,9928.58,4.57,206.03,13.096,6
2021,8,27,3,23733.8,11.46,9412.53,4.87,198.81,12.882,6
2021,8,27,4,23826.58,10.14,9852.4,4.62,204.15,12.932,6
2021,8,27,5,24954.15,5.95,11243.38,4.92,224.99,13.544,6
2021,8,27,6,25048.92,80.19,12459.25,4.84,239.82,13.557,6
2021,8,27,7,24530.03,1364.85,12297.9,4.87,236.14,12.579,6
2021,8,27,8,25459.9,3818.53,12941.35,4.78,246.94,11.752,6
2021,8,27,9,26938.2,6033.59,13741.75,4.86,261.68,11.351,6
2021,8,27,10,28201.67,7768.05,14525.75,4.61,275.14,11.097,6
2021,8,27,11,26815.3,8671.1,14985.3,4.9,276.22,9.853,6
2021,8,27,12,27353.9,9151.84,15125.3,4.73,279.57,9.883,6
2021,8,27,13,27789.55,9073.8,15091.53,4.4,280.32,10.162,6
2021,8,27,14,27246.95,8200.34,14812.03,4.46,275.17,10.343,6
2021,8,27,15,27401.2,7123.75,14739.65,4.56,274.94,11.011,6
2021,8,27,16,26388.47,5396.68,14636.98,4.19,269.87,11.397,6
2021,8,27,17,25168,2839.47,14120.25,4.2,259.52,12.124,6
2021,8,27,18,23750.13,1013.31,13359.55,4.36,245.71,12.347,6
2021,8,27,19,21434.78,82.54,12471.48,4.41,227.21,11.594,6
2021,8,27,20,20943.95,1.12,11677.47,4.51,216.1,11.371,6
2021,8,27,21,23686.9,1.5,11703.15,4.35,225.61,12.861,6
2021,8,27,22,27078.42,1.62,11593.58,4.58,236.1,14.701,6
2021,8,27,23,25755.6,2.61,10798.38,4.62,222.08,13.983,6
2021,8,28,0,25058.72,2.53,10206.13,4.6,212.58,13.607,7
2021,8,28,1,24726.8,3.88,9899.24,4.54,207.7,13.424,7
2021,8,28,2,24478.75,7.64,9718.8,4.61,204.76,13.289,7
2021,8,28,3,24038.17,11.94,9669.83,4.58,202.64,13.053,7
2021,8,28,4,23958.47,11.89,9841.92,4.8,204.65,13.001,7
2021,8,28,5,24238.55,8.3,10118.79,4.7,208.84,13.157,7
2021,8,28,6,24167.95,79.02,10613.48,4.71,214.54,13.079,7
2021,8,28,7,22317.9,1272.93,11030.35,4.64,213.16,11.428,7
2021,8,28,8,22817.77,3677.69,11666.9,4.52,222.38,10.394,7
2021,8,28,9,23331.1,5416.8,12255.08,4.35,231.02,9.728,7
2021,8,28,10,25115.8,7765.87,13225.6,4.49,248.9,9.419,7
2021,8,28,11,26583.85,8610.57,13950.15,4.58,262.69,9.757,7
2021,8,28,12,26793.6,9155.99,14042.15,4.44,264.37,9.578,7
2021,8,28,13,27161.4,9411.95,14133.8,4.42,266.7,9.635,7
2021,8,28,14,27950,8302.56,14301.45,4.34,271.33,10.669,7
2021,8,28,15,27512.88,7171.44,14211.88,4.35,268.77,11.043,7
2021,8,28,16,27407.45,5361.22,14256.98,4.44,269.04,11.973,7
2021,8,28,17,26726.23,2898.3,13987.35,4.37,263.41,12.939,7
2021,8,28,18,25922.85,759.86,13641.95,4.3,256.45,13.666,7
2021,8,28,19,26046.27,58.63,13453.08,4.36,254.67,14.112,7
2021,8,28,20,24744.45,0.8,12630.4,4.65,240.65,13.436,7
2021,8,28,21,22867.22,0.94,11675.58,4.82,222.95,12.417,7
2021,8,28,22,21737.55,0.89,11126.35,4.76,212.45,11.807,7
2021,8,28,23,20789.67,1.16,10542.77,4.73,202.18,11.287,7
2021,8,29,0,19849.7,2.94,10186.75,4.63,194.6,10.777,1
2021,8,29,1,19797.17,6.71,10081.42,4.66,193.18,10.746,1
2021,8,29,2,20055.72,6.2,10192.6,4.67,195.42,10.887,1
2021,8,29,3,19818.07,4.6,10144.2,4.75,194.1,10.758,1
2021,8,29,4,19921.93,2.03,10351,4.56,196.75,10.815,1
2021,8,29,5,20444.35,1.03,10799.42,4.76,204.11,11.101,1
2021,8,29,6,21374.63,70.9,11191.22,4.73,211.96,11.57,1
2021,8,29,7,22423.38,1087.22,11692.38,4.56,221.38,11.585,1
2021,8,29,8,22706.07,3774.48,12154.48,4.54,227.87,10.281,1
2021,8,29,9,24484.13,5825.3,12926.55,4.4,243.06,10.131,1
2021,8,29,10,25009.33,7756.17,13162.4,4.72,248.01,9.369,1
2021,8,29,11,25355.08,8677.95,13353.42,4.52,251.27,9.055,1
2021,8,29,12,25905.83,9585.08,13542.88,4.5,255.41,8.861,1
2021,8,29,13,26345.83,8157.15,13829.58,4.39,260.24,9.875,1
2021,8,29,14,26704.73,8217.3,13893.33,4.47,262.31,10.041,1
2021,8,29,15,27123.65,7163.13,13851.3,4.46,263.22,10.838,1
2021,8,29,16,26870.27,5323.93,13866.4,4.44,262.52,11.7,1
2021,8,29,17,26412.47,2675,13493.63,4.37,256.41,12.891,1
2021,8,29,18,25586.37,502.13,13118.6,4.44,249.17,13.621,1
2021,8,29,19,25230.2,56.11,12782.65,4.48,243.96,13.67,1
2021,8,29,20,23335.3,1.26,12137.67,4.55,229.82,12.671,1
2021,8,29,21,22492.7,1.77,11524.15,4.66,219.7,12.213,1
2021,8,29,22,21436.83,2.6,11197.97,4.62,212.14,11.638,1
2021,8,29,23,20946.9,2.73,10960.7,4.76,207.76,11.371,1
2021,8,30,0,21112.25,2.97,10667.88,4.75,204.8,11.463,2
2021,8,30,1,20991.35,4.09,10600.83,4.72,203.55,11.398,2
2021,8,30,2,20813.3,7.75,10651.15,4.49,203.32,11.296,2
2021,8,30,3,20887.83,10.8,10678.7,4.69,204.1,11.337,2
2021,8,30,4,21596,8.42,11216.35,4.73,213.02,11.722,2
2021,8,30,5,22890.5,3.82,11992.08,4.92,226.93,12.425,2
2021,8,30,6,23824.9,74.75,12317.8,4.88,233.98,12.895,2
2021,8,30,7,24852.68,654.33,12434.18,4.74,238.75,13.139,2
2021,8,30,8,25104.05,1153.75,12631.2,5.1,242.33,13.004,2
2021,8,30,9,25816.03,1447.23,12931,4.95,248.21,13.231,2
2021,8,30,10,26304.2,2030.34,13387.2,4.74,255.14,13.179,2
2021,8,30,11,25506.32,4180.04,13820.45,4.39,257.27,11.581,2
2021,8,30,12,26044.2,8329.8,14156.85,4.37,263.12,9.621,2
2021,8,30,13,26588.47,9082.58,14655.42,4.31,270.89,9.506,2
2021,8,30,14,26734.8,8362.66,14947.23,4.25,274.84,9.976,2
2021,8,30,15,26859.3,7181.02,14890.25,4.43,274.76,10.685,2
2021,8,30,16,26560.4,4876.34,14867.58,4.36,273.4,11.775,2
2021,8,30,17,25860.9,2119.39,14479.32,4.57,266.57,12.891,2
2021,8,30,18,25123.28,431.42,13784.63,4.51,255.65,13.407,2
2021,8,30,19,24607,74.22,13412.83,4.67,249.58,13.323,2
2021,8,30,20,23738.13,44.23,12864.38,4.68,240.05,12.866,2
2021,8,30,21,23147.28,44.78,12034.65,4.83,228.22,12.546,2
2021,8,30,22,26700.25,44.75,11721,4.92,236.68,14.473,2
2021,8,30,23,26452.57,45.31,11250.15,4.92,230.18,14.34,2
2021,8,31,0,25806.25,45.74,10993.65,4.88,224.86,13.991,3
2021,8,31,1,25449.15,47.07,10636.2,4.98,219.45,13.793,3
2021,8,31,2,24988.8,48.85,10621.15,4.72,217.44,13.541,3
2021,8,31,3,25020.72,52.23,10751.65,4.7,219.1,13.556,3
2021,8,31,4,25402.75,51.8,11244.35,4.64,226.25,13.766,3
2021,8,31,5,26765.85,48,12396.6,4.73,244.81,14.507,3
2021,8,31,6,27859.68,157.11,12944.33,4.95,255.35,15.043,3
2021,8,31,7,26186.45,1146.64,13086.35,4.84,251.23,13.597,3
2021,8,31,8,26702.28,2022.7,13685.13,5,260.33,13.402,3
2021,8,31,9,27446.07,4278.37,13958.85,4.93,266.09,12.58,3
2021,8,31,10,28450.63,5942.69,14454.3,4.6,275.13,12.221,3
2021,8,31,11,27008.25,8470.49,14765.13,4.65,273.98,10.066,3
2021,8,31,12,27303.45,7454.76,14925,4.84,277.11,10.779,3
2021,8,31,13,27742.38,6839.32,15196.7,4.34,281.36,11.35,3
2021,8,31,14,27391.25,1641.68,15316.75,4.64,281.91,13.981,3
2021,8,31,15,27096.9,2646.24,14871.93,4.7,275.62,13.277,3
2021,8,31,16,26543.22,855.08,14356.65,4.9,267.75,13.949,3
2021,8,31,17,25622,250.47,14393.83,4.78,264.93,13.777,3
2021,8,31,18,24273.48,72.12,13763.67,4.88,252.87,13.141,3
2021,8,31,19,22879.83,5.04,13149.52,4.91,240.77,12.422,3
2021,8,31,20,21853.7,1.42,12485.42,4.94,229.33,11.866,3
2021,8,31,21,23626.53,1.87,11903.92,5.21,228.67,12.827,3
2021,8,31,22,26236.68,1.97,11358.42,5.17,230.99,14.246,3
2021,8,31,23,25131.18,2.82,10561.65,5.06,217.55,13.647,3
2021,9,1,0,24458.58,3.45,10226.48,5.03,211.2,13.281,4
2021,9,1,1,24235.47,4.4,10153.75,4.89,209.43,13.157,4
2021,9,1,2,24154.38,5.56,10206.95,4.92,209.83,13.114,4
2021,9,1,3,24248.13,10.33,10105.08,4.92,208.92,13.16,4
2021,9,1,4,24483.75,10.29,10630.48,5.03,216.14,13.288,4
2021,9,1,5,25151.4,9.66,11781.9,5.04,232.24,13.654,4
2021,9,1,6,23969.08,86.7,12655.3,5.13,238.78,12.969,4
2021,9,1,7,24421.6,1196.82,12900.72,5.17,243.31,12.609,4
2021,9,1,8,24880.1,2361.6,12922.35,5.11,245.07,12.228,4
2021,9,1,9,26442.05,5642.02,13535.58,5.26,257.91,11.293,4
2021,9,1,10,28251.05,6820.82,14049.88,4.9,269.89,11.637,4
2021,9,1,11,25942.6,6661.9,14002.67,4.86,261.41,10.468,4
2021,9,1,12,25873.58,7795.12,14064.7,4.9,261.96,9.816,4
2021,9,1,13,26370.73,8710.4,14347.05,4.8,266.95,9.589,4
2021,9,1,14,26445.07,8956.52,14774.08,4.73,272.26,9.496,4
2021,9,1,15,26468.33,8172.8,14838.27,4.57,272.94,9.934,4
2021,9,1,16,26325.63,5372.81,14786,4.42,271.67,11.378,4
2021,9,1,17,25669.7,2691.47,14380.13,4.69,264.84,12.475,4
2021,9,1,18,23835.95,605.25,13469.8,4.73,247.69,12.614,4
2021,9,1,19,22744.72,38.54,12752.17,5.12,235.76,12.329,4
2021,9,1,20,21664.03,1.22,11926.65,5.14,222.18,11.762,4
2021,9,1,21,21693.38,1.91,11338.45,5.28,215.36,11.779,4
2021,9,1,22,25803.25,2.45,11009.75,5.09,225.26,14.009,4
2021,9,1,23,25266.82,2.84,10723.52,5,219.89,13.717,4
2021,9,2,0,25114.97,4.13,10603.47,5.04,217.98,13.636,5
2021,9,2,1,24592.17,4.88,10489.77,5.11,214.9,13.349,5
2021,9,2,2,23999.95,6.61,10216.1,5,209.49,13.029,5
2021,9,2,3,23615.55,9.99,10053.23,5.03,206.24,12.82,5
2021,9,2,4,23887.92,10.89,10775.5,4.94,215.75,12.966,5
