Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined mmBTU,GHG,DOW
2021,1,1,0,13641.35,1.21,1729.1,11.37,78.66,7.406,6
2021,1,1,1,13752.42,1.26,1680.99,11.67,78.77,7.466,6
2021,1,1,2,13761.52,1.22,1703.27,11.56,78.96,7.472,6
2021,1,1,3,13713.8,1.23,1647.88,11.75,78.32,7.443,6
2021,1,1,4,13442.95,1.29,1706.91,11.9,78.26,7.3,6
2021,1,1,5,13599.95,1.25,1661.31,12.24,78.58,7.383,6
2021,1,1,6,13218.83,1.15,1840.79,12.17,79.36,7.177,6
2021,1,1,7,13214.5,6.97,1787.99,12.74,79.28,7.171,6
2021,1,1,8,12593.3,318.18,1837.33,12.71,77.73,6.667,6
2021,1,1,9,11845.6,2202.8,1800.61,11.98,74.01,5.234,6
2021,1,1,10,12342.05,4182.93,2100.32,11.34,78.66,4.432,6
2021,1,1,11,12876.98,5538.42,2399.49,10.1,82.83,3.986,6
2021,1,1,12,13038.53,6609.07,2688,9.52,86.27,3.488,6
2021,1,1,13,13120.1,6801.89,2921.63,9.33,89.16,3.429,6
2021,1,1,14,13301.9,6312.78,3031.73,9.17,90.94,3.796,6
2021,1,1,15,14071.13,4980.23,3319.31,9.12,96.96,4.935,6
2021,1,1,16,13782.42,2206.96,3313.99,9.21,96.01,6.284,6
2021,1,1,17,13292.23,674.44,3068.15,9.78,91.95,6.852,6
2021,1,1,18,13204.17,367.07,2743.41,10.15,88.12,6.969,6
2021,1,1,19,12993.15,1.11,2518.3,10.42,84.98,7.054,6
2021,1,1,20,12851.38,1.1,2427.11,10.82,83.8,6.977,6
2021,1,1,21,12581.2,1.11,2197.89,10.83,80.13,6.834,6
2021,1,1,22,12266.25,1.15,2031.45,11.28,77.51,6.663,6
2021,1,1,23,11582.92,1.15,1758.25,11.37,71.99,6.287,6
2021,1,2,0,11138,1.21,1540.83,11.97,68.46,6.048,7
2021,1,2,1,11160.85,1.23,1537.24,12.16,68.69,6.06,7
2021,1,2,2,11802.48,1.25,1581,12.12,71.37,6.407,7
2021,1,2,3,11732.4,1.24,1627.25,12.41,71.97,6.369,7
2021,1,2,4,11395.85,1.22,1561.48,13.15,70.77,6.188,7
2021,1,2,5,11759.15,1.23,1540.61,13.5,72.12,6.386,7
2021,1,2,6,12952.85,1.22,1735.23,13.6,78.62,7.035,7
2021,1,2,7,13019.33,15.25,1730.44,14.17,79.36,7.06,7
2021,1,2,8,12553.23,578.29,1778.76,13.7,77.87,6.504,7
2021,1,2,9,12166.5,2096.38,1720.95,13.05,75.22,5.468,7
2021,1,2,10,13015.22,4249.63,2094.46,12.75,82.3,4.759,7
2021,1,2,11,13051.25,5410.29,2246.5,11.54,83.03,4.151,7
2021,1,2,12,13203.02,6805.63,2504.05,10.15,85.25,3.473,7
2021,1,2,13,13144.95,4872.57,2730.63,9.82,87.44,4.491,7
2021,1,2,14,13331.35,4082.89,2777.91,9.59,88.41,5.019,7
2021,1,2,15,13793.42,4085.82,2922.3,9.62,91.76,5.269,7
2021,1,2,16,13822.03,2061.4,3197.98,9.43,94.96,6.386,7
2021,1,2,17,12811.7,602.15,2830.97,9.82,87.51,6.629,7
2021,1,2,18,12750.58,186.03,2525.48,10.26,84.07,6.822,7
2021,1,2,19,12604.7,1.12,2354.78,10.49,81.75,6.842,7
2021,1,2,20,12386.98,1.12,2181.99,11.08,79.53,6.724,7
2021,1,2,21,11821.52,1.15,1975.82,11.18,75.23,6.419,7
2021,1,2,22,11491.9,1.18,1746.34,11.19,71.35,6.235,7
2021,1,2,23,11822.13,1.14,1770.59,11.42,73.01,6.42,7
2021,1,3,0,11279.3,1.18,1571.73,11.95,69.29,6.125,1
2021,1,3,1,11185.08,1.24,1520.78,12.13,68.54,6.074,1
2021,1,3,2,11246.9,1.22,1446.89,12.33,68.07,6.107,1
2021,1,3,3,11990.4,1.22,1621.09,12.75,73.12,6.51,1
2021,1,3,4,11469.58,1.32,1511.24,13.14,70.41,6.228,1
2021,1,3,5,11870.23,1.23,1540.19,13.44,72.42,6.445,1
2021,1,3,6,12670.95,1.24,1571.37,13.87,75.96,6.878,1
2021,1,3,7,13039.83,7.74,1750.01,14.3,79.8,7.079,1
2021,1,3,8,12917.35,322.97,1712.08,14.21,78.83,6.838,1
2021,1,3,9,12740.8,2442.34,1833.03,13.12,78.59,5.59,1
2021,1,3,10,12694.75,3138.46,1954.61,12.72,79.49,5.189,1
2021,1,3,11,12766.98,3878.49,2085.8,11.6,80.19,4.826,1
2021,1,3,12,12996.3,5889.05,2279.26,10.13,81.82,3.861,1
2021,1,3,13,13112.88,6007.72,2601.61,9.87,85.83,3.858,1
2021,1,3,14,13124.73,4997.52,2830.74,9.48,88.23,4.414,1
2021,1,3,15,13255.15,4606.56,2990.61,9.41,90.53,4.696,1
2021,1,3,16,13356.27,2230.91,3105.58,9.39,92.23,6.04,1
2021,1,3,17,13274.72,722.68,2922.74,9.84,90.21,6.816,1
2021,1,3,18,13165.1,155.74,2627.04,10.13,86.58,7.064,1
2021,1,3,19,12843.63,1.11,2464.66,10.23,83.63,6.975,1
2021,1,3,20,12633.63,1.13,2231.5,10.5,80.39,6.859,1
2021,1,3,21,12381,1.11,2070.11,10.72,77.81,6.721,1
2021,1,3,22,12174.47,1.16,1962.93,10.83,75.93,6.609,1
2021,1,3,23,11906.58,1.17,1765.02,11.21,73.02,6.468,1
2021,1,4,0,12142.2,1.21,1700.43,11.74,73.57,6.593,2
2021,1,4,1,12214.3,1.22,1606.47,12.01,72.97,6.632,2
2021,1,4,2,12322.65,1.28,1617.6,12.47,73.92,6.691,2
2021,1,4,3,12388.63,1.21,1572.64,12.76,73.91,6.726,2
2021,1,4,4,12587.65,1.24,1716.29,12.99,76.54,6.834,2
2021,1,4,5,13157.2,1.34,1700.35,14.39,79.69,7.144,2
2021,1,4,6,13745.8,1.3,1893.53,14.51,84.13,7.464,2
2021,1,4,7,14080.67,7.9,1778.99,15.07,84.46,7.64,2
2021,1,4,8,13831.4,312.19,1915.41,14.68,84.86,7.339,2
2021,1,4,9,13825.32,2265.47,1910.57,13.58,83.68,6.279,2
2021,1,4,10,13953.9,4352.33,2290.75,11.94,87.04,5.215,2
2021,1,4,11,14289.55,7067.46,2641.12,10.79,91.24,3.921,2
2021,1,4,12,14529.97,8421.1,2944.84,10.49,95.41,3.317,2
2021,1,4,13,15350,7473.15,3455.32,9.92,103.76,4.278,2
2021,1,4,14,15590.88,6933.77,3812.91,9.63,108.59,4.701,2
2021,1,4,15,15437.1,4710.47,3942.62,9.73,109.72,5.824,2
2021,1,4,16,15516.15,2491.07,4004.71,9.62,110.62,7.071,2
2021,1,4,17,15253.28,679,3747.36,9.89,106.9,7.914,2
2021,1,4,18,13850.9,300.73,3254.85,10.13,96.45,7.359,2
2021,1,4,19,13533.58,1.09,2953.38,10.29,91.9,7.35,2
2021,1,4,20,13233.35,1.14,2777.1,9.98,88.46,7.184,2
2021,1,4,21,12844.38,1.13,2579.53,9.81,84.6,6.975,2
2021,1,4,22,12473.6,1.12,2396.01,9.58,80.89,6.77,2
2021,1,4,23,12112.15,1.12,2067.74,9.98,76.12,6.577,2
2021,1,5,0,12317.55,1.15,1868.64,10.69,75.14,6.687,3
2021,1,5,1,12332.05,1.23,1886.12,10.9,75.61,6.693,3
2021,1,5,2,12216.05,1.27,1730.71,10.89,73.35,6.632,3
2021,1,5,3,12387.47,1.31,1817.99,11.21,75.3,6.726,3
2021,1,5,4,12456.55,1.28,1739.17,11.8,75.17,6.762,3
2021,1,5,5,13083.8,1.35,1905.52,12.5,80.01,7.101,3
2021,1,5,6,13359.63,1.31,1912.03,13.45,81.98,7.254,3
2021,1,5,7,13192.65,6.99,1985.91,14.09,82.93,7.162,3
2021,1,5,8,12967.1,363.59,1898.47,14.05,81.07,6.844,3
2021,1,5,9,12967.42,2556.66,2097.31,13.32,82.73,5.652,3
2021,1,5,10,13145.73,4814.1,2362.58,11.82,85.03,4.524,3
2021,1,5,11,13582.65,6339.55,3011.69,10.28,92.77,3.935,3
2021,1,5,12,13827.52,7471.35,3500.24,9.82,99.01,3.45,3
2021,1,5,13,13996.92,7599.11,3921.22,9.5,104.31,3.474,3
2021,1,5,14,14012.7,7030.97,4217.42,9.24,107.66,3.792,3
2021,1,5,15,13885.4,5561.95,4344.3,9.1,108.61,4.518,3
2021,1,5,16,13817.3,2732.41,4303.24,9.09,107.87,6.02,3
2021,1,5,17,13585.2,821.94,3959.29,9.1,102.97,6.932,3
2021,1,5,18,13232.65,122.6,3529.04,9.54,97.04,7.121,3
2021,1,5,19,12802.75,1.2,3238.37,9.74,92.29,6.951,3
2021,1,5,20,12935.45,1.18,2897.05,9.81,88.71,7.025,3
2021,1,5,21,13709.63,1.17,2704.68,10.05,89.29,7.444,3
2021,1,5,22,14940.42,1.18,2331.39,9.86,88.81,8.111,3
2021,1,5,23,14717.33,1.18,2048.65,10.39,85.2,7.991,3
2021,1,6,0,14638.58,1.21,1932.17,10.58,83.72,7.948,4
2021,1,6,1,14483.65,1.24,1812.64,10.9,82.07,7.865,4
2021,1,6,2,14335.6,1.28,1843.22,11.14,82.17,7.783,4
2021,1,6,3,14307.9,1.26,1752.19,11.46,81.31,7.77,4
2021,1,6,4,14373.77,1.36,1874.48,12.31,83.84,7.804,4
2021,1,6,5,14599.83,1.37,1818.15,13.32,84.95,7.929,4
2021,1,6,6,14975.47,1.41,1939.94,13.66,88.03,8.128,4
2021,1,6,7,14495.42,8.83,1875.82,14.08,86.05,7.868,4
2021,1,6,8,13766.43,471.57,2039.76,14.09,85.54,7.218,4
2021,1,6,9,13344.78,3086.19,2067.66,13.17,83.51,5.568,4
2021,1,6,10,13314.48,5640.04,2531.17,11.69,87.5,4.168,4
2021,1,6,11,13799.3,7528.58,3232.61,10.24,96.11,3.403,4
2021,1,6,12,14130.27,8924.28,3891.87,9.8,104.72,2.825,4
2021,1,6,13,14125.4,7981.54,4175.69,9.88,108.18,3.337,4
2021,1,6,14,14098.25,7402.19,4363.56,9.57,110.04,3.637,4
2021,1,6,15,13881.63,4494.31,4360.28,9.8,109.49,5.095,4
2021,1,6,16,13647.83,2050.31,4108.55,9.52,105.39,6.299,4
2021,1,6,17,13427.85,721.03,3962.3,9.52,102.89,6.9,4
2021,1,6,18,13131.9,2.89,3540.1,9.72,97.01,7.127,4
2021,1,6,19,12666.1,1.17,3194.64,10.12,91.67,6.879,4
2021,1,6,20,12494.75,1.22,2959.6,10.05,88.2,6.785,4
2021,1,6,21,13925.3,1.22,2701.03,9.84,89.77,7.561,4
2021,1,6,22,14999.13,1.18,2431.98,10.03,90.39,8.141,4
2021,1,6,23,14236.92,1.18,2046.45,10.47,83.61,7.728,4
2021,1,7,0,13769.5,1.18,1750.79,11.22,79.21,7.478,5
2021,1,7,1,13863.63,1.23,1785,11.32,80.04,7.527,5
2021,1,7,2,14045.58,1.22,1778.52,11.57,80.83,7.625,5
2021,1,7,3,14034.6,1.25,1695.28,11.88,80.12,7.619,5
2021,1,7,4,14095.67,1.23,1865.8,12.38,82.86,7.654,5
2021,1,7,5,14665.5,1.45,1849.96,13.19,85.43,7.963,5
2021,1,7,6,15241.1,1.47,2035.35,13.67,90.1,8.278,5
2021,1,7,7,14302.6,7.28,2001.75,14.19,87.01,7.764,5
2021,1,7,8,13430.07,465.6,2096.72,14.38,85.36,7.038,5
2021,1,7,9,13101.28,3023.4,2216.33,13.48,84.78,5.473,5
2021,1,7,10,13408.02,5631.28,2703.1,12.01,90.2,4.225,5
2021,1,7,11,13786.98,7382.47,3237.07,10.46,96.35,3.477,5
2021,1,7,12,13892.42,8282.39,3632,9.78,100.77,3.045,5
2021,1,7,13,14130.7,8597.76,3934.83,9.57,105.01,3.004,5
2021,1,7,14,14135.52,7858.34,4298.45,9.37,109.18,3.409,5
2021,1,7,15,14060,5924.07,4559.68,9.12,111.82,4.417,5
2021,1,7,16,13891.45,2968.96,4535.71,9.49,111.31,5.933,5
2021,1,7,17,13647.25,833.02,4235.71,9.33,106.73,6.958,5
2021,1,7,18,13327.5,25.83,3634.37,9.92,99.01,7.222,5
2021,1,7,19,12776.97,1.1,3203.8,10.07,92.11,6.938,5
2021,1,7,20,12468.4,1.12,2898.11,10.1,87.42,6.769,5
2021,1,7,21,14201.13,1.18,2653.37,10.2,90.5,7.711,5
2021,1,7,22,15365.92,1.19,2347.92,10.35,90.95,8.341,5
2021,1,7,23,14781.2,1.18,2104.77,10.67,86.36,8.026,5
2021,1,8,0,14138.98,1.27,1888.1,11.11,82.01,7.676,6
2021,1,8,1,13918.1,1.31,1826.68,11.15,80.56,7.557,6
2021,1,8,2,13912.88,1.32,1841.51,11.3,80.87,7.552,6
2021,1,8,3,14494.78,1.29,1820.55,11.52,82.82,7.872,6
2021,1,8,4,14668.15,1.27,1923.14,12.45,85.58,7.963,6
2021,1,8,5,14441.83,1.35,1844.58,13.2,84.61,7.841,6
2021,1,8,6,15090.47,1.37,1974.52,13.78,88.96,8.19,6
2021,1,8,7,13965.38,7.32,2073.63,14.19,86.72,7.577,6
2021,1,8,8,13141.45,460.06,2001.11,14.19,83.04,6.887,6
2021,1,8,9,13089.83,3057.22,2258.87,13.4,85.17,5.445,6
2021,1,8,10,13400.68,5636.98,2549.19,11.74,88.05,4.215,6
2021,1,8,11,13690.25,7295.63,3179.12,10.3,95.16,3.474,6
2021,1,8,12,13949.83,8488.35,3641.69,9.44,100.74,2.965,6
2021,1,8,13,14095.65,7628.56,3947.42,9.67,105.13,3.508,6
2021,1,8,14,14001.78,5318.22,3903.09,9.47,104.08,4.717,6
2021,1,8,15,13824.5,3093.81,3834.69,9.78,102.97,5.826,6
2021,1,8,16,13767.08,2037.99,3811.87,9.67,102.38,6.369,6
2021,1,8,17,13453.5,476.87,3677.28,9.64,99.67,7.046,6
2021,1,8,18,13129.95,3.48,3264.89,10.15,94.13,7.122,6
2021,1,8,19,12698.22,1.09,2958.02,10.29,89.12,6.896,6
2021,1,8,20,13223.98,1.12,2848.06,10.15,89.45,7.182,6
2021,1,8,21,13715.7,1.12,2632.88,10.47,88.86,7.449,6
2021,1,8,22,15146.57,1.12,2374.81,10.37,90.55,8.223,6
2021,1,8,23,14616.9,1.11,2152.93,10.5,86.21,7.934,6
2021,1,9,0,13568.92,1.13,1892.45,11.08,80.09,7.368,7
2021,1,9,1,13574.05,1.18,1796.05,11.13,79,7.371,7
2021,1,9,2,13554.3,1.17,1786.36,11.47,79.16,7.36,7
2021,1,9,3,13532.07,1.18,1677.98,11.85,78.16,7.347,7
2021,1,9,4,14137.7,1.18,1805.88,12.44,82.35,7.677,7
2021,1,9,5,13632.63,1.16,1777.67,12.97,80.82,7.401,7
2021,1,9,6,14079.63,1.16,1793.69,13.7,83.27,7.646,7
2021,1,9,7,13819.82,7.69,1940.19,13.91,84.34,7.498,7
2021,1,9,8,12964.22,476.34,1852.16,13.9,80.36,6.783,7
2021,1,9,9,12744.78,3049.25,2019.94,13.41,81.14,5.263,7
2021,1,9,10,12767.88,5610.41,2079.74,12.14,80.67,3.887,7
2021,1,9,11,13332.97,7484.05,2498.76,10.77,86.25,3.174,7
2021,1,9,12,13626.58,8835.2,2920.48,9.65,91.19,2.6,7
2021,1,9,13,13866.83,8956.29,3182.36,9.45,94.95,2.666,7
2021,1,9,14,14522.73,8335.88,3530.59,9.27,101.19,3.358,7
2021,1,9,15,15040.1,6693.33,3922.54,9.47,107.86,4.532,7
2021,1,9,16,14724.65,3238.12,3817.57,9.58,105.63,6.236,7
2021,1,9,17,13959.63,814.8,3465.06,9.93,99.15,7.14,7
2021,1,9,18,13585.52,102.89,3042.83,10.05,92.92,7.32,7
2021,1,9,19,13428.78,1.11,2869.92,10.34,90.6,7.294,7
2021,1,9,20,13058.18,1.11,2697.21,10.07,87,7.089,7
2021,1,9,21,12712.48,1.13,2526.31,10.59,84.29,6.905,7
2021,1,9,22,12474.85,1.14,2338.67,10.92,81.55,6.771,7
2021,1,9,23,12120.42,1.14,2189.99,11.08,78.72,6.58,7
2021,1,10,0,11878,1.15,2091.2,11.06,76.68,6.45,1
2021,1,10,1,11733.9,1.2,1874.3,11.54,74.07,6.37,1
2021,1,10,2,11792.52,1.22,1898.12,11.5,74.52,6.402,1
2021,1,10,3,11791.13,1.2,1795.06,12.1,73.87,6.403,1
2021,1,10,4,11441.25,1.24,1702.37,11.99,71.45,6.211,1
2021,1,10,5,12136.5,1.21,1748.81,12.86,75.26,6.591,1
2021,1,10,6,12788.85,1.2,1912.96,13.41,80,6.943,1
2021,1,10,7,12929.58,8.21,1974.3,13.58,81.39,7.017,1
2021,1,10,8,12896.65,474.47,1965.51,13.26,80.85,6.745,1
2021,1,10,9,12889.25,3236.85,2172.35,12.69,82.74,5.24,1
2021,1,10,10,13175.65,5903.16,2468.53,11.19,85.77,3.949,1
2021,1,10,11,13553.58,7778.34,2862.39,10.06,90.66,3.138,1
2021,1,10,12,14286.25,9135.35,3138.7,9.46,95.87,2.798,1
2021,1,10,13,14895.85,8989.3,3518.95,9.44,102.49,3.209,1
2021,1,10,14,14745.05,8266.1,3613.82,9.22,102.9,3.519,1
2021,1,10,15,14632,6592.49,3730.12,9.33,104.02,4.365,1
2021,1,10,16,14708.45,3290.7,3740.22,9.35,104.42,6.198,1
2021,1,10,17,14585.73,924.77,3465.54,9.8,101.16,7.416,1
2021,1,10,18,14006.88,181.74,3136.64,10.01,95.44,7.505,1
2021,1,10,19,13287.2,1.11,2775.96,10.22,88.87,7.214,1
2021,1,10,20,13113.3,1.11,2593,9.96,85.82,7.12,1
2021,1,10,21,12911.8,1.13,2375.74,10.9,83.47,7.013,1
2021,1,10,22,12623.73,1.1,2153.91,11.4,80.33,6.854,1
2021,1,10,23,12245.83,1.12,2032.8,11.63,77.81,6.65,1
2021,1,11,0,12417.13,1.19,1841.59,11.88,76.35,6.741,2
2021,1,11,1,12353.63,1.18,1740.53,11.91,74.95,6.707,2
2021,1,11,2,12446.17,1.25,1802.56,12.19,76.28,6.755,2
2021,1,11,3,12513.45,1.24,1722.94,12.5,75.88,6.792,2
2021,1,11,4,12735.2,1.2,1847.98,12.69,78.32,6.915,2
2021,1,11,5,13306.3,1.25,1934.02,13.55,82.16,7.226,2
2021,1,11,6,13653.73,1.24,2092.43,13.68,85.38,7.416,2
2021,1,11,7,13605.55,6.78,2155.3,13.81,86.1,7.384,2
2021,1,11,8,13322.95,438.89,2091.22,14,84.55,6.996,2
2021,1,11,9,13271.45,2991.7,2368.13,13.15,86.85,5.581,2
2021,1,11,10,13646.3,5523.43,2627.28,12.39,90.48,4.411,2
2021,1,11,11,14045.95,7503.23,2929.64,12.2,95.29,3.552,2
2021,1,11,12,14107.1,8876.14,3186.4,10.92,97.29,2.839,2
2021,1,11,13,14230.73,8915.58,3368.74,10.09,99.07,2.884,2
2021,1,11,14,14127.48,8206.44,3695.68,9.75,102.3,3.214,2
2021,1,11,15,13998.42,6477.95,3781.46,9.71,102.86,4.082,2
2021,1,11,16,13967.48,3296.82,3851.14,9.7,103.58,5.795,2
2021,1,11,17,14022.75,871,3624.03,9.88,101.21,7.139,2
2021,1,11,18,14269.57,126.92,3208.24,10.59,97.78,7.679,2
2021,1,11,19,13866.23,1.09,2882.98,10.66,92.57,7.53,2
2021,1,11,20,13504.33,1.1,2695.18,10.8,89.22,7.331,2
2021,1,11,21,13801.68,1.1,2494.78,11.28,88.31,7.493,2
2021,1,11,22,14927.6,1.11,2259.59,11.24,89.29,8.104,2
2021,1,11,23,14202.52,1.13,1994.65,11.52,83.91,7.725,2
2021,1,12,0,12210.95,1.15,1773.93,11.59,74.54,6.628,3
2021,1,12,1,12153.9,1.2,1761.27,11.93,74.53,6.592,3
2021,1,12,2,12268.35,1.24,1688.05,11.87,73.99,6.66,3
2021,1,12,3,12213.6,1.21,1781.22,12.11,75.16,6.631,3
2021,1,12,4,12241.28,1.28,1741.77,12.75,75.42,6.648,3
2021,1,12,5,12815.8,1.3,1809.2,13.79,79.23,6.958,3
2021,1,12,6,13502.1,1.32,1948.85,14.69,84.15,7.332,3
2021,1,12,7,13899.22,7.4,1890.79,14.92,85.03,7.543,3
2021,1,12,8,13712.17,465.55,2002.25,14.61,85.42,7.195,3
2021,1,12,9,13862.23,3135.59,2060.27,13.89,85.91,5.824,3
2021,1,12,10,14332.58,5702.75,2451.8,12.62,90.94,4.688,3
2021,1,12,11,14931.85,7635.45,2897,11.37,97.09,3.964,3
2021,1,12,12,15499.53,8931.69,3171.14,10.67,101.61,3.565,3
2021,1,12,13,16290.98,8931.16,3577.13,10.73,109.24,3.999,3
2021,1,12,14,16107.3,8163.24,3727.07,10.25,109.93,4.313,3
2021,1,12,15,15877.27,6398,3808.38,10.18,110.06,5.147,3
2021,1,12,16,15762.7,2870.85,3718.9,10.24,108.65,6.999,3
2021,1,12,17,15441.05,898.51,3522.55,10.09,105.05,7.897,3
2021,1,12,18,14547.6,210.04,3065.8,10.4,96.83,7.785,3
2021,1,12,19,13743.65,1.09,2701.94,10.31,89.63,7.462,3
2021,1,12,20,13335.9,1.13,2561.95,11.02,87.27,7.24,3
2021,1,12,21,13374.83,1.11,2396.24,11.75,86.15,7.264,3
2021,1,12,22,14176.1,1.16,2117.64,11.7,85.49,7.693,3
2021,1,12,23,13740.08,1.15,1895.69,11.65,81.28,7.46,3
2021,1,13,0,13674.42,1.18,1726.93,11.83,79.21,7.425,4
2021,1,13,1,13568.17,1.19,1682.9,12.2,78.69,7.366,4
2021,1,13,2,13542.43,1.22,1637.22,12.33,78.18,7.354,4
2021,1,13,3,13578.15,1.23,1592.7,12.64,78.09,7.371,4
2021,1,13,4,13598.65,1.26,1654.65,13.14,79.4,7.384,4
2021,1,13,5,14144,1.26,1779.91,13.96,83.58,7.677,4
2021,1,13,6,14749.1,1.26,1786.87,15.45,87.22,8.01,4
2021,1,13,7,14017.6,9.05,1888.11,15.64,86.13,7.606,4
2021,1,13,8,13232.63,467.59,1796.65,15.41,82.12,6.933,4
2021,1,13,9,13328.2,3312.81,2046.75,14.94,84.98,5.437,4
2021,1,13,10,13559.48,5276.16,2095.36,13.68,85.09,4.498,4
2021,1,13,11,13911.5,7190.43,2358.51,12.35,88.12,3.65,4
2021,1,13,12,14085.9,8488.88,2735.93,11.13,92.03,3.038,4
2021,1,13,13,14310.1,8039.47,3141.61,10.49,97.02,3.404,4
2021,1,13,14,14298.92,7611.64,3436.47,10.16,100.19,3.633,4
2021,1,13,15,14223.88,6458.98,3722,9.98,103.18,4.217,4
2021,1,13,16,14209.92,3037.7,3848.71,10.37,105.04,6.067,4
2021,1,13,17,13934.65,907.41,3536.07,10.6,100.58,7.075,4
2021,1,13,18,13569.75,98.33,3245.19,10.69,95.93,7.314,4
2021,1,13,19,13092.27,1.07,2985.65,10.76,91.26,7.107,4
2021,1,13,20,12647.25,1.09,2624.26,10.91,85.56,6.868,4
2021,1,13,21,12875.78,1.1,2517.08,10.86,85,6.992,4
2021,1,13,22,15103.33,1.12,2230.16,10.82,89.12,8.201,4
2021,1,13,23,13901.63,1.14,1969.95,11,82.08,7.547,4
2021,1,14,0,13966,1.17,1762.33,11.74,80.54,7.582,5
2021,1,14,1,14051.43,1.17,1783.73,11.67,81.02,7.628,5
2021,1,14,2,13815,1.22,1721.98,11.85,79.65,7.5,5
2021,1,14,3,13876.7,1.15,1672.89,12.18,79.6,7.534,5
2021,1,14,4,13845.17,1.16,1777.03,12.58,81.14,7.517,5
2021,1,14,5,14373.25,1.3,1794.47,13.92,84.49,7.804,5
2021,1,14,6,14958.23,1.25,1881.98,14.79,88.41,8.126,5
2021,1,14,7,15291.05,6.97,1969.78,14.84,90.65,8.301,5
2021,1,14,8,13531.43,491.07,1960.6,14.69,84.39,7.08,5
2021,1,14,9,13408.92,2868.39,2123.36,13.62,84.85,5.721,5
2021,1,14,10,13666.7,5137.7,2301.79,12.64,86.9,4.63,5
2021,1,14,11,13960.63,6842.18,2841.86,11.01,92.75,3.864,5
2021,1,14,12,14251.97,8384.01,3364.38,9.79,98.79,3.187,5
2021,1,14,13,14457.8,8449.86,3933.18,9.24,105.77,3.262,5
2021,1,14,14,14485.45,7680.52,4252.2,9.22,109.67,3.695,5
2021,1,14,15,14396.95,6135.04,4384.96,9.01,110.75,4.486,5
2021,1,14,16,14314.22,3215.1,4447.34,9.04,111.25,6.029,5
2021,1,14,17,13964.58,999.48,4257.59,9.13,107.88,7.04,5
2021,1,14,18,13667.58,108.99,3747.86,9.25,100.86,7.363,5
2021,1,14,19,13670.2,1.1,3400.71,9.31,96.76,7.425,5
2021,1,14,20,14511.35,1.11,3206.68,9.49,97.49,7.879,5
2021,1,14,21,14855.28,1.13,2990.97,9.74,96.32,8.065,5
2021,1,14,22,15537.7,1.16,2644.49,9.69,94.44,8.436,5
2021,1,14,23,14834.15,1.17,2474.66,9.36,89.68,8.054,5
2021,1,15,0,14810.63,1.15,2348.76,9.94,88.66,8.039,6
2021,1,15,1,14619.7,1.2,2204.47,10.12,86.46,7.939,6
2021,1,15,2,14018.03,1.19,2054.03,10.52,83,7.61,6
2021,1,15,3,13831.58,1.21,2001.89,10.74,81.96,7.512,6
2021,1,15,4,13971.6,1.17,2125,11.01,84.18,7.586,6
2021,1,15,5,14463.22,1.25,2142.2,12.19,87.25,7.852,6
2021,1,15,6,15026.25,1.21,2182.14,12.5,89.95,8.156,6
2021,1,15,7,14300.33,7.16,2330.58,12.15,88.91,7.759,6
2021,1,15,8,13803.32,462.29,2397.01,11.88,87.74,7.245,6
2021,1,15,9,13334.38,3145.99,3133.05,10.62,93.72,5.534,6
2021,1,15,10,13849.27,5471.43,3830.8,10.2,103.43,4.548,6
2021,1,15,11,14368.55,7412.49,4228.1,9.71,109.48,3.776,6
2021,1,15,12,14607.15,8651.83,4551.05,9.56,114.02,3.232,6
2021,1,15,13,14737.05,8879.92,4926.34,9.15,118.55,3.179,6
2021,1,15,14,14692.88,8076.01,5059.46,9.07,119.92,3.595,6
2021,1,15,15,14559.98,6605.87,5305.59,9.14,122.49,4.321,6
2021,1,15,16,14397.82,3718.94,5459.18,9.01,123.65,5.797,6
2021,1,15,17,14066.15,959.91,5072.82,9.17,118.04,7.119,6
2021,1,15,18,13701.35,159.7,4403.62,9.72,109.31,7.354,6
2021,1,15,19,14124.87,1.02,3859.57,9.66,104.17,7.668,6
2021,1,15,20,14880.98,1.04,3653.19,10.17,104.79,8.082,6
2021,1,15,21,15074.9,1.06,3380.24,10.47,102.47,8.184,6
2021,1,15,22,16338.3,1.12,2976.88,10.27,101.74,8.868,6
2021,1,15,23,15655.4,1.14,2585.36,10.13,94.58,8.499,6
2021,1,16,0,15216.3,1.16,2307.43,10.6,90.21,8.262,7
2021,1,16,1,14603.3,1.2,2115.54,11.03,86.25,7.929,7
2021,1,16,2,14496.15,1.25,2152.54,10.89,86.19,7.872,7
2021,1,16,3,14388.08,1.23,2084.8,11.23,85.34,7.814,7
2021,1,16,4,14295.53,1.21,2097.68,11.53,85.48,7.761,7
2021,1,16,5,13686.58,1.25,2076.61,11.83,83.45,7.43,7
2021,1,16,6,13924.95,1.21,2095.33,11.97,84.63,7.561,7
2021,1,16,7,14151.1,6.79,2091.27,12.13,85.51,7.682,7
2021,1,16,8,12907.25,436.11,2215.78,12.4,83.03,6.775,7
2021,1,16,9,12574.5,2832.32,2328.82,11.81,82.67,5.291,7
2021,1,16,10,12990.67,5465.41,2723.05,10.67,87.67,4.086,7
2021,1,16,11,13966.33,7094.81,3389.2,9.16,97.49,3.731,7
2021,1,16,12,15336.92,8597.17,4035.58,9.16,109.92,3.659,7
2021,1,16,13,15566.28,8697.15,4394.23,8.93,114.78,3.729,7
2021,1,16,14,15671.85,8039.2,4750.18,8.8,119.27,4.144,7
