DATE,temperature,dew_point_temperature,station_level_pressure,sea_level_pressure,wind_direction,wind_speed,relative_humidity,wet_bulb_temperature,visibility,altimeter,sky_cover_1,sky_cover_baseht_1,KW,CHWTON,HTmmBTU,Combined mmBTU,GHG,KWS,Month,Day,Hour,DOW
2022-01-01T00:51:00,13.9,10,961.9,1000.6,220,4.1,78,11.8,16.093,1001.4,FEW:02,305,14250.45,1978.43,6.99,79.36,7.736,3.54,1,1,0,7
2022-01-01T01:51:00,13.9,10,962.5,1001.1,220,3.6,78,11.8,16.093,1002,FEW:02,305,14250.45,1978.43,6.99,79.36,7.736,3.54,1,1,1,7
2022-01-01T02:51:00,13.3,10.6,962.9,1001.7,240,3.1,84,11.8,16.093,1002.4,SCT:04,884,14040.17,1954.17,6.91,78.26,7.62,3.97,1,1,2,7
2022-01-01T03:51:00,13.3,11.1,963.5,1002.5,250,2.6,87,12.1,16.093,1003,SCT:04,732,14061.8,1898.31,7.11,77.87,7.633,4.58,1,1,3,7
2022-01-01T04:51:00,13.3,10,964.2,1002.9,230,4.6,81,11.5,12.875,1003.7,FEW:02,305,11872.83,1882.15,7.21,70.3,6.443,4.88,1,1,4,7
2022-01-01T05:51:00,13.3,10,964.8,1003.6,210,3.1,81,11.5,16.093,1004.4,FEW:02,305,11590,1811.76,7.65,68.94,6.291,5.05,1,1,5,7
2022-01-01T06:51:00,13.3,9.4,965.5,1004.3,230,5.1,77,11.3,16.093,1005.1,SCT:04,853,11931,1741.15,8.05,69.65,6.475,5.28,1,1,6,7
2022-01-01T07:51:00,13.3,8.9,965.8,1004.6,260,5.7,75,11,16.093,1005.4,SCT:04,853,12885.08,1786.9,9.08,74.49,6.996,4.28,1,1,7,7
2022-01-01T08:51:00,12.8,9.4,966.5,1005.5,230,6.2,80,11,16.093,1006.1,FEW:02,701,13308.33,1829.24,9.62,76.98,7.22,11.07,1,1,8,7
2022-01-01T09:51:00,11.7,9.4,966.8,1005.9,220,5.1,86,10.5,16.093,1006.4,FEW:02,884,12019.3,1722.23,9.59,71.27,6.262,482.63,1,1,9,7
2022-01-01T10:51:00,12.2,8.9,967.1,1006.2,270,8.8,80,10.5,16.093,1006.8,FEW:02,853,12353.52,1824.15,8.5,72.54,4.94,3259.48,1,1,10,7
2022-01-01T11:51:00,11.7,8.3,968.1,1007,260,8.8,80,9.9,16.093,1007.8,FEW:02,884,12396.37,1961.96,8.42,74.27,3.381,6169.94,1,1,11,7
2022-01-01T12:51:00,10,2.2,969.4,1008.5,270,8.2,59,6.4,16.093,1009.1,FEW:02,3048,12209.6,1910.3,8.52,73.11,2.423,7748.59,1,1,12,7
2022-01-01T13:51:00,8.9,2.8,970.7,1009.9,260,7.2,66,6.1,16.093,1010.5,FEW:02,3048,12829,2080.68,8.17,76.91,2.094,8977.25,1,1,13,7
2022-01-01T14:51:00,8.3,2.8,972.4,1011.5,260,5.7,69,5.8,16.093,1012.2,FEW:02,1829,12532.17,2144,8.24,76.73,1.883,9065.92,1,1,14,7
2022-01-01T15:51:00,9.4,1.7,974,1013.3,270,8.2,59,5.9,16.093,1013.9,FEW:02,3048,12635.25,2184.94,8.17,77.51,2.396,8224.35,1,1,15,7
2022-01-01T16:51:00,11.1,-2.2,975.3,1014.8,290,7.7,40,5.4,16.093,1015.2,FEW:02,1829,12486.85,2208.83,8.19,77.31,3.347,6323.56,1,1,16,7
2022-01-01T17:51:00,11.1,-3.9,976.6,1016.1,280,9.8,35,4.9,16.093,1016.6,FEW:02,1829,11915.55,2043.41,8.6,73.78,4.987,2733.2,1,1,17,7
2022-01-01T18:51:00,11.7,-4.4,977.3,1016.7,290,8.2,32,5,16.093,1017.3,FEW:02,1829,12478.05,1929.34,9.26,74.99,6.429,637.36,1,1,18,7
2022-01-01T19:51:00,12.2,-5.6,977,1016.5,270,7.7,29,4.9,16.093,1016.9,FEW:02,2134,12388.53,1888.22,9.42,74.35,6.617,205.27,1,1,19,7
2022-01-01T20:51:00,13.3,-8.9,977.6,1016.8,310,6.2,21,4.7,16.093,1017.6,FEW:02,2134,11906.4,1631.19,9.47,69.67,6.464,2.88,1,1,20,7
2022-01-01T21:51:00,12.8,-7.2,978.3,1017.7,340,4.1,24,4.8,16.093,1018.3,FEW:02,2134,12501.17,1720.59,9.39,72.7,6.787,3.03,1,1,21,7
2022-01-01T22:51:00,12.2,-11.1,979.2,1018.7,10,6.2,19,3.6,16.093,1019.3,FEW:02,2134,11783.77,1594.25,9.25,68.59,6.397,3.23,1,1,22,7
2022-01-01T23:51:00,12.2,-12.2,979.9,1019.5,350,6.2,17,3.4,16.093,1020,FEW:02,2134,11368.58,1439.43,9.12,65.19,6.172,3.45,1,1,23,7
2022-01-02T00:51:00,11.1,-11.1,981.2,1020.9,310,3.6,20,3,16.093,1021.3,FEW:02,2134,11228.7,1383.5,8.87,63.79,6.099,3.35,1,2,0,1
2022-01-02T01:51:00,10,-10,982.2,1022,320,3.6,24,2.7,16.093,1022.4,CLR:00,,11167.08,1382.74,8.81,63.51,6.06,3.31,1,2,1,1
2022-01-02T02:51:00,10,-8.9,983.2,1023,350,2.6,26,2.9,16.093,1023.4,CLR:00,,11131.35,1324.49,8.78,62.66,6.042,3.21,1,2,2,1
2022-01-02T03:51:00,8.9,-7.8,984.2,1024.2,330,2.1,30,2.6,16.093,1024.4,CLR:00,,11149.93,1409.32,9.09,64.05,6.054,3.44,1,2,3,1
2022-01-02T04:51:00,8.3,-7.2,985.2,1025.1,310,1.5,33,2.4,16.093,1025.4,CLR:00,,11230.1,1325.08,9.63,63.85,6.097,3.56,1,2,4,1
2022-01-02T05:51:00,5.6,-3.3,986.1,1026,110,2.1,53,2,16.093,1026.4,CLR:00,,11920.45,1502.4,10.21,68.91,6.472,3.84,1,2,5,1
2022-01-02T06:51:00,6.1,-3.9,986.1,1026.3,90,3.1,49,2.2,16.093,1026.4,CLR:00,,11763.3,1431.65,10.53,67.85,6.385,3.39,1,2,6,1
2022-01-02T07:51:00,5.6,-4.4,986.5,1026.5,90,3.6,49,1.7,16.093,1026.8,SCT:04,4877,11691.4,1419.68,10.76,67.68,6.347,3.5,1,2,7,1
2022-01-02T08:51:00,5.6,-4.4,986.5,1026.6,70,4.1,49,1.7,16.093,1026.8,FEW:02,4877,11868.85,1413.6,10.95,68.41,6.44,10.82,1,2,8,1
2022-01-02T09:51:00,5,-4.4,986.5,1026.4,,0,51,1.4,16.093,1026.8,CLR:00,,12213.92,1572.37,11.37,71.92,6.352,515.99,1,2,9,1
2022-01-02T10:51:00,2.8,-2.2,986.5,1026.5,230,1.5,70,0.8,16.093,1026.8,CLR:00,,11989.85,1549.3,10.04,69.54,4.673,3382.82,1,2,10,1
2022-01-02T11:51:00,2.8,-2.8,986.5,1026.5,230,1.5,67,0.6,16.093,1026.8,FEW:02,7620,12195.5,1658.57,9.01,70.52,3.218,6264.87,1,2,11,1
2022-01-02T12:51:00,4.4,-5,986.8,1027.1,310,2.6,51,0.9,16.093,1027.1,FEW:02,7620,12527.55,1857.68,8.67,73.71,2.659,7630.33,1,2,12,1
2022-01-02T13:51:00,3.3,-3.9,987.4,1027.7,280,1.5,60,0.6,16.093,1027.8,CLR:00,,11840.6,1858.55,8.38,71.09,1.53,9020.79,1,2,13,1
2022-01-02T14:51:00,2.2,-2.8,987.8,1028,,0,70,0.3,16.093,1028.1,CLR:00,,12564.45,2012.87,8.19,75.22,1.84,9177.43,1,2,14,1
2022-01-02T15:51:00,5,-5,987.8,1028.1,120,2.1,49,1.2,16.093,1028.1,CLR:00,,12861.42,2234.27,7.99,78.68,2.451,8347.37,1,2,15,1
2022-01-02T16:51:00,8.3,-7.2,988.4,1028.4,60,3.6,33,2.5,16.093,1028.8,CLR:00,,12611.05,2297.66,7.77,78.37,3.361,6423.42,1,2,16,1
2022-01-02T17:51:00,10.6,-11.1,988.1,1028.3,50,5.7,21,2.8,16.093,1028.4,CLR:00,,12553.9,2282.54,8,78.23,5.283,2823.11,1,2,17,1
2022-01-02T18:51:00,11.7,-11.7,987.4,1027.5,50,5.1,18,3.3,16.093,1027.8,CLR:00,,12488.9,2188.49,8.48,77.35,6.42,666.53,1,2,18,1
2022-01-02T19:51:00,12.8,-12.2,985.5,1025.6,50,4.6,16,3.7,16.093,1025.7,FEW:02,7620,12532.07,1973.21,9.05,75.49,6.714,167.69,1,2,19,1
2022-01-02T20:51:00,13.3,-11.7,984.5,1024.5,60,4.6,17,4.1,16.093,1024.7,FEW:02,7620,12365.55,1901.02,8.89,73.89,6.712,2.83,1,2,20,1
2022-01-02T21:51:00,14.4,-10.6,983.8,1023.7,60,5.1,17,4.9,16.093,1024,FEW:02,7620,12159,1760.27,8.85,71.46,6.6,3.09,1,2,21,1
2022-01-02T22:51:00,15,-10.6,983.5,1023.6,90,2.6,16,5.2,16.093,1023.7,CLR:00,,11929.52,1625.03,8.78,68.99,6.476,3.14,1,2,22,1
2022-01-02T23:51:00,15,-10.6,983.2,1023.1,50,3.6,16,5.2,16.093,1023.4,CLR:00,,11770.98,1595.23,8.5,67.81,6.39,3.17,1,2,23,1
2022-01-03T00:51:00,14.4,-9.4,982.9,1022.8,350,1.5,18,5.2,16.093,1023,FEW:02,7620,11559.45,1458.13,8.53,65.47,6.275,3.18,1,3,0,2
2022-01-03T01:51:00,13.9,-9.4,982.9,1022.7,330,1.5,19,4.9,16.093,1023,CLR:00,,11457.45,1445.73,8.51,64.95,6.219,3.15,1,3,1,2
2022-01-03T02:51:00,10.6,-3.9,982.9,1023,,0,36,4.6,16.093,1023,CLR:00,,11538.38,1296.88,8.64,63.57,6.263,3.47,1,3,2,2
2022-01-03T03:51:00,8.9,-3.9,982.9,1022.8,,0,41,3.7,16.093,1023,CLR:00,,12070.13,1482.9,9,67.98,6.552,3.78,1,3,3,2
2022-01-03T04:51:00,8.3,-3.3,982.5,1022.5,100,1.5,44,3.6,16.093,1022.7,CLR:00,,12128.02,1438.47,9.1,67.75,6.585,4.09,1,3,4,2
2022-01-03T05:51:00,7.2,-1.1,982.5,1022.5,150,1.5,56,3.7,16.093,1022.7,CLR:00,,12075.67,1478.08,9.61,68.56,6.556,4.11,1,3,5,2
2022-01-03T06:51:00,7.2,-2.2,982.5,1022.5,,0,52,3.3,16.093,1022.7,CLR:00,,12429.88,1395.53,10.68,69.84,6.746,4.16,1,3,6,2
2022-01-03T07:51:00,6.7,-2.2,982.2,1022,,0,53,3,16.093,1022.4,CLR:00,,13036,1637.11,11.1,75.22,7.076,3.68,1,3,7,2
2022-01-03T08:51:00,6.1,-1.7,981.9,1021.6,150,2.1,58,2.9,16.093,1022,CLR:00,,13692.9,1535.68,11.23,76.38,7.427,11.62,1,3,8,2
2022-01-03T09:51:00,6.7,-2.8,981.5,1021.4,,0,51,2.8,16.093,1021.7,CLR:00,,13390.05,1651.47,11.14,76.65,7.002,492.88,1,3,9,2
2022-01-03T10:51:00,6.1,-3.3,981.2,1021.1,,0,51,2.3,16.093,1021.3,CLR:00,,13285.5,1625.72,9.56,74.4,5.443,3260.49,1,3,10,2
2022-01-03T11:51:00,5,-2.2,981.5,1021.2,300,1.5,60,2.1,16.093,1021.7,CLR:00,,13347.47,1888.26,8.84,77.04,3.985,6006.12,1,3,11,2
2022-01-03T12:51:00,4.4,-1.1,981.2,1021,,0,68,2.2,16.093,1021.3,CLR:00,,13422.1,2172.34,8.53,80.4,3.208,7517.06,1,3,12,2
2022-01-03T13:51:00,5,-2.8,981.5,1021.5,340,2.1,57,1.9,16.093,1021.7,FEW:02,7620,13653.63,2534.03,8.04,85.04,2.715,8653.08,1,3,13,2
2022-01-03T14:51:00,5,-2.8,982.2,1022,280,2.1,57,1.9,16.093,1022.4,FEW:02,7620,13624.58,2822.95,7.65,88.02,2.687,8674.69,1,3,14,2
2022-01-03T15:51:00,6.7,-1.7,982.2,1022.3,,0,55,3.2,16.093,1022.4,FEW:02,7620,13471.33,3084.97,7.63,90.61,2.97,8004.38,1,3,15,2
2022-01-03T16:51:00,9.4,-2.2,982.9,1022.8,,0,44,4.5,16.093,1023,FEW:02,7620,13260,3148.9,7.4,90.44,3.829,6209.23,1,3,16,2
2022-01-03T17:51:00,11.7,-3.3,982.9,1022.7,,0,35,5.3,16.093,1023,FEW:02,7620,13006.68,3160.63,7.56,89.87,5.516,2846.97,1,3,17,2
2022-01-03T18:51:00,13.9,-4.4,981.9,1021.6,,0,28,6.1,16.093,1022,FEW:02,7620,12714.47,2952.74,8.28,87.09,6.525,699.51,1,3,18,2
2022-01-03T19:51:00,16.7,-6.1,980.6,1020,90,4.1,21,7,16.093,1020.7,FEW:02,7620,12440.95,2555.78,8.74,81.86,6.682,137.82,1,3,19,2
2022-01-03T20:51:00,18.3,-6.1,979.6,1019.1,130,2.1,19,7.8,16.093,1019.6,FEW:02,7620,12192.23,2351.15,8.96,78.77,6.62,2.85,1,3,20,2
2022-01-03T21:51:00,18.9,-5.6,979.2,1018.8,110,2.1,19,8.2,16.093,1019.3,FEW:02,7620,12351.72,2099.58,8.75,76.09,6.705,3.11,1,3,21,2
2022-01-03T22:51:00,18.9,-6.1,979.2,1018.5,,0,18,8.1,16.093,1019.3,FEW:02,7620,12717.43,2026.66,8.57,76.28,6.903,2.99,1,3,22,2
2022-01-03T23:51:00,18.9,-5.6,978.9,1018.4,,0,19,8.2,16.093,1019,FEW:02,7620,14182.63,1887.26,8.1,79.14,7.699,2.99,1,3,23,2
2022-01-04T00:51:00,17.2,-5.6,979.2,1018.9,280,3.6,21,7.4,16.093,1019.3,FEW:02,7620,13939.85,1629.78,8.04,75.16,7.569,3,1,4,0,3
2022-01-04T01:51:00,13.9,-2.8,980.2,1020,250,1.5,32,6.6,16.093,1020.3,FEW:02,7620,13681.57,1511.35,7.97,72.79,7.427,3.15,1,4,1,3
2022-01-04T02:51:00,11.1,-0.6,980.6,1020.3,220,2.1,45,6,16.093,1020.7,FEW:02,7620,13987.4,1434.42,8.12,73.06,7.592,3.37,1,4,2,3
2022-01-04T03:51:00,10.6,0,980.9,1020.8,,0,48,5.9,16.093,1021,FEW:02,7620,13369.1,1537.54,8.34,72.41,7.256,3.87,1,4,3,3
2022-01-04T04:51:00,10,1.1,981.2,1020.9,,0,54,6,16.093,1021.3,SCT:04,7620,12740.75,1473.57,8.44,69.6,6.916,3.87,1,4,4,3
2022-01-04T05:51:00,9.4,0.6,981.9,1021.6,80,2.6,55,5.5,16.093,1022,SCT:04,7315,12224.1,1501.52,9.2,68.93,6.635,3.91,1,4,5,3
2022-01-04T06:51:00,8.9,0.6,981.9,1021.5,100,2.1,56,5.2,12.875,1022,FEW:02,6096,12296.95,1590.48,10.1,71.14,6.674,3.64,1,4,6,3
2022-01-04T07:51:00,7.8,0.6,981.5,1021.2,110,4.1,61,4.6,16.093,1021.7,FEW:02,7315,12985.48,1620.89,10.59,74.34,7.05,3.38,1,4,7,3
2022-01-04T08:51:00,7.2,1.1,981.5,1021,90,3.1,66,4.5,16.093,1021.7,CLR:00,,13478.45,1613.23,10.62,75.97,7.315,12.3,1,4,8,3
2022-01-04T09:51:00,7.2,0.6,981.2,1020.8,90,4.1,63,4.3,16.093,1021.3,CLR:00,,13496.4,1712.54,10.21,76.82,7.05,508.85,1,4,9,3
2022-01-04T10:51:00,6.7,0.6,981.5,1021,100,2.1,65,4,16.093,1021.7,FEW:02,6096,13417.85,1749.47,8.95,75.73,5.612,3081.97,1,4,10,3
2022-01-04T11:51:00,5.6,0,981.2,1020.6,110,2.6,68,3.2,16.093,1021.3,FEW:02,7620,13516.15,2064.19,8.36,79.25,4.176,5827.81,1,4,11,3
2022-01-04T12:51:00,5.6,0,981.2,1020.7,130,1.5,68,3.2,16.093,1021.3,CLR:00,,13703.3,2299.02,8.15,82.49,3.392,7456.89,1,4,12,3
2022-01-04T13:51:00,5.6,0,981.9,1021.6,110,2.1,68,3.2,16.093,1022,FEW:02,7620,13863.8,2624.58,7.76,86.56,2.918,8490.36,1,4,13,3
2022-01-04T14:51:00,6.1,-0.6,982.2,1022,120,2.6,63,3.3,16.093,1022.4,SCT:04,7620,13857.92,2810.58,7.48,88.5,2.83,8648.51,1,4,14,3
2022-01-04T15:51:00,8.9,-1.1,982.9,1022.7,140,2.6,50,4.6,16.093,1023,SCT:04,7620,13822.98,3022.74,7.25,90.69,3.19,7948.03,1,4,15,3
2022-01-04T16:51:00,11.7,-1.1,983.5,1023.2,120,3.1,41,6.1,16.093,1023.7,FEW:02,7620,13651.75,3132.54,7.29,91.47,4.039,6211.73,1,4,16,3
2022-01-04T17:51:00,13.3,-1.7,983.5,1023.2,120,2.6,36,6.7,16.093,1023.7,FEW:02,7620,13436.47,3167.28,7.22,91.07,5.745,2855.95,1,4,17,3
2022-01-04T18:51:00,14.4,-2.2,982.5,1022.3,100,2.1,32,7.1,16.093,1022.7,FEW:02,7620,13084.98,3016.58,8.2,89.05,6.726,695.05,1,4,18,3
2022-01-04T19:51:00,16.1,-2.2,981.2,1020.6,,0,29,7.9,16.093,1021.3,FEW:02,7620,12801.15,2660.67,8.47,84.08,6.838,204.27,1,4,19,3
2022-01-04T20:51:00,17.2,-2.2,980.2,1019.6,,0,27,8.4,16.093,1020.3,FEW:02,7620,12449.72,2400.23,8.72,80,6.757,2.84,1,4,20,3
2022-01-04T21:51:00,17.8,-2.8,979.6,1019,80,2.1,25,8.5,16.093,1019.6,FEW:02,7620,12097.62,2299.07,8.21,77.08,6.567,3.06,1,4,21,3
2022-01-04T22:51:00,18.3,-3.3,979.2,1018.7,,0,23,8.6,16.093,1019.3,FEW:02,7620,12384.4,2090.31,8.18,75.52,6.723,3.07,1,4,22,3
2022-01-04T23:51:00,17.8,-2.8,979.2,1018.7,,0,25,8.5,16.093,1019.3,FEW:02,305,14418.33,1774.3,7.9,78.39,7.829,3,1,4,23,3
2022-01-05T00:51:00,15.6,0.6,978.9,1018.6,220,2.1,36,8.5,16.093,1019,FEW:02,7620,14091.9,1649.78,7.58,75.46,7.651,3.24,1,5,0,4
2022-01-05T01:51:00,13.9,1.7,979.2,1018.8,240,1.5,44,8.1,16.093,1019.3,FEW:02,7620,13715.17,1532.86,7.84,73.03,7.447,3.09,1,5,1,4
2022-01-05T02:51:00,12.2,2.8,979.2,1018.9,230,2.6,53,7.8,16.093,1019.3,CLR:00,,13569.42,1475.28,7.86,71.87,7.367,3.62,1,5,2,4
2022-01-05T03:51:00,13.3,0,979.6,1019.1,280,1.5,40,7.3,16.093,1019.6,CLR:00,,13467.88,1477.08,8.21,71.89,7.313,3.64,1,5,3,4
2022-01-05T04:51:00,11.1,1.7,979.2,1018.9,250,1.5,53,6.8,14.484,1019.3,CLR:00,,12768.55,1514.67,8.19,69.94,6.932,3.64,1,5,4,4
2022-01-05T05:51:00,10,2.2,979.9,1019.5,90,1.5,59,6.4,14.484,1020,CLR:00,,13246.6,1534.1,8.67,72.28,7.191,3.58,1,5,5,4
2022-01-05T06:51:00,8.9,2.8,979.6,1019.3,,0,66,6.1,16.093,1019.6,CLR:00,,13624.65,1633.64,10.14,76.23,7.398,3.38,1,5,6,4
2022-01-05T07:51:00,7.8,2.8,979.6,1019.1,140,1.5,71,5.5,16.093,1019.6,CLR:00,,13107.8,1689.26,10.45,75.45,7.116,3.55,1,5,7,4
2022-01-05T08:51:00,7.2,2.2,979.2,1018.8,100,2.6,71,5,16.093,1019.3,CLR:00,,12955.6,1729.64,10.87,75.83,7.03,10.77,1,5,8,4
2022-01-05T09:51:00,7.2,1.7,979.2,1018.6,100,2.1,68,4.8,16.093,1019.3,CLR:00,,13177.47,1748.09,10.58,76.52,6.902,465.03,1,5,9,4
2022-01-05T10:51:00,7.2,1.7,979.2,1018.6,110,1.5,68,4.8,16.093,1019.3,CLR:00,,13410.1,1819.73,9.26,76.86,5.585,3125.39,1,5,10,4
2022-01-05T11:51:00,6.7,1.7,979.2,1018.6,110,2.1,71,4.5,16.093,1019.3,CLR:00,,13448.13,1937.63,8.57,77.71,4.187,5738.35,1,5,11,4
2022-01-05T12:51:00,6.1,1.7,979.2,1018.9,,0,74,4.2,16.093,1019.3,CLR:00,,13720.45,2271.55,7.69,81.76,3.594,7103.09,1,5,12,4
2022-01-05T13:51:00,6.1,1.7,979.6,1019.2,,0,74,4.2,16.093,1019.6,CLR:00,,13801.4,2637.22,7.68,86.42,3.094,8104.77,1,5,13,4
2022-01-05T14:51:00,5,1.7,979.2,1019.2,160,1.5,79,3.6,16.093,1019.3,CLR:00,,13857.7,2881.33,7.31,89.17,2.975,8377.51,1,5,14,4
2022-01-05T15:51:00,7.8,1.1,979.6,1019.3,120,2.6,63,4.8,16.093,1019.6,CLR:00,,13642.45,3144.32,7.26,91.54,3.13,7876.39,1,5,15,4
2022-01-05T16:51:00,9.4,0.6,980.6,1020.3,100,2.6,55,5.5,16.093,1020.7,CLR:00,,13456.68,3290.24,7.2,92.6,3.969,6143.16,1,5,16,4
2022-01-05T17:51:00,12.8,0,980.6,1020.1,100,2.6,42,7,16.093,1020.7,FEW:02,7620,13259.3,3380.52,7.4,93.21,5.58,2986.64,1,5,17,4
2022-01-05T18:51:00,14.4,-0.6,979.2,1018.9,60,1.5,36,7.6,16.093,1019.3,FEW:02,7620,12904.15,3345.73,7.47,91.65,6.583,780.14,1,5,18,4
2022-01-05T19:51:00,15.6,-1.7,978.3,1017.8,320,2.1,31,7.8,16.093,1018.3,FEW:02,7620,12667.48,2825.98,8.23,85.36,6.797,149.86,1,5,19,4
2022-01-05T20:51:00,16.7,-1.1,977.3,1016.6,,1.5,30,8.5,16.093,1017.3,FEW:02,7620,12239.55,2453.88,8.57,79.78,6.646,2.78,1,5,20,4
2022-01-05T21:51:00,17.8,-2.2,976.6,1015.9,,1.5,26,8.6,16.093,1016.6,FEW:02,7620,11882.65,2411.75,8.22,77.71,6.451,2.82,1,5,21,4
2022-01-05T22:51:00,18.9,-2.2,976.6,1015.8,270,2.1,24,9.1,16.093,1016.6,FEW:02,7620,11999.7,2147.2,8.11,74.82,6.515,2.93,1,5,22,4
2022-01-05T23:51:00,18.9,-1.7,976,1015.2,,0,25,9.3,16.093,1015.9,FEW:02,7620,14254.63,1913.83,7.74,79.34,7.736,2.98,1,5,23,4
2022-01-06T00:51:00,17.2,-0.6,976.3,1015.6,,0,30,8.9,16.093,1016.3,FEW:02,7620,14471.48,1803.27,7.5,78.52,7.856,3.24,1,6,0,5
2022-01-06T01:51:00,15,2.8,976.6,1016.2,,0,44,9.1,16.093,1016.6,FEW:02,7620,14603.02,1633.13,7.58,77,7.929,2.95,1,6,1,5
2022-01-06T02:51:00,14.4,1.1,976.6,1016.1,,0,41,8.2,16.093,1016.6,CLR:00,,14506.85,1596.93,8.09,76.75,7.873,3.04,1,6,2,5
2022-01-06T03:51:00,12.8,2.2,976.6,1016.2,,0,49,7.8,16.093,1016.6,CLR:00,,14452.1,1567.4,8.28,76.4,7.846,3.21,1,6,3,5
2022-01-06T04:51:00,11.1,2.8,977,1016.6,,0,57,7.2,16.093,1016.9,CLR:00,,13696.2,1521.86,8.31,73.3,7.436,3.63,1,6,4,5
2022-01-06T05:51:00,10.6,3.3,977.3,1016.9,80,2.1,61,7.2,16.093,1017.3,CLR:00,,13092.83,1567.84,8.72,72.21,7.113,3.98,1,6,5,5
2022-01-06T06:51:00,9.4,3.3,977.3,1016.6,100,3.1,66,6.6,16.093,1017.3,CLR:00,,12451.08,1624.93,9.27,71.25,6.757,3.62,1,6,6,5
2022-01-06T07:51:00,9.4,3.3,977.3,1016.6,90,3.1,66,6.6,16.093,1017.3,CLR:00,,13110.75,1724.33,10.27,75.7,7.118,3.43,1,6,7,5
2022-01-06T08:51:00,8.3,3.3,977,1016.2,100,2.1,71,6,16.093,1016.9,CLR:00,,13533.65,1807.01,10.34,78.2,7.344,10.18,1,6,8,5
2022-01-06T09:51:00,8.3,2.8,976.6,1016.2,90,3.1,69,5.8,16.093,1016.6,CLR:00,,13381.73,1809.44,10.37,77.74,7.017,461.61,1,6,9,5
2022-01-06T10:51:00,7.8,2.8,976.3,1015.8,120,2.1,71,5.5,16.093,1016.3,SCT:04,7620,13382.57,1877.8,8.85,77.05,5.61,3049.43,1,6,10,5
2022-01-06T11:51:00,7.2,2.8,976.3,1015.6,100,2.1,74,5.2,16.093,1016.3,FEW:02,7620,13517.52,2066.86,8.05,78.98,4.269,5656.52,1,6,11,5
2022-01-06T12:51:00,7.8,2.8,976.3,1015.8,110,3.1,71,5.5,16.093,1016.3,FEW:02,7620,13725.9,2491.05,7.5,84.23,3.624,7051.25,1,6,12,5
2022-01-06T13:51:00,6.7,2.8,976.6,1016.1,90,3.1,76,4.9,16.093,1016.6,FEW:02,7620,13899.63,2850.09,7.1,88.73,3.049,8284.72,1,6,13,5
2022-01-06T14:51:00,6.7,2.8,977,1016.6,100,2.6,76,4.9,16.093,1016.9,FEW:02,7620,13770.17,3013.75,6.98,90.13,3.429,7456.64,1,6,14,5
2022-01-06T15:51:00,8.3,2.2,977.3,1017,120,2.1,66,5.6,16.093,1017.3,FEW:02,7620,13601.85,3120.87,7.05,90.92,4.952,4482.66,1,6,15,5
2022-01-06T16:51:00,11.1,1.7,977.6,1017.1,120,2.1,53,6.8,16.093,1017.6,FEW:02,7620,13621.58,3270.85,6.91,92.64,4.536,5269.23,1,6,16,5
2022-01-06T17:51:00,13.9,1.7,977.6,1016.8,160,2.1,44,8.1,16.093,1017.6,FEW:02,7620,13522.08,3325.78,7.08,93.13,6.045,2388.13,1,6,17,5
2022-01-06T18:51:00,15,1.1,976.6,1016.1,,0,39,8.4,16.093,1016.6,FEW:02,6706,13190.67,3113.27,7.44,89.81,6.879,522.18,1,6,18,5
2022-01-06T19:51:00,16.7,1.1,975.6,1014.9,70,1.5,35,9.2,16.093,1015.6,FEW:02,6706,12918.55,2782.53,8.26,85.73,6.993,40.03,1,6,19,5
2022-01-06T20:51:00,17.8,1.7,974.7,1013.8,,0,34,9.9,16.093,1014.6,FEW:02,6706,12562.55,2534.29,8.1,81.38,6.818,2.84,1,6,20,5
2022-01-06T21:51:00,18.3,1.1,974,1013.1,,0,32,10,16.093,1013.9,SCT:04,7620,12472.95,2340.19,7.98,78.62,6.77,3.14,1,6,21,5
2022-01-06T22:51:00,18.3,1.7,973.3,1012.7,310,1.5,33,10.2,16.093,1013.2,SCT:04,7620,13406.38,2223.68,7.74,80.17,7.278,3.15,1,6,22,5
2022-01-06T23:51:00,18.3,1.7,973,1012.3,,0,33,10.2,14.484,1012.9,SCT:04,7620,14428.33,2025.54,7.42,80.95,7.834,3.09,1,6,23,5
2022-01-07T00:51:00,16.1,3.3,973,1012.2,,0,43,9.8,16.093,1012.9,FEW:02,7620,14420.15,1779.48,7.25,77.81,7.828,3.13,1,7,0,6
2022-01-07T01:51:00,14.4,4.4,973,1012.5,210,1.5,51,9.5,16.093,1012.9,FEW:02,7620,14385.52,1648.28,7.29,76.15,7.809,2.98,1,7,1,6
2022-01-07T02:51:00,14.4,3.9,973.3,1012.6,,0,50,9.3,16.093,1013.2,FEW:02,7620,13624.88,1614.46,7.27,73.13,7.396,3.49,1,7,2,6
2022-01-07T03:51:00,12.2,4.4,973.7,1013,,0,59,8.4,16.093,1013.5,FEW:02,7620,13677.75,1585.16,7.57,73.27,7.426,3.94,1,7,3,6
2022-01-07T04:51:00,11.7,3.9,973.7,1013,,0,59,7.9,16.093,1013.5,CLR:00,,13553.45,1544.63,7.7,72.48,7.357,4.32,1,7,4,6
2022-01-07T05:51:00,11.1,3.9,973.7,1012.9,130,1.5,61,7.7,16.093,1013.5,FEW:02,7620,13718.95,1582.03,8.35,74.14,7.447,4.01,1,7,5,6
