DATE,temperature,dew_point_temperature,station_level_pressure,sea_level_pressure,wind_direction,wind_speed,relative_humidity,wet_bulb_temperature,visibility,altimeter,sky_cover_1,sky_cover_baseht_1
2020-12-31T23:51:00,14.4,-7.8,971.1,1010.3,,0,21,5.5,16.093,1010.8,SCT:04,3658
2021-01-01T00:51:00,13.3,-6.7,971.1,1010.3,250,1.5,24,5.2,16.093,1010.8,FEW:02,3658
2021-01-01T01:51:00,11.7,-5,971.1,1010.5,,0,31,4.8,16.093,1010.8,SCT:04,4267
2021-01-01T02:51:00,11.7,-6.7,971.1,1010.3,270,2.1,27,4.3,16.093,1010.8,FEW:02,3048
2021-01-01T03:51:00,12.2,-6.1,971.1,1010.4,320,2.6,28,4.8,16.093,1010.8,FEW:02,3048
2021-01-01T04:51:00,9.4,-4.4,971.4,1010.7,230,2.6,38,3.8,16.093,1011.2,BKN:07,3962
2021-01-01T05:51:00,11.1,-6.1,971.4,1010.7,270,2.6,30,4.2,16.093,1011.2,SCT:04,3353
2021-01-01T06:51:00,9.4,-5.6,971.4,1010.7,260,2.1,35,3.5,16.093,1011.2,FEW:02,3962
2021-01-01T07:51:00,8.3,-6.1,971.7,1011,260,2.1,36,2.7,12.875,1011.5,FEW:02,3962
2021-01-01T08:51:00,8.9,-6.1,972,1011.5,280,2.6,34,3,12.875,1011.9,SCT:04,3048
2021-01-01T09:51:00,7.8,-5.6,972.4,1011.7,,0,38,2.6,11.265,1012.2,BKN:07,3353
2021-01-01T10:51:00,8.3,-6.1,972.7,1011.8,260,2.1,36,2.7,14.484,1012.5,BKN:07,3658
2021-01-01T11:51:00,6.1,-4.4,973,1012.4,,0,47,2,12.875,1012.9,FEW:02,3658
2021-01-01T12:51:00,6.1,-5.6,973.7,1013,260,1.5,43,1.6,16.093,1013.5,FEW:02,3658
2021-01-01T13:51:00,5.6,-5.6,974.7,1014.2,,0,45,1.3,11.265,1014.6,SCT:04,3658
2021-01-01T14:51:00,5,-5.6,975.6,1015.1,100,1.5,47,1,9.656,1015.6,FEW:02,3658
2021-01-01T15:51:00,7.2,-5,976.6,1016.1,110,1.5,42,2.4,11.265,1016.6,FEW:02,6096
2021-01-01T16:51:00,9.4,-6.1,977.9,1017.5,250,1.5,33,3.3,11.265,1017.9,FEW:02,7620
2021-01-01T17:51:00,11.7,-5.6,978.6,1018,230,2.1,30,4.7,16.093,1018.6,FEW:02,6096
2021-01-01T18:51:00,13.9,-6.1,977.9,1017.6,260,2.6,25,5.6,16.093,1017.9,FEW:02,7620
2021-01-01T19:51:00,15.6,-7.2,977.9,1017.2,290,3.6,20,6.2,16.093,1017.9,FEW:02,7620
2021-01-01T20:51:00,17.2,-7.2,977.6,1017,,0,18,7,16.093,1017.6,FEW:02,7620
2021-01-01T21:51:00,17.8,-7.2,977.6,1017,190,2.6,18,7.3,16.093,1017.6,FEW:02,7620
2021-01-01T22:51:00,17.2,-7.2,977.9,1017.4,300,2.1,18,7,16.093,1017.9,FEW:02,7620
2021-01-01T23:51:00,17.8,-7.2,978.9,1018.2,230,3.1,18,7.3,16.093,1019,CLR:00,
2021-01-02T00:51:00,15.6,-6.1,979.2,1018.7,250,2.1,22,6.5,16.093,1019.3,FEW:02,8839
2021-01-02T01:51:00,13.9,-6.1,979.6,1019.4,230,2.1,25,5.7,16.093,1019.6,CLR:00,
2021-01-02T02:51:00,12.8,-5.6,979.9,1019.8,,0,28,5.2,16.093,1020,CLR:00,
2021-01-02T03:51:00,11.7,-5.6,980.6,1020.2,,0,30,4.7,16.093,1020.7,CLR:00,
2021-01-02T04:51:00,10.6,-5,980.9,1020.6,90,3.1,33,4.2,16.093,1021,CLR:00,
2021-01-02T05:51:00,9.4,-3.9,981.5,1021.3,100,1.5,39,4,16.093,1021.7,CLR:00,
2021-01-02T06:51:00,8.3,-3.9,981.5,1021.2,90,2.6,42,3.4,16.093,1021.7,CLR:00,
2021-01-02T07:51:00,7.2,-5,981.5,1021.2,100,3.1,42,2.4,16.093,1021.7,CLR:00,
2021-01-02T08:51:00,6.7,-4.4,982.2,1021.8,90,3.1,45,2.3,16.093,1022.4,CLR:00,
2021-01-02T09:51:00,6.7,-4.4,982.9,1022.5,100,1.5,45,2.3,16.093,1023,CLR:00,
2021-01-02T10:51:00,6.1,-3.9,982.5,1022.3,100,2.6,49,2.2,16.093,1022.7,CLR:00,
2021-01-02T11:51:00,5,-3.9,982.9,1022.5,90,2.6,53,1.5,16.093,1023,FEW:02,7620
2021-01-02T12:51:00,5,-5,983.5,1023.3,90,2.6,49,1.2,16.093,1023.7,FEW:02,5486
2021-01-02T13:51:00,5.6,-6.1,984.2,1024.1,120,3.1,43,1.2,16.093,1024.4,FEW:02,5486
2021-01-02T14:51:00,5,-6.1,984.5,1024.3,100,3.6,45,0.9,16.093,1024.7,SCT:04,6096
2021-01-02T15:51:00,7.8,-6.1,984.5,1024.5,130,5.1,37,2.4,16.093,1024.7,SCT:04,5486
2021-01-02T16:51:00,9.4,-6.7,985.2,1025,110,3.6,32,3.2,16.093,1025.4,FEW:02,5486
2021-01-02T17:51:00,11.1,-6.1,985.2,1025.1,80,2.6,30,4.2,16.093,1025.4,FEW:02,4572
2021-01-02T18:51:00,12.8,-6.1,984.2,1023.9,,3.1,26,5.1,16.093,1024.4,FEW:02,5486
2021-01-02T19:51:00,15,-6.1,982.9,1022.4,,0,23,6.2,16.093,1023,SCT:04,5486
2021-01-02T20:51:00,15,-6.1,981.9,1021.5,,0,23,6.2,16.093,1022,FEW:02,4877
2021-01-02T21:51:00,15.6,-6.7,981.9,1021.5,270,1.5,21,6.4,16.093,1022,FEW:02,4877
2021-01-02T22:51:00,16.7,-6.7,981.5,1021.2,,0,20,6.9,16.093,1021.7,FEW:02,4877
2021-01-02T23:51:00,16.7,-6.7,981.2,1021,,0,20,6.9,16.093,1021.3,FEW:02,4877
2021-01-03T00:51:00,15,-6.1,981.5,1021.2,240,1.5,23,6.2,16.093,1021.7,FEW:02,4877
2021-01-03T01:51:00,12.8,-5,981.9,1021.7,,0,29,5.4,16.093,1022,FEW:02,5486
2021-01-03T02:51:00,12.2,-5,981.9,1021.6,,0,30,5.1,16.093,1022,CLR:00,
2021-01-03T03:51:00,10.6,-3.3,981.9,1021.7,80,3.1,38,4.7,16.093,1022,CLR:00,
2021-01-03T04:51:00,9.4,-3.3,981.9,1021.8,,0,41,4.2,16.093,1022,CLR:00,
2021-01-03T05:51:00,8.3,-3.3,981.5,1021.2,100,2.6,44,3.6,16.093,1021.7,CLR:00,
2021-01-03T06:51:00,7.8,-3.9,981.5,1021.2,100,2.6,44,3.1,16.093,1021.7,CLR:00,
2021-01-03T07:51:00,7.2,-4.4,981.5,1021.1,150,1.5,44,2.6,16.093,1021.7,CLR:00,
2021-01-03T08:51:00,6.7,-5,981.5,1021.3,80,2.6,43,2.1,16.093,1021.7,CLR:00,
2021-01-03T09:51:00,6.1,-4.4,981.5,1021.1,110,1.5,47,2,16.093,1021.7,CLR:00,
2021-01-03T10:51:00,5.6,-4.4,981.5,1021.1,,0,49,1.7,16.093,1021.7,CLR:00,
2021-01-03T11:51:00,5.6,-5,981.5,1021.1,60,2.1,47,1.5,16.093,1021.7,FEW:02,3962
2021-01-03T12:51:00,4.4,-5,981.9,1021.6,90,2.1,51,0.9,16.093,1022,FEW:02,3962
2021-01-03T13:51:00,4.4,-4.4,982.2,1022.1,100,2.6,53,1,16.093,1022.4,FEW:02,6096
2021-01-03T14:51:00,4.4,-5,982.2,1021.9,100,3.1,51,0.9,16.093,1022.4,FEW:02,6096
2021-01-03T15:51:00,7.2,-5.6,982.5,1022.3,120,3.6,40,2.3,16.093,1022.7,FEW:02,4877
2021-01-03T16:51:00,8.9,-5.6,983.2,1023,90,2.6,36,3.2,16.093,1023.4,FEW:02,4877
2021-01-03T17:51:00,10.6,-5,983.2,1023.1,80,3.1,33,4.3,16.093,1023.4,FEW:02,4877
2021-01-03T18:51:00,13.3,-6.1,982.2,1021.9,,1.5,26,5.4,16.093,1022.4,FEW:02,4572
2021-01-03T19:51:00,13.9,-6.1,980.9,1020.6,,0,25,5.7,16.093,1021,FEW:02,4877
2021-01-03T20:51:00,15.6,-6.1,980.2,1019.8,,0,22,6.5,16.093,1020.3,FEW:02,4877
2021-01-03T21:51:00,17.2,-5.6,979.9,1019.4,,0,21,7.4,16.093,1020,FEW:02,4877
2021-01-03T22:51:00,17.2,-5.6,979.9,1019.5,,0,21,7.4,16.093,1020,SCT:04,6096
2021-01-03T23:51:00,17.2,-5,979.6,1019.1,,0,22,7.6,16.093,1019.6,FEW:02,4267
2021-01-04T00:51:00,16.7,-5,979.6,1019.3,290,2.1,22,7.3,16.093,1019.6,FEW:02,4267
2021-01-04T01:51:00,15.6,-5,980.2,1020,330,2.1,24,6.8,16.093,1020.3,SCT:04,7620
2021-01-04T02:51:00,12.2,-3.9,980.2,1020,210,1.5,33,5.4,16.093,1020.3,SCT:04,7620
2021-01-04T03:51:00,11.1,-3.3,980.6,1020.2,,0,37,5,16.093,1020.7,SCT:04,7620
2021-01-04T04:51:00,10.6,-2.8,980.6,1020.2,,0,39,4.9,16.093,1020.7,FEW:02,7620
2021-01-04T05:51:00,9.4,-2.2,980.6,1020.4,100,2.1,44,4.5,16.093,1020.7,CLR:00,
2021-01-04T06:51:00,8.9,-2.8,980.9,1020.4,90,3.1,44,4,16.093,1021,CLR:00,
2021-01-04T07:51:00,7.8,-3.3,980.9,1020.4,110,2.6,46,3.3,16.093,1021,CLR:00,
2021-01-04T08:51:00,7.2,-3.9,980.6,1020.1,110,2.1,46,2.8,16.093,1020.7,CLR:00,
2021-01-04T09:51:00,7.2,-3.9,980.6,1020,140,1.5,46,2.8,16.093,1020.7,CLR:00,
2021-01-04T10:51:00,6.7,-3.9,980.6,1020.1,100,2.1,47,2.5,16.093,1020.7,CLR:00,
2021-01-04T11:51:00,6.7,-4.4,980.6,1020,100,3.6,45,2.3,16.093,1020.7,CLR:00,
2021-01-04T12:51:00,6.7,-4.4,981.2,1020.8,110,2.1,45,2.3,16.093,1021.3,CLR:00,
2021-01-04T13:51:00,6.1,-5,981.9,1021.4,,0,45,1.8,16.093,1022,CLR:00,
2021-01-04T14:51:00,5.6,-4.4,982.2,1022,90,2.6,49,1.7,16.093,1022.4,FEW:02,7620
2021-01-04T15:51:00,7.2,-4.4,982.5,1022.5,80,3.1,44,2.6,16.093,1022.7,FEW:02,7620
2021-01-04T16:51:00,10.6,-4.4,983.2,1023,80,2.6,35,4.4,16.093,1023.4,FEW:02,7620
2021-01-04T17:51:00,13.9,-5.6,982.9,1022.6,,1.5,26,5.8,16.093,1023,FEW:02,7620
2021-01-04T18:51:00,15,-5.6,981.5,1021.1,,0,24,6.4,16.093,1021.7,FEW:02,7620
2021-01-04T19:51:00,17.8,-4.4,979.6,1019.2,130,2.1,22,8,16.093,1019.6,FEW:02,7620
2021-01-04T20:51:00,18.9,-5,978.9,1018.2,60,1.5,19,8.4,16.093,1019,FEW:02,7620
2021-01-04T21:51:00,19.4,-5,977.9,1017.3,,0,19,8.6,16.093,1017.9,FEW:02,5486
2021-01-04T22:51:00,20,-5,977.3,1016.6,310,1.5,18,8.9,16.093,1017.3,FEW:02,5486
2021-01-04T23:51:00,20,-5,977,1016.3,260,1.5,18,8.9,16.093,1016.9,FEW:02,6096
2021-01-05T00:51:00,18.3,-4.4,977.3,1016.6,250,1.5,21,8.3,16.093,1017.3,FEW:02,6096
2021-01-05T01:51:00,16.7,-3.9,977.6,1017.1,230,2.1,24,7.6,16.093,1017.6,FEW:02,7620
2021-01-05T02:51:00,15,-3.9,977.3,1016.7,250,1.5,27,6.8,16.093,1017.3,FEW:02,7620
2021-01-05T03:51:00,12.8,-2.8,977,1016.5,230,2.1,34,6,16.093,1016.9,FEW:02,7620
2021-01-05T04:51:00,13.3,-2.8,978.3,1017.6,300,2.1,33,6.3,16.093,1018.3,CLR:00,
2021-01-05T05:51:00,11.7,-2.8,977.9,1017.3,230,1.5,37,5.5,16.093,1017.9,FEW:02,7620
2021-01-05T06:51:00,11.1,-1.7,978.3,1017.6,110,2.1,41,5.6,16.093,1018.3,BKN:07,7620
2021-01-05T07:51:00,10.6,-1.7,977.6,1017.1,100,3.1,43,5.3,16.093,1017.6,BKN:07,7620
2021-01-05T08:51:00,10,-1.7,977.3,1016.7,110,3.1,44,5,16.093,1017.3,BKN:07,7620
2021-01-05T09:51:00,8.9,-1.7,977.6,1016.8,90,4.1,48,4.4,16.093,1017.6,SCT:04,7620
2021-01-05T10:51:00,9.4,-2.2,977.6,1016.8,70,3.1,44,4.5,16.093,1017.6,SCT:04,6096
2021-01-05T11:51:00,8.3,-1.7,977.6,1017,,0,50,4.1,16.093,1017.6,BKN:07,7620
2021-01-05T12:51:00,7.8,-1.7,977.3,1016.8,110,3.1,51,3.8,16.093,1017.3,FEW:02,7620
2021-01-05T13:51:00,7.2,-2.8,978.3,1017.7,60,3.1,49,3.1,16.093,1018.3,FEW:02,7620
2021-01-05T14:51:00,6.7,-2.8,978.6,1018,140,1.5,51,2.8,16.093,1018.6,FEW:02,7620
2021-01-05T15:51:00,8.9,-2.8,979.2,1018.9,100,2.1,44,4,16.093,1019.3,FEW:02,7620
2021-01-05T16:51:00,11.7,-3.9,979.6,1019.1,140,2.6,34,5.1,16.093,1019.6,FEW:02,7620
2021-01-05T17:51:00,15,-3.9,979.2,1018.6,160,1.5,27,6.8,16.093,1019.3,FEW:02,7620
2021-01-05T18:51:00,16.7,-4.4,978.6,1017.8,20,1.5,23,7.5,16.093,1018.6,CLR:00,
2021-01-05T19:51:00,17.8,-5.6,977.6,1016.7,,0,20,7.7,16.093,1017.6,CLR:00,
2021-01-05T20:51:00,19.4,-5,976.6,1015.9,270,2.1,19,8.6,16.093,1016.6,CLR:00,
2021-01-05T21:51:00,21.7,-4.4,976.3,1015.3,230,2.6,17,9.8,16.093,1016.3,CLR:00,
2021-01-05T22:51:00,20.6,-4.4,976.3,1015.5,260,3.6,18,9.3,16.093,1016.3,CLR:00,
2021-01-05T23:51:00,20.6,-3.3,976.6,1015.7,280,4.1,20,9.6,16.093,1016.6,CLR:00,
2021-01-06T00:51:00,19.4,-2.8,977,1016.3,310,3.1,22,9.2,16.093,1016.9,CLR:00,
2021-01-06T01:51:00,18.3,-2.8,977.6,1017,340,2.6,24,8.7,16.093,1017.6,CLR:00,
2021-01-06T02:51:00,17.2,-2.2,977.9,1017.3,330,1.5,27,8.4,16.093,1017.9,CLR:00,
2021-01-06T03:51:00,13.9,-1.7,978.6,1018.1,,0,34,7,16.093,1018.6,CLR:00,
2021-01-06T04:51:00,13.9,-2.2,978.9,1018.5,70,2.6,33,6.8,16.093,1019,CLR:00,
2021-01-06T05:51:00,11.1,-1.7,979.2,1018.8,120,2.1,41,5.6,16.093,1019.3,CLR:00,
2021-01-06T06:51:00,10.6,-1.7,979.6,1018.9,100,2.1,43,5.3,16.093,1019.6,CLR:00,
2021-01-06T07:51:00,9.4,-1.7,979.6,1018.9,90,2.1,46,4.7,16.093,1019.6,CLR:00,
2021-01-06T08:51:00,8.9,-1.7,979.6,1019.1,100,2.1,48,4.4,16.093,1019.6,CLR:00,
2021-01-06T09:51:00,8.9,-2.8,979.9,1019.2,40,1.5,44,4,16.093,1020,CLR:00,
2021-01-06T10:51:00,7.8,-2.8,979.9,1019.3,,0,47,3.4,16.093,1020,CLR:00,
2021-01-06T11:51:00,7.2,-2.8,979.9,1019.5,,0,49,3.1,16.093,1020,CLR:00,
2021-01-06T12:51:00,5,-2.8,980.2,1019.8,,0,57,1.9,16.093,1020.3,CLR:00,
2021-01-06T13:51:00,6.7,-2.8,980.9,1020.4,,0,51,2.8,16.093,1021,CLR:00,
2021-01-06T14:51:00,6.7,-3.9,981.2,1020.9,80,1.5,47,2.5,16.093,1021.3,FEW:02,7620
2021-01-06T15:51:00,8.9,-2.8,981.9,1021.5,,0,44,4,16.093,1022,FEW:02,7620
2021-01-06T16:51:00,12.2,-4.4,982.2,1021.7,,0,31,5.3,16.093,1022.4,FEW:02,7620
2021-01-06T17:51:00,15,-5,981.5,1021.1,140,2.6,25,6.5,16.093,1021.7,FEW:02,7620
2021-01-06T18:51:00,18.9,-5.6,980.6,1019.9,90,2.6,19,8.2,16.093,1020.7,SCT:04,7620
2021-01-06T19:51:00,20,-8.3,979.6,1018.9,80,2.1,14,8.1,16.093,1019.6,FEW:02,5486
2021-01-06T20:51:00,20.6,-7.2,978.6,1017.9,,2.6,15,8.6,16.093,1018.6,FEW:02,5486
2021-01-06T21:51:00,21.1,-7.8,977.9,1017.3,,1.5,14,8.7,16.093,1017.9,FEW:02,5486
2021-01-06T22:51:00,20.6,-7.8,977.9,1017.1,,0,14,8.5,16.093,1017.9,FEW:02,5486
2021-01-06T23:51:00,20.6,-7.8,977.6,1017,320,2.1,14,8.5,16.093,1017.6,FEW:02,5486
2021-01-07T00:51:00,19.4,-7.2,977.6,1016.9,310,2.6,16,8.1,16.093,1017.6,FEW:02,5486
2021-01-07T01:51:00,16.7,-6.1,977.6,1017.1,220,1.5,21,7,16.093,1017.6,FEW:02,5486
2021-01-07T02:51:00,15,-5,978.3,1017.7,230,1.5,25,6.5,16.093,1018.3,FEW:02,5486
2021-01-07T03:51:00,15,-6.1,978.3,1017.8,,0,23,6.2,16.093,1018.3,SCT:04,7010
2021-01-07T04:51:00,12.8,-5,978.6,1017.9,270,2.1,29,5.4,16.093,1018.6,FEW:02,7010
2021-01-07T05:51:00,11.7,-4.4,978.3,1017.7,,0,32,5,16.093,1018.3,FEW:02,7010
2021-01-07T06:51:00,10,-3.9,978.3,1017.7,80,3.1,38,4.3,16.093,1018.3,SCT:04,7010
2021-01-07T07:51:00,10,-3.9,978.6,1017.7,110,3.1,38,4.3,16.093,1018.6,FEW:02,7010
2021-01-07T08:51:00,8.9,-4.4,978.9,1018.2,90,1.5,39,3.5,16.093,1019,FEW:02,7010
2021-01-07T09:51:00,8.9,-4.4,978.9,1018.2,120,1.5,39,3.5,16.093,1019,SCT:04,7620
2021-01-07T10:51:00,7.8,-4.4,978.6,1018.1,100,1.5,42,2.9,16.093,1018.6,SCT:04,7620
2021-01-07T11:51:00,7.2,-5.6,978.6,1017.8,90,2.6,40,2.3,16.093,1018.6,FEW:02,7620
2021-01-07T12:51:00,7.2,-6.1,978.9,1018.5,100,2.6,39,2.1,16.093,1019,FEW:02,7620
2021-01-07T13:51:00,7.2,-6.1,979.2,1018.6,90,2.6,39,2.1,16.093,1019.3,FEW:02,7620
2021-01-07T14:51:00,6.7,-5.6,979.6,1019.2,90,3.6,41,2,16.093,1019.6,FEW:02,7620
2021-01-07T15:51:00,9.4,-5.6,980.2,1019.8,110,1.5,35,3.5,16.093,1020.3,FEW:02,7620
2021-01-07T16:51:00,11.7,-6.1,980.9,1020.3,,0,28,4.5,16.093,1021,FEW:02,7620
2021-01-07T17:51:00,15.6,-7.2,980.6,1019.9,,1.5,20,6.2,16.093,1020.7,FEW:02,7620
2021-01-07T18:51:00,17.8,-8.3,979.2,1018.7,200,1.5,16,7,16.093,1019.3,BKN:07,7620
2021-01-07T19:51:00,19.4,-8.9,978.6,1017.7,110,2.6,14,7.7,16.093,1018.6,BKN:07,7620
2021-01-07T20:51:00,20,-8.3,977.6,1016.7,10,1.5,14,8.1,16.093,1017.6,BKN:07,7620
2021-01-07T21:51:00,21.7,-8.9,977,1016,190,1.5,12,8.8,16.093,1016.9,BKN:07,7620
2021-01-07T22:51:00,21.1,-6.7,976.6,1015.9,260,2.6,15,9,16.093,1016.6,BKN:07,7620
2021-01-07T23:51:00,20.6,-7.8,976.6,1015.9,280,3.1,14,8.5,16.093,1016.6,SCT:04,7620
2021-01-08T00:51:00,19.4,-7.2,977,1016.4,290,3.1,16,8.1,16.093,1016.9,FEW:02,7620
2021-01-08T01:51:00,18.9,-5.6,977.3,1016.6,320,3.1,19,8.2,16.093,1017.3,FEW:02,7620
2021-01-08T02:51:00,15.6,-5,977.9,1017.3,,0,24,6.8,16.093,1017.9,FEW:02,7620
2021-01-08T03:51:00,14.4,-4.4,977.9,1017.4,,0,27,6.4,16.093,1017.9,FEW:02,7620
2021-01-08T04:51:00,12.8,-3.9,978.3,1017.6,80,2.6,31,5.7,16.093,1018.3,FEW:02,7620
2021-01-08T05:51:00,11.7,-3.3,978.3,1017.5,90,2.1,35,5.3,16.093,1018.3,FEW:02,7620
2021-01-08T06:51:00,10.6,-3.3,977.9,1017.2,100,2.6,38,4.7,16.093,1017.9,SCT:04,7620
2021-01-08T07:51:00,10,-3.9,977.9,1017.3,90,3.1,38,4.3,16.093,1017.9,SCT:04,7620
2021-01-08T08:51:00,10,-3.9,978.3,1017.5,80,2.1,38,4.3,16.093,1018.3,SCT:04,7620
2021-01-08T09:51:00,9.4,-3.9,978.3,1017.6,90,3.6,39,4,16.093,1018.3,BKN:07,7620
2021-01-08T10:51:00,8.3,-4.4,978.3,1017.6,80,3.1,41,3.2,16.093,1018.3,BKN:07,7620
2021-01-08T11:51:00,7.8,-4.4,978.3,1017.8,,0,42,2.9,16.093,1018.3,SCT:04,7620
2021-01-08T12:51:00,7.2,-5,978.3,1017.8,80,2.6,42,2.4,16.093,1018.3,FEW:02,7620
2021-01-08T13:51:00,6.7,-5.6,978.9,1018.4,90,1.5,41,2,16.093,1019,FEW:02,7620
2021-01-08T14:51:00,7.2,-5.6,979.2,1018.7,120,2.1,40,2.3,16.093,1019.3,FEW:02,7620
2021-01-08T15:51:00,8.9,-6.1,979.6,1019.2,100,3.1,34,3,16.093,1019.6,FEW:02,7620
2021-01-08T16:51:00,12.8,-6.7,980.2,1019.9,120,2.1,25,4.9,16.093,1020.3,FEW:02,7620
2021-01-08T17:51:00,15.6,-7.2,979.9,1019.4,,0,20,6.2,16.093,1020,BKN:07,7620
2021-01-08T18:51:00,16.7,-6.7,979.2,1018.6,,2.1,20,6.9,16.093,1019.3,SCT:04,7620
2021-01-08T19:51:00,18.3,-6.1,977.9,1017.1,,0,19,7.8,16.093,1017.9,BKN:07,7620
2021-01-08T20:51:00,18.9,-8.3,977,1016.2,300,1.5,15,7.6,16.093,1016.9,BKN:07,7620
2021-01-08T21:51:00,19.4,-7.8,976.3,1015.5,230,3.1,15,8,16.093,1016.3,FEW:02,6401
2021-01-08T22:51:00,20,-7.2,976,1015.2,250,2.1,15,8.3,16.093,1015.9,FEW:02,6401
2021-01-08T23:51:00,19.4,-7.2,975.3,1014.6,210,2.1,16,8.1,16.093,1015.2,FEW:02,6401
2021-01-09T00:51:00,18.3,-6.7,975.6,1015,250,2.6,18,7.7,16.093,1015.6,FEW:02,6401
2021-01-09T01:51:00,15.6,-5.6,976.3,1015.6,260,2.1,23,6.6,16.093,1016.3,FEW:02,6401
2021-01-09T02:51:00,15.6,-5,976.3,1015.9,280,2.1,24,6.8,16.093,1016.3,FEW:02,6401
2021-01-09T03:51:00,13.9,-4.4,976,1015.6,,0,28,6.1,16.093,1015.9,SCT:04,7620
2021-01-09T04:51:00,13.3,-4.4,975.6,1015,,0,29,5.8,16.093,1015.6,FEW:02,7620
2021-01-09T05:51:00,13.3,-4.4,976,1015.2,310,1.5,29,5.8,16.093,1015.9,SCT:04,7620
2021-01-09T06:51:00,10.6,-3.3,976.3,1015.6,200,1.5,38,4.7,16.093,1016.3,FEW:02,7620
2021-01-09T07:51:00,10,-4.4,976,1015.3,,0,36,4.1,16.093,1015.9,CLR:00,
2021-01-09T08:51:00,9.4,-4.4,975.6,1015,70,2.6,38,3.8,16.093,1015.6,CLR:00,
2021-01-09T09:51:00,7.8,-2.8,976,1015.4,80,3.6,47,3.4,12.875,1015.9,CLR:00,
2021-01-09T10:51:00,7.2,-3.3,976.3,1015.4,80,3.6,48,3,14.484,1016.3,CLR:00,
2021-01-09T11:51:00,6.7,-4.4,975.6,1014.9,90,3.1,45,2.3,14.484,1015.6,CLR:00,
2021-01-09T12:51:00,6.1,-4.4,974.7,1014.1,100,3.6,47,2,16.093,1014.6,CLR:00,
2021-01-09T13:51:00,5,-5,974.7,1014.3,90,4.1,49,1.2,16.093,1014.6,CLR:00,
2021-01-09T14:51:00,5.6,-5.6,975.3,1015,130,2.1,45,1.3,16.093,1015.2,FEW:02,6096
2021-01-09T15:51:00,6.7,-4.4,977,1016.4,230,2.6,45,2.3,12.875,1016.9,FEW:02,6096
2021-01-09T16:51:00,9.4,-5,977.3,1016.8,170,2.6,36,3.6,14.484,1017.3,FEW:02,6096
2021-01-09T17:51:00,12.2,-5.6,977.3,1016.7,,0,29,4.9,16.093,1017.3,FEW:02,7620
2021-01-09T18:51:00,15,-6.1,976.3,1015.8,250,1.5,23,6.2,16.093,1016.3,FEW:02,7620
2021-01-09T19:51:00,16.1,-6.7,975.3,1014.6,260,2.6,20,6.6,14.484,1015.2,FEW:02,7620
2021-01-09T20:51:00,18.9,-6.1,974.7,1013.9,260,6.2,18,8.1,16.093,1014.6,FEW:02,7620
2021-01-09T21:51:00,19.4,-10,974.3,1013.5,270,7.2,13,7.5,16.093,1014.2,FEW:02,7620
2021-01-09T22:51:00,19.4,-9.4,974.3,1013.6,240,5.1,13,7.6,16.093,1014.2,FEW:02,7620
2021-01-09T23:51:00,18.9,-9.4,974.7,1013.8,270,5.1,14,7.3,16.093,1014.6,FEW:02,7620
2021-01-10T00:51:00,16.7,-8.9,975,1014.5,210,2.1,17,6.4,16.093,1014.9,FEW:02,7620
2021-01-10T01:51:00,16.7,-8.9,976,1015.3,310,2.1,17,6.4,16.093,1015.9,FEW:02,7620
2021-01-10T02:51:00,13.9,-7.8,976.6,1016.2,230,2.1,22,5.2,16.093,1016.6,CLR:00,
2021-01-10T03:51:00,15,-7.2,977,1016.5,10,3.1,21,5.9,16.093,1016.9,CLR:00,
2021-01-10T04:51:00,12.8,-6.7,977.9,1017.3,80,4.6,25,4.9,16.093,1017.9,CLR:00,
2021-01-10T05:51:00,12.2,-6.7,978.3,1017.8,100,2.1,26,4.6,16.093,1018.3,CLR:00,
2021-01-10T06:51:00,9.4,-6.1,978.6,1018.1,,0,33,3.3,16.093,1018.6,CLR:00,
2021-01-10T07:51:00,10,-6.7,978.9,1018.3,280,1.5,30,3.5,16.093,1019,CLR:00,
2021-01-10T08:51:00,10,-6.7,979.6,1018.8,,0,30,3.5,16.093,1019.6,CLR:00,
2021-01-10T09:51:00,8.9,-6.1,979.9,1019.3,,0,34,3,16.093,1020,CLR:00,
2021-01-10T10:51:00,5.6,-5.6,980.2,1019.7,230,1.5,45,1.3,16.093,1020.3,CLR:00,
2021-01-10T11:51:00,7.2,-5.6,980.2,1019.8,,0,40,2.3,16.093,1020.3,CLR:00,
2021-01-10T12:51:00,5.6,-5.6,980.9,1020.5,120,2.1,45,1.3,16.093,1021,CLR:00,
2021-01-10T13:51:00,5,-5.6,981.5,1021.2,100,1.5,47,1,16.093,1021.7,CLR:00,
2021-01-10T14:51:00,4.4,-5.6,982.5,1022.4,,0,49,0.7,16.093,1022.7,FEW:02,7620
2021-01-10T15:51:00,8.9,-6.7,982.9,1022.5,90,1.5,33,2.9,16.093,1023,FEW:02,7620
2021-01-10T16:51:00,12.2,-7.2,983.2,1022.9,60,2.6,25,4.5,16.093,1023.4,FEW:02,7620
2021-01-10T17:51:00,15.6,-8.3,983.5,1023,80,3.6,19,6,16.093,1023.7,FEW:02,7620
2021-01-10T18:51:00,15.6,-6.7,982.5,1022.2,290,2.6,21,6.4,16.093,1022.7,FEW:02,7620
2021-01-10T19:51:00,17.8,-7.2,981.5,1021,110,2.1,18,7.3,16.093,1021.7,SCT:04,7620
2021-01-10T20:51:00,18.3,-7.8,980.9,1020.4,,0,16,7.4,16.093,1021,FEW:02,7620
