DATE,Temperature,Dew Point Temperature,Station Level Pressure,Sea Level Pressure,Wet Bulb Temperature,Altimeter,Day Of Year,Combined mmBTU,KW,CHWTON,HTmmBTU,GHG
2021/1/1 0:00,14.4,-7.8,971.1,1010.3,5.5,1010.8,0.99992592,78.66,13641.35,1729.1,11.37,7.406
2021/1/1 1:00,13.3,-6.7,971.1,1010.3,5.2,1010.8,0.99992592,78.77,13752.42,1680.99,11.67,7.466
2021/1/1 2:00,11.7,-5,971.1,1010.5,4.8,1010.8,0.99992592,78.96,13761.52,1703.27,11.56,7.472
2021/1/1 3:00,11.7,-6.7,971.1,1010.3,4.3,1010.8,0.99992592,78.32,13713.8,1647.88,11.75,7.443
2021/1/1 4:00,12.2,-6.1,971.1,1010.4,4.8,1010.8,0.99992592,78.26,13442.95,1706.91,11.9,7.3
2021/1/1 5:00,9.4,-4.4,971.4,1010.7,3.8,1011.2,0.99992592,78.58,13599.95,1661.31,12.24,7.383
2021/1/1 6:00,11.1,-6.1,971.4,1010.7,4.2,1011.2,0.99992592,79.36,13218.83,1840.79,12.17,7.177
2021/1/1 7:00,9.4,-5.6,971.4,1010.7,3.5,1011.2,0.99992592,79.28,13214.5,1787.99,12.74,7.171
2021/1/1 8:00,8.3,-6.1,971.7,1011,2.7,1011.5,0.99992592,77.73,12593.3,1837.33,12.71,6.667
2021/1/1 9:00,8.9,-6.1,972,1011.5,3,1011.9,0.99992592,74.01,12687.86,1800.61,11.98,5.234
2021/1/1 10:00,7.8,-5.6,972.4,1011.7,2.6,1012.2,0.99992592,78.66,12782.42,2100.32,11.34,4.432
2021/1/1 11:00,8.3,-6.1,972.7,1011.8,2.7,1012.5,0.99992592,82.83,12876.98,2399.49,10.1,4.740666667
2021/1/1 12:00,6.1,-4.4,973,1012.4,2,1012.9,0.99992592,86.27,13038.53,2688,9.52,5.049333333
2021/1/1 13:00,6.1,-5.6,973.7,1013,1.6,1013.5,0.99992592,89.16,13120.1,2921.63,9.33,5.358
2021/1/1 14:00,5.6,-5.6,974.7,1014.2,1.3,1014.6,0.99992592,90.94,13301.9,3031.73,9.17,5.666666667
2021/1/1 15:00,5,-5.6,975.6,1015.1,1,1015.6,0.99992592,96.96,13542.16,2959.65,9.12,5.975333333
2021/1/1 16:00,7.2,-5,976.6,1016.1,2.4,1016.6,0.99992592,96.01,13782.42,2887.57,9.21,6.284
2021/1/1 17:00,9.4,-6.1,977.9,1017.5,3.3,1017.9,0.99992592,91.95,13292.23,2815.49,9.78,6.852
2021/1/1 18:00,11.7,-5.6,978.6,1018,4.7,1018.6,0.99992592,88.12,13204.17,2743.41,10.15,6.969
2021/1/1 19:00,13.9,-6.1,977.9,1017.6,5.6,1017.9,0.99992592,84.98,12993.15,2518.3,10.42,7.054
2021/1/1 20:00,15.6,-7.2,977.9,1017.2,6.2,1017.9,0.99992592,83.8,12851.38,2427.11,10.82,6.977
2021/1/1 21:00,17.2,-7.2,977.6,1017,7,1017.6,0.99992592,80.13,12581.2,2197.89,10.83,6.834
2021/1/1 22:00,17.8,-7.2,977.6,1017,7.3,1017.6,0.99992592,77.51,12266.25,2031.45,11.28,6.663
2021/1/1 23:00,17.2,-7.2,977.9,1017.4,7,1017.9,0.99992592,71.99,11582.92,1758.25,11.37,6.287
2021/1/2 0:00,17.8,-7.2,978.9,1018.2,7.3,1019,0.9997037,68.46,11656.10667,1540.83,11.97,6.048
2021/1/2 1:00,15.6,-6.1,979.2,1018.7,6.5,1019.3,0.9997037,68.69,11729.29333,1537.24,12.16,6.06
2021/1/2 2:00,13.9,-6.1,979.6,1019.4,5.7,1019.6,0.9997037,71.37,11802.48,1581,12.12,6.407
2021/1/2 3:00,12.8,-5.6,979.9,1019.8,5.2,1020,0.9997037,71.97,11732.4,1627.25,12.41,6.369
2021/1/2 4:00,11.7,-5.6,980.6,1020.2,4.7,1020.7,0.9997037,70.77,12139.21667,1561.48,13.15,6.188
2021/1/2 5:00,10.6,-5,980.9,1020.6,4.2,1021,0.9997037,72.12,12546.03333,1540.61,13.5,6.386
2021/1/2 6:00,9.4,-3.9,981.5,1021.3,4,1021.7,0.9997037,78.62,12952.85,1735.23,13.6,7.035
2021/1/2 7:00,8.3,-3.9,981.5,1021.2,3.4,1021.7,0.9997037,79.36,13019.33,1730.44,14.17,7.06
2021/1/2 8:00,7.2,-5,981.5,1021.2,2.4,1021.7,0.9997037,77.87,12553.23,1778.76,13.7,6.504
2021/1/2 9:00,6.7,-4.4,982.2,1021.8,2.3,1022.4,0.9997037,75.22,12166.5,1720.95,13.05,5.468
2021/1/2 10:00,6.7,-4.4,982.9,1022.5,2.3,1023,0.9997037,82.3,13015.22,2094.46,12.75,4.759
2021/1/2 11:00,6.1,-3.9,982.5,1022.3,2.2,1022.7,0.9997037,83.03,13051.25,2246.5,11.54,5.030166667
2021/1/2 12:00,5,-3.9,982.9,1022.5,1.5,1023,0.9997037,85.25,13203.02,2504.05,10.15,5.301333333
2021/1/2 13:00,5,-5,983.5,1023.3,1.2,1023.7,0.9997037,87.44,13144.95,2730.63,9.82,5.5725
2021/1/2 14:00,5.6,-6.1,984.2,1024.1,1.2,1024.4,0.9997037,88.41,13331.35,2777.91,9.59,5.843666667
2021/1/2 15:00,5,-6.1,984.5,1024.3,0.9,1024.7,0.9997037,91.76,13158.13333,2714.8025,9.62,6.114833333
2021/1/2 16:00,7.8,-6.1,984.5,1024.5,2.4,1024.7,0.9997037,94.96,12984.91667,2651.695,9.43,6.386
2021/1/2 17:00,9.4,-6.7,985.2,1025,3.2,1025.4,0.9997037,87.51,12811.7,2588.5875,9.82,6.629
2021/1/2 18:00,11.1,-6.1,985.2,1025.1,4.2,1025.4,0.9997037,84.07,12750.58,2525.48,10.26,6.822
2021/1/2 19:00,12.8,-6.1,984.2,1023.9,5.1,1024.4,0.9997037,81.75,12604.7,2354.78,10.49,6.842
2021/1/2 20:00,15,-6.1,982.9,1022.4,6.2,1023,0.9997037,79.53,12386.98,2181.99,11.08,6.724
2021/1/2 21:00,15,-6.1,981.9,1021.5,6.2,1022,0.9997037,75.23,11821.52,1975.82,11.18,6.419
2021/1/2 22:00,15.6,-6.7,981.9,1021.5,6.4,1022,0.9997037,71.35,11491.9,1746.34,11.19,6.235
2021/1/2 23:00,16.7,-6.7,981.5,1021.2,6.9,1021.7,0.9997037,73.01,11822.13,1770.59,11.42,6.42
2021/1/3 0:00,16.7,-6.7,981.2,1021,6.9,1021.3,0.999333408,69.29,11864.1975,1571.73,11.95,6.125
2021/1/3 1:00,15,-6.1,981.5,1021.2,6.2,1021.7,0.999333408,68.54,11906.265,1520.78,12.13,6.074
2021/1/3 2:00,12.8,-5,981.9,1021.7,5.4,1022,0.999333408,68.07,11948.3325,1446.89,12.33,6.107
2021/1/3 3:00,12.2,-5,981.9,1021.6,5.1,1022,0.999333408,73.12,11990.4,1621.09,12.75,6.51
2021/1/3 4:00,10.6,-3.3,981.9,1021.7,4.7,1022,0.999333408,70.41,11930.315,1511.24,13.14,6.228
2021/1/3 5:00,9.4,-3.3,981.9,1021.8,4.2,1022,0.999333408,72.42,11870.23,1540.19,13.44,6.445
2021/1/3 6:00,8.3,-3.3,981.5,1021.2,3.6,1021.7,0.999333408,75.96,12670.95,1571.37,13.87,6.878
2021/1/3 7:00,7.8,-3.9,981.5,1021.2,3.1,1021.7,0.999333408,79.8,13039.83,1750.01,14.3,7.079
2021/1/3 8:00,7.2,-4.4,981.5,1021.1,2.6,1021.7,0.999333408,78.83,12917.35,1712.08,14.21,6.838
2021/1/3 9:00,6.7,-5,981.5,1021.3,2.1,1021.7,0.999333408,78.59,12740.8,1833.03,13.12,5.59
2021/1/3 10:00,6.1,-4.4,981.5,1021.1,2,1021.7,0.999333408,79.49,12694.75,1954.61,12.72,5.189
2021/1/3 11:00,5.6,-4.4,981.5,1021.1,1.7,1021.7,0.999333408,80.19,12766.98,2085.8,11.6,4.826
2021/1/3 12:00,5.6,-5,981.5,1021.1,1.5,1021.7,0.999333408,81.82,12996.3,2279.26,10.13,5.0688
2021/1/3 13:00,4.4,-5,981.9,1021.6,0.9,1022,0.999333408,85.83,13112.88,2601.61,9.87,5.3116
2021/1/3 14:00,4.4,-4.4,982.2,1022.1,1,1022.4,0.999333408,88.23,13124.73,2830.74,9.48,5.5544
2021/1/3 15:00,4.4,-5,982.2,1021.9,0.9,1022.4,0.999333408,90.53,13255.15,2757.524,9.41,5.7972
2021/1/3 16:00,7.2,-5.6,982.5,1022.3,2.3,1022.7,0.999333408,92.23,13264.935,2684.308,9.39,6.04
2021/1/3 17:00,8.9,-5.6,983.2,1023,3.2,1023.4,0.999333408,90.21,13274.72,2611.092,9.84,6.816
2021/1/3 18:00,10.6,-5,983.2,1023.1,4.3,1023.4,0.999333408,86.58,13165.1,2537.876,10.13,7.064
2021/1/3 19:00,13.3,-6.1,982.2,1021.9,5.4,1022.4,0.999333408,83.63,12843.63,2464.66,10.23,6.975
2021/1/3 20:00,13.9,-6.1,980.9,1020.6,5.7,1021,0.999333408,80.39,12633.63,2231.5,10.5,6.859
2021/1/3 21:00,15.6,-6.1,980.2,1019.8,6.5,1020.3,0.999333408,77.81,12381,2070.11,10.72,6.721
2021/1/3 22:00,17.2,-5.6,979.9,1019.4,7.4,1020,0.999333408,75.93,12174.47,1962.93,10.83,6.609
2021/1/3 23:00,17.2,-5.6,979.9,1019.5,7.4,1020,0.999333408,73.02,12158.335,1765.02,11.21,6.468
2021/1/4 0:00,17.2,-5,979.6,1019.1,7.6,1019.6,0.998815153,73.57,12142.2,1700.43,11.74,6.593
2021/1/4 1:00,16.7,-5,979.6,1019.3,7.3,1019.6,0.998815153,72.97,12214.3,1606.47,12.01,6.632
2021/1/4 2:00,15.6,-5,980.2,1020,6.8,1020.3,0.998815153,73.92,12322.65,1617.6,12.47,6.691
2021/1/4 3:00,12.2,-3.9,980.2,1020,5.4,1020.3,0.998815153,73.91,12388.63,1572.64,12.76,6.726
2021/1/4 4:00,11.1,-3.3,980.6,1020.2,5,1020.7,0.998815153,76.54,12587.65,1716.29,12.99,6.834
2021/1/4 5:00,10.6,-2.8,980.6,1020.2,4.9,1020.7,0.998815153,79.69,13157.2,1700.35,14.39,7.144
2021/1/4 6:00,9.4,-2.2,980.6,1020.4,4.5,1020.7,0.998815153,84.13,13745.8,1893.53,14.51,7.464
2021/1/4 7:00,8.9,-2.8,980.9,1020.4,4,1021,0.998815153,84.46,14080.67,1778.99,15.07,7.64
2021/1/4 8:00,7.8,-3.3,980.9,1020.4,3.3,1021,0.998815153,84.86,13831.4,1915.41,14.68,7.339
2021/1/4 9:00,7.2,-3.9,980.6,1020.1,2.8,1020.7,0.998815153,83.68,13825.32,1910.57,13.58,6.279
2021/1/4 10:00,7.2,-3.9,980.6,1020,2.8,1020.7,0.998815153,87.04,13953.9,2290.75,11.94,5.215
2021/1/4 11:00,6.7,-3.9,980.6,1020.1,2.5,1020.7,0.998815153,91.24,14289.55,2641.12,10.79,5.524333333
2021/1/4 12:00,6.7,-4.4,980.6,1020,2.3,1020.7,0.998815153,95.41,14529.97,2944.84,10.49,5.833666667
2021/1/4 13:00,6.7,-4.4,981.2,1020.8,2.3,1021.3,0.998815153,103.76,15350,3455.32,9.92,6.143
2021/1/4 14:00,6.1,-5,981.9,1021.4,1.8,1022,0.998815153,108.59,15050.18,3371.663333,9.63,6.452333333
2021/1/4 15:00,5.6,-4.4,982.2,1022,1.7,1022.4,0.998815153,109.72,14750.36,3288.006667,9.73,6.761666667
2021/1/4 16:00,7.2,-4.4,982.5,1022.5,2.6,1022.7,0.998815153,110.62,14450.54,3204.35,9.62,7.071
2021/1/4 17:00,10.6,-4.4,983.2,1023,4.4,1023.4,0.998815153,106.9,14150.72,3120.693333,9.89,7.215
2021/1/4 18:00,13.9,-5.6,982.9,1022.6,5.8,1023,0.998815153,96.45,13850.9,3037.036667,10.13,7.359
2021/1/4 19:00,15,-5.6,981.5,1021.1,6.4,1021.7,0.998815153,91.9,13533.58,2953.38,10.29,7.35
2021/1/4 20:00,17.8,-4.4,979.6,1019.2,8,1019.6,0.998815153,88.46,13233.35,2777.1,9.98,7.184
2021/1/4 21:00,18.9,-5,978.9,1018.2,8.4,1019,0.998815153,84.6,12844.38,2579.53,9.81,6.975
2021/1/4 22:00,19.4,-5,977.9,1017.3,8.6,1017.9,0.998815153,80.89,12473.6,2396.01,9.58,6.77
2021/1/4 23:00,20,-5,977.3,1016.6,8.9,1017.3,0.998815153,76.12,12112.15,2067.74,9.98,6.577
2021/1/5 0:00,20,-5,977,1016.3,8.9,1016.9,0.998149087,75.14,12317.55,1868.64,10.69,6.687
2021/1/5 1:00,18.3,-4.4,977.3,1016.6,8.3,1017.3,0.998149087,75.61,12332.05,1886.12,10.9,6.693
2021/1/5 2:00,16.7,-3.9,977.6,1017.1,7.6,1017.6,0.998149087,73.35,12216.05,1730.71,10.89,6.632
2021/1/5 3:00,15,-3.9,977.3,1016.7,6.8,1017.3,0.998149087,75.3,12387.47,1817.99,11.21,6.726
2021/1/5 4:00,12.8,-2.8,977,1016.5,6,1016.9,0.998149087,75.17,12456.55,1739.17,11.8,6.762
2021/1/5 5:00,13.3,-2.8,978.3,1017.6,6.3,1018.3,0.998149087,80.01,13083.8,1905.52,12.5,7.101
2021/1/5 6:00,11.7,-2.8,977.9,1017.3,5.5,1017.9,0.998149087,81.98,13359.63,1912.03,13.45,7.254
2021/1/5 7:00,11.1,-1.7,978.3,1017.6,5.6,1018.3,0.998149087,82.93,13192.65,1985.91,13.0425,7.162
2021/1/5 8:00,10.6,-1.7,977.6,1017.1,5.3,1017.6,0.998149087,81.07,12967.1,1898.47,12.635,6.844
2021/1/5 9:00,10,-1.7,977.3,1016.7,5,1017.3,0.998149087,82.73,12967.42,2097.31,12.2275,5.652
2021/1/5 10:00,8.9,-1.7,977.6,1016.8,4.4,1017.6,0.998149087,85.03,13145.73,2362.58,11.82,4.524
2021/1/5 11:00,9.4,-2.2,977.6,1016.8,4.5,1017.6,0.998149087,92.77,13582.65,3011.69,10.28,4.773333333
2021/1/5 12:00,8.3,-1.7,977.6,1017,4.1,1017.6,0.998149087,99.01,13827.52,3500.24,9.82,5.022666667
2021/1/5 13:00,7.8,-1.7,977.3,1016.8,3.8,1017.3,0.998149087,104.31,13996.92,3921.22,9.5,5.272
2021/1/5 14:00,7.2,-2.8,978.3,1017.7,3.1,1018.3,0.998149087,107.66,14012.7,3807.411667,9.24,5.521333333
2021/1/5 15:00,6.7,-2.8,978.6,1018,2.8,1018.6,0.998149087,108.61,13885.4,3693.603333,9.1,5.770666667
2021/1/5 16:00,8.9,-2.8,979.2,1018.9,4,1019.3,0.998149087,107.87,13817.3,3579.795,9.09,6.02
2021/1/5 17:00,11.7,-3.9,979.6,1019.1,5.1,1019.6,0.998149087,102.97,13585.2,3465.986667,9.1,6.932
2021/1/5 18:00,15,-3.9,979.2,1018.6,6.8,1019.3,0.998149087,97.04,13232.65,3352.178333,9.54,7.121
2021/1/5 19:00,16.7,-4.4,978.6,1017.8,7.5,1018.6,0.998149087,92.29,13391.64333,3238.37,9.74,6.951
2021/1/5 20:00,17.8,-5.6,977.6,1016.7,7.7,1017.6,0.998149087,88.71,13550.63667,2897.05,9.81,7.025
2021/1/5 21:00,19.4,-5,976.6,1015.9,8.6,1016.6,0.998149087,89.29,13709.63,2704.68,10.05,7.444
2021/1/5 22:00,21.7,-4.4,976.3,1015.3,9.8,1016.3,0.998149087,88.81,14213.48,2331.39,9.86,8.111
2021/1/5 23:00,20.6,-4.4,976.3,1015.5,9.3,1016.3,0.998149087,85.2,14717.33,2048.65,10.39,7.991
2021/1/6 0:00,20.6,-3.3,976.6,1015.7,9.6,1016.6,0.99733541,83.72,14638.58,1932.17,10.58,7.948
2021/1/6 1:00,19.4,-2.8,977,1016.3,9.2,1016.9,0.99733541,82.07,14483.65,1812.64,10.9,7.865
2021/1/6 2:00,18.3,-2.8,977.6,1017,8.7,1017.6,0.99733541,82.17,14335.6,1843.22,11.14,7.783
2021/1/6 3:00,17.2,-2.2,977.9,1017.3,8.4,1017.9,0.99733541,81.31,14307.9,1752.19,11.46,7.77
2021/1/6 4:00,13.9,-1.7,978.6,1018.1,7,1018.6,0.99733541,83.84,14373.77,1874.48,12.31,7.804
2021/1/6 5:00,13.9,-2.2,978.9,1018.5,6.8,1019,0.99733541,84.95,14599.83,1818.15,13.32,7.929
2021/1/6 6:00,11.1,-1.7,979.2,1018.8,5.6,1019.3,0.99733541,88.03,14547.625,1939.94,13.66,8.128
2021/1/6 7:00,10.6,-1.7,979.6,1018.9,5.3,1019.6,0.99733541,86.05,14495.42,1875.82,14.08,7.868
2021/1/6 8:00,9.4,-1.7,979.6,1018.9,4.7,1019.6,0.99733541,85.54,13766.43,2039.76,13.625,7.218
2021/1/6 9:00,8.9,-1.7,979.6,1019.1,4.4,1019.6,0.99733541,83.51,13344.78,2067.66,13.17,5.568
2021/1/6 10:00,8.9,-2.8,979.9,1019.2,4,1020,0.99733541,87.5,13314.48,2531.17,11.69,4.168
2021/1/6 11:00,7.8,-2.8,979.9,1019.3,3.4,1020,0.99733541,96.11,13799.3,3232.61,10.24,4.523166667
2021/1/6 12:00,7.2,-2.8,979.9,1019.5,3.1,1020,0.99733541,104.72,14130.27,3891.87,9.8,4.878333333
2021/1/6 13:00,5,-2.8,980.2,1019.8,1.9,1020.3,0.99733541,108.18,14125.4,3792.265714,9.88,5.2335
2021/1/6 14:00,6.7,-2.8,980.9,1020.4,2.8,1021,0.99733541,110.04,14098.25,3692.661429,9.57,5.588666667
2021/1/6 15:00,6.7,-3.9,981.2,1020.9,2.5,1021.3,0.99733541,109.49,13881.63,3593.057143,9.8,5.943833333
2021/1/6 16:00,8.9,-2.8,981.9,1021.5,4,1022,0.99733541,105.39,13647.83,3493.452857,9.52,6.299
2021/1/6 17:00,12.2,-4.4,982.2,1021.7,5.3,1022.4,0.99733541,102.89,13427.85,3393.848571,9.52,6.9
2021/1/6 18:00,15,-5,981.5,1021.1,6.5,1021.7,0.99733541,97.01,13131.9,3294.244286,9.72,7.127
2021/1/6 19:00,18.9,-5.6,980.6,1019.9,8.2,1020.7,0.99733541,91.67,13396.36667,3194.64,10.12,6.879
2021/1/6 20:00,20,-8.3,979.6,1018.9,8.1,1019.6,0.99733541,88.2,13660.83333,2959.6,10.05,6.785
2021/1/6 21:00,20.6,-7.2,978.6,1017.9,8.6,1018.6,0.99733541,89.77,13925.3,2701.03,9.84,7.561
2021/1/6 22:00,21.1,-7.8,977.9,1017.3,8.7,1017.9,0.99733541,90.39,14081.11,2431.98,10.03,8.141
2021/1/6 23:00,20.6,-7.8,977.9,1017.1,8.5,1017.9,0.99733541,83.61,14236.92,2046.45,10.47,7.728
2021/1/7 0:00,20.6,-7.8,977.6,1017,8.5,1017.6,0.996374361,79.21,13769.5,1750.79,11.22,7.478
2021/1/7 1:00,19.4,-7.2,977.6,1016.9,8.1,1017.6,0.996374361,80.04,13863.63,1785,11.32,7.527
2021/1/7 2:00,16.7,-6.1,977.6,1017.1,7,1017.6,0.996374361,80.83,14045.58,1778.52,11.57,7.625
2021/1/7 3:00,15,-5,978.3,1017.7,6.5,1018.3,0.996374361,80.12,14034.6,1695.28,11.88,7.619
2021/1/7 4:00,15,-6.1,978.3,1017.8,6.2,1018.3,0.996374361,82.86,14095.67,1865.8,12.38,7.654
2021/1/7 5:00,12.8,-5,978.6,1017.9,5.4,1018.6,0.996374361,85.43,14164.64667,1849.96,13.19,7.963
2021/1/7 6:00,11.7,-4.4,978.3,1017.7,5,1018.3,0.996374361,90.1,14233.62333,2035.35,13.67,8.278
2021/1/7 7:00,10,-3.9,978.3,1017.7,4.3,1018.3,0.996374361,87.01,14302.6,2001.75,14.19,7.764
2021/1/7 8:00,10,-3.9,978.6,1017.7,4.3,1018.6,0.996374361,85.36,13430.07,2096.72,13.835,7.038
2021/1/7 9:00,8.9,-4.4,978.9,1018.2,3.5,1019,0.996374361,84.78,13101.28,2216.33,13.48,5.473
2021/1/7 10:00,8.9,-4.4,978.9,1018.2,3.5,1019,0.996374361,90.2,13408.02,2703.1,12.01,4.225
2021/1/7 11:00,7.8,-4.4,978.6,1018.1,2.9,1018.6,0.996374361,96.35,13786.98,3237.07,10.46,4.509666667
2021/1/7 12:00,7.2,-5.6,978.6,1017.8,2.3,1018.6,0.996374361,100.77,13892.42,3632,9.78,4.794333333
2021/1/7 13:00,7.2,-6.1,978.9,1018.5,2.1,1019,0.996374361,105.01,14130.7,3934.83,9.57,5.079
2021/1/7 14:00,7.2,-6.1,979.2,1018.6,2.1,1019.3,0.996374361,109.18,14135.52,3812.991667,9.37,5.363666667
2021/1/7 15:00,6.7,-5.6,979.6,1019.2,2,1019.6,0.996374361,111.82,14060,3691.153333,9.12,5.648333333
2021/1/7 16:00,9.4,-5.6,980.2,1019.8,3.5,1020.3,0.996374361,111.31,13891.45,3569.315,9.49,5.933
2021/1/7 17:00,11.7,-6.1,980.9,1020.3,4.5,1021,0.996374361,106.73,13647.25,3447.476667,9.33,6.958
2021/1/7 18:00,15.6,-7.2,980.6,1019.9,6.2,1020.7,0.996374361,99.01,13327.5,3325.638333,9.92,7.222
2021/1/7 19:00,17.8,-8.3,979.2,1018.7,7,1019.3,0.996374361,92.11,13618.71,3203.8,10.07,6.938
2021/1/7 20:00,19.4,-8.9,978.6,1017.7,7.7,1018.6,0.996374361,87.42,13909.92,2898.11,10.1,6.769
2021/1/7 21:00,20,-8.3,977.6,1016.7,8.1,1017.6,0.996374361,90.5,14201.13,2653.37,10.2,7.711
2021/1/7 22:00,21.7,-8.9,977,1016,8.8,1016.9,0.996374361,90.95,14180.41333,2347.92,10.35,8.341
2021/1/7 23:00,21.1,-6.7,976.6,1015.9,9,1016.6,0.996374361,86.36,14159.69667,2104.77,10.67,8.026
2021/1/8 0:00,20.6,-7.8,976.6,1015.9,8.5,1016.6,0.995266226,82.01,14138.98,1888.1,11.11,7.676
2021/1/8 1:00,19.4,-7.2,977,1016.4,8.1,1016.9,0.995266226,80.56,13918.1,1826.68,11.15,7.557
2021/1/8 2:00,18.9,-5.6,977.3,1016.6,8.2,1017.3,0.995266226,80.87,13912.88,1841.51,11.3,7.552
2021/1/8 3:00,15.6,-5,977.9,1017.3,6.8,1017.9,0.995266226,82.82,14494.78,1820.55,11.52,7.872
2021/1/8 4:00,14.4,-4.4,977.9,1017.4,6.4,1017.9,0.995266226,85.58,14668.15,1923.14,12.45,7.963
2021/1/8 5:00,12.8,-3.9,978.3,1017.6,5.7,1018.3,0.995266226,84.61,14441.83,1844.58,13.2,7.841
2021/1/8 6:00,11.7,-3.3,978.3,1017.5,5.3,1018.3,0.995266226,88.96,14203.605,1974.52,13.78,8.19
2021/1/8 7:00,10.6,-3.3,977.9,1017.2,4.7,1017.9,0.995266226,86.72,13965.38,2073.63,14.19,7.577
2021/1/8 8:00,10,-3.9,977.9,1017.3,4.3,1017.9,0.995266226,83.04,13141.45,2001.11,14.19,6.887
2021/1/8 9:00,10,-3.9,978.3,1017.5,4.3,1018.3,0.995266226,85.17,13089.83,2258.87,13.4,5.445
2021/1/8 10:00,9.4,-3.9,978.3,1017.6,4,1018.3,0.995266226,88.05,13400.68,2549.19,11.74,4.215
2021/1/8 11:00,8.3,-4.4,978.3,1017.6,3.2,1018.3,0.995266226,95.16,13690.25,3179.12,10.3,4.5372
2021/1/8 12:00,7.8,-4.4,978.3,1017.8,2.9,1018.3,0.995266226,100.74,13949.83,3641.69,9.44,4.8594
2021/1/8 13:00,7.2,-5,978.3,1017.8,2.4,1018.3,0.995266226,105.13,14095.65,3544.022857,9.67,5.1816
2021/1/8 14:00,6.7,-5.6,978.9,1018.4,2,1019,0.995266226,104.08,14001.78,3446.355714,9.47,5.5038
2021/1/8 15:00,7.2,-5.6,979.2,1018.7,2.3,1019.3,0.995266226,102.97,13824.5,3348.688571,9.78,5.826
2021/1/8 16:00,8.9,-6.1,979.6,1019.2,3,1019.6,0.995266226,102.38,13767.08,3251.021429,9.67,6.369
2021/1/8 17:00,12.8,-6.7,980.2,1019.9,4.9,1020.3,0.995266226,99.67,13453.5,3153.354286,9.64,7.046
2021/1/8 18:00,15.6,-7.2,979.9,1019.4,6.2,1020,0.995266226,94.13,13129.95,3055.687143,10.15,7.122
2021/1/8 19:00,16.7,-6.7,979.2,1018.6,6.9,1019.3,0.995266226,89.12,13176.965,2958.02,10.29,6.896
2021/1/8 20:00,18.3,-6.1,977.9,1017.1,7.8,1017.9,0.995266226,89.45,13223.98,2848.06,10.15,7.182
2021/1/8 21:00,18.9,-8.3,977,1016.2,7.6,1016.9,0.995266226,88.86,13715.7,2632.88,10.47,7.449
2021/1/8 22:00,19.4,-7.8,976.3,1015.5,8,1016.3,0.995266226,90.55,13666.77333,2374.81,10.37,8.223
2021/1/8 23:00,20,-7.2,976,1015.2,8.3,1015.9,0.995266226,86.21,13617.84667,2152.93,10.5,7.934
2021/1/9 0:00,19.4,-7.2,975.3,1014.6,8.1,1015.2,0.994011333,80.09,13568.92,1892.45,11.08,7.368
2021/1/9 1:00,18.3,-6.7,975.6,1015,7.7,1015.6,0.994011333,79,13574.05,1796.05,11.13,7.371
2021/1/9 2:00,15.6,-5.6,976.3,1015.6,6.6,1016.3,0.994011333,79.16,13554.3,1786.36,11.47,7.36
2021/1/9 3:00,15.6,-5,976.3,1015.9,6.8,1016.3,0.994011333,78.16,13532.07,1677.98,11.85,7.347
2021/1/9 4:00,13.9,-4.4,976,1015.6,6.1,1015.9,0.994011333,82.35,14137.7,1805.88,12.44,7.677
2021/1/9 5:00,13.3,-4.4,975.6,1015,5.8,1015.6,0.994011333,80.82,13632.63,1777.67,12.97,7.401
2021/1/9 6:00,13.3,-4.4,976,1015.2,5.8,1015.9,0.994011333,83.27,14079.63,1793.69,13.7,7.646
2021/1/9 7:00,10.6,-3.3,976.3,1015.6,4.7,1016.3,0.994011333,84.34,13819.82,1940.19,13.91,7.498
2021/1/9 8:00,10,-4.4,976,1015.3,4.1,1015.9,0.994011333,80.36,12964.22,1852.16,13.9,6.783
2021/1/9 9:00,9.4,-4.4,975.6,1015,3.8,1015.6,0.994011333,81.14,12866.05,2019.94,13.41,5.263
2021/1/9 10:00,7.8,-2.8,976,1015.4,3.4,1015.9,0.994011333,80.67,12767.88,2079.74,12.14,3.887
2021/1/9 11:00,7.2,-3.3,976.3,1015.4,3,1016.3,0.994011333,86.25,13332.97,2498.76,10.77,4.2785
2021/1/9 12:00,6.7,-4.4,975.6,1014.9,2.3,1015.6,0.994011333,91.19,13626.58,2920.48,9.65,4.67
2021/1/9 13:00,6.1,-4.4,974.7,1014.1,2,1014.6,0.994011333,94.95,13866.83,3182.36,9.45,5.0615
2021/1/9 14:00,5,-5,974.7,1014.3,1.2,1014.6,0.994011333,101.19,14522.73,3113.052857,9.27,5.453
2021/1/9 15:00,5.6,-5.6,975.3,1015,1.3,1015.2,0.994011333,107.86,14335.03,3043.745714,9.47,5.8445
2021/1/9 16:00,6.7,-4.4,977,1016.4,2.3,1016.9,0.994011333,105.63,14147.33,2974.438571,9.58,6.236
2021/1/9 17:00,9.4,-5,977.3,1016.8,3.6,1017.3,0.994011333,99.15,13959.63,2905.131429,9.93,7.14
2021/1/9 18:00,12.2,-5.6,977.3,1016.7,4.9,1017.3,0.994011333,92.92,13585.52,2835.824286,10.05,7.32
2021/1/9 19:00,15,-6.1,976.3,1015.8,6.2,1016.3,0.994011333,90.6,13428.78,2766.517143,10.34,7.294
2021/1/9 20:00,16.1,-6.7,975.3,1014.6,6.6,1015.2,0.994011333,87,13058.18,2697.21,10.07,7.089
