campus,bldgno,bldgname,tstamp,Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined mmBTU,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG,DOW,tstamp2
Tempe,, , ,2024,2,15,17,15314.4,1185.89,4141.6,7.01,108.96,19.92,4376,1093886,418,4162,1040122,398,587,146639,56,9124,2280647,34604,7.671,5,2024-02-15T17:00:00.000
Tempe,, , ,2024,2,15,18,14725.75,37.35,3726.15,7.03,101.99,18.64,4207,1051840,402,3744,935785,358,588,147075,56,8540,2134700,31223,7.977,5,2024-02-15T18:00:00.000
Tempe,, , ,2024,2,15,19,14081.1,0.53,3424.02,7.11,96.25,17.59,4023,1005793,384,3441,859908,329,596,148885,57,8059,2014586,28745,7.645,5,2024-02-15T19:00:00.000
Tempe,, , ,2024,2,15,20,13424.9,0.45,3097.28,7.09,90.06,16.46,3836,958922,366,3112,777852,297,593,148303,57,7541,1885076,26068,7.291,5,2024-02-15T20:00:00.000
Tempe,, , ,2024,2,15,21,12753.08,0.49,2780.02,7.4,84.28,15.4,3644,910934,348,2793,698175,267,620,154882,59,7057,1763991,23465,6.925,5,2024-02-15T21:00:00.000
Tempe,, , ,2024,2,15,22,11733.22,0.49,2529.69,7.16,77.55,14.17,3352,838088,320,2542,635306,243,599,149817,57,6494,1623211,21365,6.372,5,2024-02-15T22:00:00.000
Tempe,, , ,2024,2,15,23,11015.88,0.5,1992.58,7.06,68.55,12.53,3147,786849,301,2002,500416,191,591,147664,56,5740,1434928,16999,5.979,5,2024-02-15T23:00:00.000
Tempe,, , ,2024,2,16,0,10844.13,0.55,1930.61,6.86,67.03,12.25,3098,774581,296,1940,484853,185,575,143655,55,5613,1403089,16487,5.889,6,2024-02-16T00:00:00.000
Tempe,, , ,2024,2,16,1,10701.85,0.57,1841.83,7,65.62,11.99,3058,764418,292,1851,462558,177,586,146530,56,5495,1373507,15763,5.8100000000000005,6,2024-02-16T01:00:00.000
Tempe,, , ,2024,2,16,2,10551.85,0.53,1863.57,6.98,65.35,11.94,3015,753704,288,1873,468017,179,585,146131,56,5472,1367852,15922,5.73,6,2024-02-16T02:00:00.000
Tempe,, , ,2024,2,16,3,10495.07,0.55,1811.3,7.16,64.7,11.83,2999,749649,286,1820,454889,174,599,149758,57,5418,1354296,15499,5.698,6,2024-02-16T03:00:00.000
Tempe,, , ,2024,2,16,4,10540.95,0.54,1855.75,7.62,65.86,12.04,3012,752925,288,1865,466053,178,638,159467,61,5514,1378445,15859,5.724,6,2024-02-16T04:00:00.000
Tempe,, , ,2024,2,16,5,10902.92,0.51,1838.23,8.3,67.56,12.35,3115,778781,298,1847,461654,176,695,173662,66,5657,1414097,15753,5.921,6,2024-02-16T05:00:00.000
Tempe,, , ,2024,2,16,6,11326.13,0.58,1931.82,8.31,70.14,12.82,3236,809009,309,1941,485157,185,696,173914,66,5873,1468080,16543,6.149,6,2024-02-16T06:00:00.000
Tempe,, , ,2024,2,16,7,11514.45,32.78,1981.55,8.57,71.63,13.09,3290,822461,314,1991,497646,190,717,179281,69,5998,1499388,16959,6.235,6,2024-02-16T07:00:00.000
Tempe,, , ,2024,2,16,8,12013.27,1256.72,2055.89,8.51,74.17,13.56,3432,858091,328,2066,516316,197,713,178150,68,6211,1552558,17601,5.841,6,2024-02-16T08:00:00.000
Tempe,, , ,2024,2,16,9,12822.63,3482.55,2249.81,7.87,78.62,14.37,3664,915902,350,2261,565017,216,659,164643,63,6583,1645562,19230,5.072,6,2024-02-16T09:00:00.000
Tempe,, , ,2024,2,16,10,14429,5230.35,2738.66,7.4,89.5,16.36,4123,1030643,394,2752,687786,263,619,154814,59,7494,1873244,23295,4.993,6,2024-02-16T10:00:00.000
Tempe,, , ,2024,2,16,11,14909.35,5988.49,3169.96,6.97,95.89,17.53,4260,1064954,407,3185,796103,304,584,145975,56,8029,2007032,26792,4.845,6,2024-02-16T11:00:00.000
Tempe,, , ,2024,2,16,12,15430.13,6261.48,3481.4,6.87,101.3,18.51,4409,1102152,421,3498,874319,334,575,143807,55,8482,2120278,29333,4.978,6,2024-02-16T12:00:00.000
Tempe,, , ,2024,2,16,13,15713.45,6209.44,3729.39,6.78,105.15,19.22,4490,1122390,429,3747,936599,358,568,141941,54,8805,2200930,31344,5.161,6,2024-02-16T13:00:00.000
Tempe,, , ,2024,2,16,14,15808.88,5682.84,3765.93,6.6,105.74,19.33,4517,1129206,432,3784,945776,362,553,138174,53,8854,2213156,31646,5.498,6,2024-02-16T14:00:00.000
Tempe,, , ,2024,2,16,15,15872.6,4730.02,4006.36,6.75,108.98,19.92,4535,1133758,433,4026,1006158,385,565,141168,54,9125,2281083,33575,6.05,6,2024-02-16T15:00:00.000
Tempe,, , ,2024,2,16,16,15491.8,3094.51,3891.61,6.43,105.99,19.37,4426,1106558,423,3910,977339,374,539,134634,51,8875,2218531,32621,6.731,6,2024-02-16T16:00:00.000
Tempe,, , ,2024,2,16,17,15130.53,1192.78,3911.91,6.5,105.07,19.2,4323,1080752,413,3931,982438,376,544,135991,52,8798,2199182,32748,7.571,6,2024-02-16T17:00:00.000
Tempe,, , ,2024,2,16,18,14452.33,40.06,3511.5,6.76,98.22,17.95,4129,1032309,395,3528,881879,337,566,141575,54,8224,2055764,29480,7.826,6,2024-02-16T18:00:00.000
Tempe,, , ,2024,2,16,19,14099.28,0.52,3161.51,7.11,93.15,17.03,4028,1007091,385,3177,793982,304,595,148739,57,7800,1949813,26646,7.657,6,2024-02-16T19:00:00.000
Tempe,, , ,2024,2,16,20,13273.25,0.54,3031.97,7.01,88.68,16.21,3792,948090,362,3047,761450,291,587,146682,56,7426,1856222,25531,7.205,6,2024-02-16T20:00:00.000
Tempe,, , ,2024,2,16,21,12754,0.6,2841.04,7.07,84.68,15.48,3644,911000,348,2855,713499,273,592,147860,57,7090,1772359,23953,6.924,6,2024-02-16T21:00:00.000
Tempe,, , ,2024,2,16,22,11909.38,0.56,2557.91,6.87,78.2,14.29,3403,850670,325,2570,642393,246,575,143749,55,6548,1636812,21607,6.465,6,2024-02-16T22:00:00.000
Tempe,, , ,2024,2,16,23,11043.35,0.55,2170.36,6.64,70.36,12.86,3155,788811,301,2181,545064,208,556,138932,53,5892,1472807,18424,5.996,6,2024-02-16T23:00:00.000
Tempe,, , ,2024,2,17,0,10860.17,0.58,1948.82,6.83,67.27,12.3,3103,775727,296,1958,489426,187,572,142910,55,5633,1408063,16634,5.896,7,2024-02-17T00:00:00.000
Tempe,, , ,2024,2,17,1,10575.02,0.54,1911.63,6.65,65.67,12,3021,755359,289,1921,480086,184,557,139093,53,5499,1374539,16309,5.741,7,2024-02-17T01:00:00.000
Tempe,, , ,2024,2,17,2,10551.95,0.58,1814.42,6.8100000000000005,64.58,11.8,3015,753711,288,1823,455673,174,570,142454,54,5408,1351839,15529,5.731,7,2024-02-17T02:00:00.000
Tempe,, , ,2024,2,17,3,10459.77,0.54,1843.32,6.8100000000000005,64.62,11.81,2989,747127,286,1852,462931,177,570,142543,54,5411,1352602,15751,5.681,7,2024-02-17T03:00:00.000
Tempe,, , ,2024,2,17,4,10329.25,0.5,1794.47,7.05,63.82,11.67,2951,737804,282,1803,450663,172,590,147467,56,5344,1335934,15348,5.608,7,2024-02-17T04:00:00.000
Tempe,, , ,2024,2,17,5,10542.77,0.54,1939.8,7.62,66.87,12.22,3012,753056,288,1949,487162,186,638,159511,61,5600,1399729,16531,5.723,7,2024-02-17T05:00:00.000
Tempe,, , ,2024,2,17,6,10528.25,0.35,1875.78,7.93,66.36,12.13,3008,752018,287,1885,471083,180,664,165888,63,5557,1388989,16018,5.712,7,2024-02-17T06:00:00.000
Tempe,, , ,2024,2,17,7,10781.73,32.81,1921.79,8.04,67.89,12.41,3080,770124,294,1931,482638,184,673,168231,64,5685,1420992,16410,5.837,7,2024-02-17T07:00:00.000
Tempe,, , ,2024,2,17,8,10793.4,1294.03,1938.07,7.82,67.9,12.41,3084,770957,295,1947,486728,186,655,163630,63,5686,1421316,16541,5.155,7,2024-02-17T08:00:00.000
Tempe,, , ,2024,2,17,9,11274.25,3424.54,2168.89,7.1,71.59,13.09,3221,805304,308,2179,544696,208,594,148492,57,5995,1498492,18434,4.261,7,2024-02-17T09:00:00.000
Tempe,, , ,2024,2,17,10,11890.73,5185.11,2507.68,6.8100000000000005,77.47,14.16,3397,849338,325,2520,629779,241,570,142519,54,6487,1621636,21204,3.64,7,2024-02-17T10:00:00.000
Tempe,, , ,2024,2,17,11,13509.95,5811.24,3101.57,6.46,89.78,16.41,3860,964997,369,3116,778927,298,541,135229,52,7518,1879153,26110,4.18,7,2024-02-17T11:00:00.000
Tempe,, , ,2024,2,17,12,13853.28,6191.18,3308.09,6.53,93.49,17.09,3958,989520,378,3324,830792,318,547,136603,52,7829,1956915,27795,4.16,7,2024-02-17T12:00:00.000
Tempe,, , ,2024,2,17,13,14299.38,6260.31,3580.89,6.75,98.52,18.01,4086,1021384,390,3598,899304,344,566,141366,54,8249,2062055,30020,4.366,7,2024-02-17T13:00:00.000
Tempe,, , ,2024,2,17,14,14560.9,5654.11,3538.95,6.16,98.32,17.97,4160,1040065,397,3556,888771,340,516,129013,49,8232,2057849,29710,4.835,7,2024-02-17T14:00:00.000
Tempe,, , ,2024,2,17,15,14527.3,4690,3959.3,6.29,103.37,18.89,4151,1037665,397,3978,994339,380,527,131622,50,8656,2163625,33070,5.339,7,2024-02-17T15:00:00.000
Tempe,, , ,2024,2,17,16,14276.5,3096.05,3962.35,6.38,102.64,18.76,4079,1019750,390,3981,995104,380,534,133481,51,8594,2148335,33070,6.07,7,2024-02-17T16:00:00.000
Tempe,, , ,2024,2,17,17,13943.05,926.78,3650.23,6.28,97.66,17.85,3984,995933,381,3668,916718,350,526,131448,50,8177,2044098,30541,7.066,7,2024-02-17T17:00:00.000
Tempe,, , ,2024,2,17,18,13714.08,70.38,3615.19,6.68,96.85,17.7,3918,979577,374,3633,907919,347,559,139724,53,8110,2027220,30239,7.412,7,2024-02-17T18:00:00.000
Tempe,, , ,2024,2,17,19,13346.3,0.51,3213.95,6.74,90.85,16.6,3813,953308,364,3229,807151,309,564,141025,54,7607,1901484,26993,7.247,7,2024-02-17T19:00:00.000
Tempe,, , ,2024,2,17,20,13056.18,0.53,3099.71,6.6,88.35,16.15,3730,932584,356,3115,778462,298,553,138113,53,7398,1849159,26052,7.089,7,2024-02-17T20:00:00.000
Tempe,, , ,2024,2,17,21,12335.02,0.53,2846.41,6.26,82.5,15.08,3524,881074,337,2860,714846,273,524,130984,50,6908,1726904,23956,6.697,7,2024-02-17T21:00:00.000
Tempe,, , ,2024,2,17,22,11939.2,0.57,2570.19,6.53,78.11,14.28,3411,852800,326,2583,645478,247,547,136649,52,6541,1634928,21708,6.484,7,2024-02-17T22:00:00.000
Tempe,, , ,2024,2,17,23,10838.25,0.53,2096.05,6.44,68.57,12.53,3097,774161,296,2106,526401,201,539,134745,52,5742,1435307,17809,5.884,7,2024-02-17T23:00:00.000
Tempe,, , ,2024,2,18,0,10280.77,0.58,1946.42,6.39,64.82,11.85,2937,734341,281,1956,488823,187,535,133673,51,5428,1356837,16559,5.583,1,2024-02-18T00:00:00.000
Tempe,, , ,2024,2,18,1,10146.6,0.52,1862.37,6.5,63.47,11.6,2899,724757,277,1871,467716,179,545,136117,52,5315,1328590,15874,5.509,1,2024-02-18T01:00:00.000
Tempe,, , ,2024,2,18,2,9997.7,0.41,1902.07,6.52,63.46,11.6,2856,714122,273,1911,477686,183,546,136550,52,5314,1328359,16177,5.43,1,2024-02-18T02:00:00.000
Tempe,, , ,2024,2,18,3,9930.3,0.39,1873.66,6.83,63.2,11.55,2837,709307,271,1883,470550,180,572,142893,55,5292,1322751,15943,5.393,1,2024-02-18T03:00:00.000
Tempe,, , ,2024,2,18,4,9943.11,0.33,1775.58,7.16,62.39,11.4,2841,710222,271,1784,445919,170,599,149760,57,5224,1305901,15160,5.396,1,2024-02-18T04:00:00.000
Tempe,, , ,2024,2,18,5,10186.27,0.4,1901.14,6.95,64.52,11.79,2910,727591,278,1910,477452,183,582,145417,56,5402,1350460,16188,5.53,1,2024-02-18T05:00:00.000
Tempe,, , ,2024,2,18,6,10399.88,0.35,1947.89,7.33,66.19,12.1,2971,742849,284,1957,489193,187,614,153482,59,5543,1385523,16582,5.647,1,2024-02-18T06:00:00.000
Tempe,, , ,2024,2,18,7,10526.73,49.54,2026.58,7.35,67.58,12.35,3008,751909,287,2036,508955,195,615,153732,59,5659,1414596,17224,5.6899999999999995,1,2024-02-18T07:00:00.000
Tempe,, , ,2024,2,18,8,10729.23,1102.34,2067.42,7.33,68.75,12.57,3065,766374,293,2077,519211,198,614,153436,59,5757,1439021,17570,5.226,1,2024-02-18T08:00:00.000
Tempe,, , ,2024,2,18,9,11545.45,3138.61,2400.89,6.75,74.95,13.7,3299,824675,315,2412,602961,230,565,141168,54,6276,1568804,20316,4.564,1,2024-02-18T09:00:00.000
Tempe,, , ,2024,2,18,10,12672.4,4880.95,2911.64,6.55,84.73,15.49,3621,905172,346,2926,731231,280,549,137176,52,7095,1773578,24510,4.232,1,2024-02-18T10:00:00.000
Tempe,, , ,2024,2,18,11,13924.67,5854.15,3413.08,6.48,94.95,17.35,3978,994620,380,3430,857162,328,542,135513,52,7950,1987294,28642,4.383,1,2024-02-18T11:00:00.000
Tempe,, , ,2024,2,18,12,13912.3,6160.96,3678.82,6.44,98.05,17.92,3975,993736,380,3697,923898,353,539,134699,51,8210,2052333,30767,4.21,1,2024-02-18T12:00:00.000
Tempe,, , ,2024,2,18,13,14967.93,6091.24,4124.83,6.1,106.67,19.5,4277,1069138,409,4145,1035910,396,511,127622,49,8932,2232671,34436,4.819,1,2024-02-18T13:00:00.000
Tempe,, , ,2024,2,18,14,15135.42,5671.77,4313.64,5.92,109.33,19.98,4324,1081102,413,4334,1083327,414,496,123856,47,9154,2288285,35963,5.14,1,2024-02-18T14:00:00.000
Tempe,, , ,2024,2,18,15,15343.53,4712.55,4463.1,6.08,111.99,20.47,4384,1095967,419,4485,1120862,428,509,127249,49,9378,2344077,37178,5.772,1,2024-02-18T15:00:00.000
Tempe,, , ,2024,2,18,16,15053.7,3127.63,4498.09,5.92,111.27,20.34,4301,1075265,411,4520,1129649,432,496,123972,47,9317,2328886,37430,6.477,1,2024-02-18T16:00:00.000
Tempe,, , ,2024,2,18,17,14206.98,1200.37,4230.84,6.09,105.34,19.25,4059,1014784,388,4251,1062532,406,510,127547,49,8821,2204863,35211,7.062,1,2024-02-18T17:00:00.000
Tempe,, , ,2024,2,18,18,14234.9,44.36,3825.55,6.14,100.62,18.39,4067,1016779,389,3844,960749,367,514,128531,49,8425,2106060,31971,7.707,1,2024-02-18T18:00:00.000
Tempe,, , ,2024,2,18,19,14060.5,0.48,3648.34,6.73,98.49,18,4017,1004322,384,3666,916243,350,563,140836,54,8247,2061401,30537,7.635,1,2024-02-18T19:00:00.000
Tempe,, , ,2024,2,18,20,13520.33,0.5,3225.24,6.57,91.41,16.71,3863,965738,369,3241,809986,310,551,137597,53,7654,1913321,27100,7.342,1,2024-02-18T20:00:00.000
Tempe,, , ,2024,2,18,21,12960.2,0.52,3188.38,6.7,89.19,16.3,3703,925729,354,3204,800730,306,561,140324,54,7468,1866783,26752,7.037,1,2024-02-18T21:00:00.000
Tempe,, , ,2024,2,18,22,12041.38,0.53,2764.01,6.65,80.9,14.79,3440,860099,329,2777,694155,265,556,139078,53,6774,1693331,23269,6.539,1,2024-02-18T22:00:00.000
Tempe,, , ,2024,2,18,23,11033.57,0.54,2309.72,6.55,71.92,13.15,3152,788113,301,2321,580064,222,549,137153,52,6022,1505330,19538,5.991,1,2024-02-18T23:00:00.000
Tempe,, , ,2024,2,19,0,10793.92,0.43,2199.86,6.44,69.67,12.73,3084,770995,295,2210,552473,211,540,134847,52,5834,1458315,18636,5.862,2,2024-02-19T00:00:00.000
Tempe,, , ,2024,2,19,1,10682.7,0.35,2199.7,6.63,69.48,12.7,3052,763050,292,2210,552431,211,555,138828,53,5818,1454310,18624,5.801,2,2024-02-19T01:00:00.000
Tempe,, , ,2024,2,19,2,10567.47,0.37,2049.78,6.66,67.31,12.3,3019,754820,288,2060,514782,197,557,139331,53,5636,1408932,17413,5.736,2,2024-02-19T02:00:00.000
Tempe,, , ,2024,2,19,3,10485.48,0.37,2071.32,6.86,67.49,12.34,2996,748963,286,2081,520193,199,574,143477,55,5651,1412632,17578,5.692,2,2024-02-19T03:00:00.000
Tempe,, , ,2024,2,19,4,10546.92,0.38,1942.72,7.25,66.55,12.16,3013,753352,288,1952,487893,187,607,151698,58,5572,1392944,16555,5.727,2,2024-02-19T04:00:00.000
Tempe,, , ,2024,2,19,5,10937.05,0.41,2124.51,7.4,70.21,12.83,3125,781218,299,2135,533548,204,619,154767,59,5879,1469534,18047,5.939,2,2024-02-19T05:00:00.000
Tempe,, , ,2024,2,19,6,11452.3,0.36,2195.84,7.8100000000000005,73.23,13.39,3272,818022,313,2206,551464,211,654,163348,62,6132,1532834,18667,6.217,2,2024-02-19T06:00:00.000
Tempe,, , ,2024,2,19,7,12336.33,41.27,2278.6,7.85,77.29,14.13,3525,881166,337,2290,572248,219,658,164369,63,6472,1617783,19414,6.677,2,2024-02-19T07:00:00.000
Tempe,, , ,2024,2,19,8,12633.95,1363.4,2494.41,7.45,80.49,14.71,3610,902425,345,2506,626447,239,624,155933,60,6740,1684805,21169,6.122,2,2024-02-19T08:00:00.000
Tempe,, , ,2024,2,19,9,13604.3,3520.74,2761.71,7.35,86.91,15.89,3887,971736,371,2775,693576,265,616,153921,59,7278,1819233,23400,5.474,2,2024-02-19T09:00:00.000
Tempe,, , ,2024,2,19,10,14714.9,5160.99,3349.04,6.82,97.22,17.77,4204,1051065,402,3365,841077,322,571,142778,55,8141,2034920,28205,5.188,2,2024-02-19T10:00:00.000
Tempe,, , ,2024,2,19,11,16058.28,5868.38,3851.21,6.54,107.54,19.66,4588,1147020,438,3870,967192,370,547,136815,52,9005,2251027,32352,5.535,2,2024-02-19T11:00:00.000
Tempe,, , ,2024,2,19,12,16828.07,6421.46,4611.18,5.88,118.63,21.68,4808,1202006,459,4633,1158052,443,492,122957,47,9933,2483014,38505,5.651,2,2024-02-19T12:00:00.000
Tempe,, , ,2024,2,19,13,16848.95,6428.85,4816.43,5.99,121.28,22.17,4814,1203497,460,4840,1209598,462,502,125401,48,10155,2538496,40149,5.658,2,2024-02-19T13:00:00.000
Tempe,, , ,2024,2,19,14,17294.38,5723.39,5091.63,5.88,125.99,23.03,4941,1235313,472,5116,1278711,489,492,122977,47,10549,2637001,42394,6.284,2,2024-02-19T14:00:00.000
Tempe,, , ,2024,2,19,15,17208.03,4193.69,5132.34,5.6899999999999995,126,23.03,4917,1229145,470,5157,1288935,493,477,119163,46,10550,2637244,42711,7.068,2,2024-02-19T15:00:00.000
Tempe,, , ,2024,2,19,16,17212.65,1834.52,5036.3,5.95,125.11,22.87,4918,1229475,470,5061,1264815,483,498,124449,48,10476,2618740,41943,8.35,2,2024-02-19T16:00:00.000
Tempe,, , ,2024,2,19,17,16388.53,791.98,4748.48,5.96,118.86,21.72,4682,1170609,447,4771,1192534,456,499,124672,48,9953,2487816,39562,8.468,2,2024-02-19T17:00:00.000
Tempe,, , ,2024,2,19,18,15746.28,39.3,4438.45,6.28,113.27,20.7,4499,1124734,430,4460,1114673,426,526,131360,50,9484,2370768,37020,8.529,2,2024-02-19T18:00:00.000
Tempe,, , ,2024,2,19,19,15271.05,0.52,4215.72,6.66,109.36,19.99,4363,1090790,417,4236,1058735,405,558,139453,53,9157,2288978,35192,8.291,2,2024-02-19T19:00:00.000
Tempe,, , ,2024,2,19,20,14233.95,0.53,3749.3,6.8,100.36,18.34,4067,1016711,389,3767,941599,360,569,142268,54,8403,2100577,31361,7.729,2,2024-02-19T20:00:00.000
Tempe,, , ,2024,2,19,21,13893.5,0.52,3467.65,7.05,96.07,17.56,3970,992393,379,3484,870864,333,591,147598,56,8044,2010855,29076,7.5440000000000005,2,2024-02-19T21:00:00.000
Tempe,, , ,2024,2,19,22,13371.3,0.5,3132.44,6.55,89.76,16.41,3820,955093,365,3148,786682,301,548,137017,52,7516,1878792,26344,7.261,2,2024-02-19T22:00:00.000
Tempe,, , ,2024,2,19,23,12487.72,0.42,2903.77,6.51,83.97,15.35,3568,891981,341,2918,729252,279,545,136261,52,7031,1757494,24429,6.781,2,2024-02-19T23:00:00.000
Tempe,, , ,2024,2,20,0,11770.95,0.57,2652.81,6.59,78.59,14.36,3363,840782,321,2666,666227,255,552,137985,53,6581,1644994,22353,6.39,3,2024-02-20T00:00:00.000
Tempe,, , ,2024,2,20,1,11321.82,0.62,2503,6.39,75.06,13.72,3235,808702,309,2515,628603,240,535,133809,51,6285,1571115,21111,6.148,3,2024-02-20T01:00:00.000
Tempe,, , ,2024,2,20,2,11363.63,0.58,2435.7,6.41,74.41,13.6,3247,811688,310,2447,611702,234,537,134179,51,6231,1557570,20577,6.17,3,2024-02-20T02:00:00.000
Tempe,, , ,2024,2,20,3,10777.3,0.58,2287.52,6.57,70.8,12.94,3079,769807,294,2299,574487,220,551,137593,53,5928,1481888,19335,5.851,3,2024-02-20T03:00:00.000
Tempe,, , ,2024,2,20,4,10574.9,0.58,2136.77,6.72,68.44,12.51,3021,755350,289,2147,536628,205,563,140641,54,5731,1432620,18110,5.742,3,2024-02-20T04:00:00.000
Tempe,, , ,2024,2,20,5,10865.32,0.58,2101.09,7.41,69.7,12.74,3104,776095,297,2111,527668,202,621,155152,59,5836,1458916,17852,5.899,3,2024-02-20T05:00:00.000
Tempe,, , ,2024,2,20,6,11464.2,0.56,2316.21,7.38,74.29,13.58,3275,818872,313,2327,581693,222,618,154410,59,6221,1554975,19631,6.225,3,2024-02-20T06:00:00.000
Tempe,, , ,2024,2,20,7,11785.17,62.23,2164.44,7.57,73.75,13.48,3367,841799,322,2175,543577,208,634,158349,61,6176,1543725,18448,6.365,3,2024-02-20T07:00:00.000
Tempe,, , ,2024,2,20,8,12285.53,1633.84,2349.75,7.6899999999999995,77.8,14.22,3510,877538,335,2361,590116,226,644,160844,61,6515,1628498,19978,5.784,3,2024-02-20T08:00:00.000
Tempe,, , ,2024,2,20,9,13316.77,3662.94,2684.72,6.91,84.57,15.46,3805,951199,364,2698,674241,258,579,144659,55,7081,1770098,22757,5.244,3,2024-02-20T09:00:00.000
Tempe,, , ,2024,2,20,10,15392.27,5119.47,3427.86,6.6,100.26,18.32,4398,1099449,420,3444,860873,329,553,138131,53,8395,2098453,28901,5.578,3,2024-02-20T10:00:00.000
Tempe,, , ,2024,2,20,11,16175.67,6102.99,4255.13,6.41,112.67,20.59,4622,1155406,442,4276,1068632,408,537,134243,51,9434,2358281,35594,5.47,3,2024-02-20T11:00:00.000
Tempe,, , ,2024,2,20,12,17278.97,6461.29,4645.37,5.97,120.68,22.06,4937,1234213,472,4668,1166638,446,500,125021,48,10105,2525871,38822,5.874,3,2024-02-20T12:00:00.000
Tempe,, , ,2024,2,20,13,17921.63,6434.1,5260.03,5.95,130.22,23.8,5120,1280117,489,5285,1321004,505,498,124484,48,10904,2725605,43801,6.239,3,2024-02-20T13:00:00.000
Tempe,, , ,2024,2,20,14,17876.52,5957.3,5384.66,5.97,131.58,24.05,5108,1276895,488,5411,1352304,517,500,124863,48,11018,2754062,44794,6.473,3,2024-02-20T14:00:00.000
Tempe,, , ,2024,2,20,15,17655.85,4950.88,5465.68,5.83,131.66,24.06,5045,1261133,482,5492,1372651,525,488,121933,47,11024,2755717,45421,6.899,3,2024-02-20T15:00:00.000
Tempe,, , ,2024,2,20,16,17426.07,3444.54,5455.12,5.85,130.78,23.9,4979,1244720,476,5481,1369999,524,490,122532,47,10951,2737252,45314,7.592,3,2024-02-20T16:00:00.000
Tempe,, , ,2024,2,20,17,16946.47,1400.06,5331.89,5.86,127.67,23.33,4842,1210463,463,5358,1339051,512,491,122620,47,10690,2672133,44282,8.441,3,2024-02-20T17:00:00.000
Tempe,, , ,2024,2,20,18,16007.35,93.62,4982.45,6.16,120.57,22.04,4574,1143383,437,5006,1251292,478,516,128898,49,10096,2523573,41397,8.641,3,2024-02-20T18:00:00.000
Tempe,, , ,2024,2,20,19,15159.55,0.54,4465.39,6.24,111.55,20.39,4331,1082825,414,4487,1121439,429,522,130502,50,9340,2334766,37179,8.231,3,2024-02-20T19:00:00.000
Tempe,, , ,2024,2,20,20,13895.95,62.15,3622.83,6.86,97.75,17.87,3970,992568,379,3640,909838,348,575,143594,55,8185,2046000,30317,7.5120000000000005,3,2024-02-20T20:00:00.000
Tempe,, , ,2024,2,20,21,14095.5,0.52,3440.13,6.79,96.16,17.58,4027,1006822,385,3457,863954,330,568,142009,54,8052,2012785,28875,7.654,3,2024-02-20T21:00:00.000
Tempe,, , ,2024,2,20,22,13344.92,0.53,3172.91,6.52,90.13,16.47,3813,953209,364,3188,796845,305,546,136491,52,7547,1886545,26665,7.247,3,2024-02-20T22:00:00.000
Tempe,, , ,2024,2,20,23,12457.38,0.55,2992.11,6.58,84.99,15.53,3559,889813,340,3007,751439,287,551,137750,53,7117,1779002,25133,6.765,3,2024-02-20T23:00:00.000
Tempe,, , ,2024,2,21,0,11861.38,0.57,2837.61,6.64,81.17,14.84,3389,847241,324,2851,712637,272,556,138990,53,6796,1698868,23840,6.441,4,2024-02-21T00:00:00.000
Tempe,, , ,2024,2,21,1,11588.48,0.59,2717.29,6.58,78.73,14.39,3311,827749,316,2730,682420,261,551,137793,53,6593,1647962,22851,6.291,4,2024-02-21T01:00:00.000
Tempe,, , ,2024,2,21,2,10959.98,0.59,2478.22,6.46,73.59,13.45,3131,782856,299,2490,622380,238,541,135093,52,6162,1540329,20878,5.951,4,2024-02-21T02:00:00.000
Tempe,, , ,2024,2,21,3,10667.1,0.55,2366.7,6.65,71.45,13.06,3048,761936,291,2378,594372,227,557,139151,53,5983,1495459,19958,5.792,4,2024-02-21T03:00:00.000
Tempe,, , ,2024,2,21,4,11002.27,0.6,2411.88,6.73,73.21,13.38,3144,785877,300,2423,605719,232,563,140747,54,6130,1532343,20352,5.973,4,2024-02-21T04:00:00.000
Tempe,, , ,2024,2,21,5,11446.42,0.59,2494.36,7.17,76.16,13.92,3270,817602,312,2506,626434,239,601,150157,57,6378,1594194,21054,6.215,4,2024-02-21T05:00:00.000
Tempe,, , ,2024,2,21,6,11998.55,0.58,2683.7,7.34,80.49,14.71,3428,857040,328,2697,673984,258,615,153702,59,6740,1684725,22622,6.515,4,2024-02-21T06:00:00.000
Tempe,, , ,2024,2,21,7,12186.67,41.86,2662.49,7.5,81.03,14.81,3482,870477,333,2675,668658,256,628,156997,60,6785,1696131,22470,6.594,4,2024-02-21T07:00:00.000
Tempe,, , ,2024,2,21,8,12577.13,1505.51,2712.73,7.36,82.82,15.14,3593,898366,343,2726,681274,260,616,153975,59,6935,1733616,22910,6.011,4,2024-02-21T08:00:00.000
Tempe,, , ,2024,2,21,9,13786.48,3646.37,3190.09,7.07,92.39,16.89,3939,984749,376,3205,801160,306,592,147887,57,7736,1933796,26845,5.507,4,2024-02-21T09:00:00.000
Tempe,, , ,2024,2,21,10,14867.73,5020.88,3715.89,6.6899999999999995,102.02,18.65,4248,1061981,406,3734,933207,357,561,140111,54,8542,2135299,31155,5.346,4,2024-02-21T10:00:00.000
Tempe,, , ,2024,2,21,11,15904.45,5982.14,4331.81,6.59,112.84,20.63,4544,1136033,434,4353,1087892,416,552,138011,53,9449,2361936,36182,5.388,4,2024-02-21T11:00:00.000
