campus,bldgno,bldgname,tstamp,Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined mmBTU,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG,DOW,tstamp2
Tempe,, , ,2023,1,1,16,11911.15,31.49,3066.81,8.66,86.1,15.74,3403,850797,325,3082,770199,294,725,181139,69,7210,1802135,25679,6.452,1,2023-01-01T16:00:00.000
Tempe,, , ,2023,1,1,17,11479.15,9.86,2815.7,9.53,82.48,15.08,3280,819940,313,2829,707134,270,798,199368,76,6907,1726442,23628,6.229,1,2023-01-01T17:00:00.000
Tempe,, , ,2023,1,1,18,11111.75,1.6600000000000001,2645.38,9.74,79.4,14.51,3175,793697,303,2658,664361,254,815,203801,78,6648,1661858,22231,6.032,1,2023-01-01T18:00:00.000
Tempe,, , ,2023,1,1,19,11217.72,1.71,2606.98,9.6,79.16,14.47,3205,801266,306,2620,654718,250,804,200979,77,6629,1656964,21934,6.09,1,2023-01-01T19:00:00.000
Tempe,, , ,2023,1,1,20,11505.05,1.8,2572.62,9.54,79.67,14.56,3287,821790,314,2585,646088,247,799,199656,76,6671,1667534,21686,6.244,1,2023-01-01T20:00:00.000
Tempe,, , ,2023,1,1,21,11204.55,1.9300000000000002,2598.48,9.51,78.92,14.43,3201,800325,306,2611,652582,249,796,199027,76,6609,1651933,21864,6.082,1,2023-01-01T21:00:00.000
Tempe,, , ,2023,1,1,22,10698.63,1.9,2415.41,9.49,74.98,13.71,3057,764188,292,2427,606605,232,795,198690,76,6279,1569484,20351,5.807,1,2023-01-01T22:00:00.000
Tempe,, , ,2023,1,1,23,10432.45,2,2318.18,9.3,72.72,13.29,2981,745175,285,2329,582188,223,779,194634,74,6089,1521998,19548,5.663,1,2023-01-01T23:00:00.000
Tempe,, , ,2023,1,2,0,10727.65,1.99,2314.98,8.77,73.15,13.37,3065,766261,293,2326,581383,222,734,183502,70,6125,1531147,19550,5.823,2,2023-01-02T00:00:00.000
Tempe,, , ,2023,1,2,1,10685.65,2.03,2278.1,8.82,72.62,13.27,3053,763261,292,2289,572122,219,738,184559,71,6081,1519942,19251,5.802,2,2023-01-02T01:00:00.000
Tempe,, , ,2023,1,2,2,10674.65,2.19,2278.49,9.11,72.87,13.32,3050,762475,291,2289,572221,219,763,190594,73,6102,1525290,19254,5.795,2,2023-01-02T02:00:00.000
Tempe,, , ,2023,1,2,3,10743.4,2.26,2237.34,9.42,72.93,13.33,3070,767386,293,2248,561885,215,789,197140,75,6106,1526411,18931,5.833,2,2023-01-02T03:00:00.000
Tempe,, , ,2023,1,2,4,10981.48,2.52,2283.11,10.08,74.94,13.7,3138,784391,300,2294,573380,219,844,210888,81,6275,1568659,19320,5.962,2,2023-01-02T04:00:00.000
Tempe,, , ,2023,1,2,5,11511.67,2.71,2351.81,10.61,78.11,14.28,3289,822263,314,2363,590634,226,888,221952,85,6540,1634849,19921,6.25,2,2023-01-02T05:00:00.000
Tempe,, , ,2023,1,2,6,12486.53,2.6,2531.17,10.74,83.72,15.3,3568,891895,341,2543,635678,243,899,224750,86,7010,1752323,21449,6.779,2,2023-01-02T06:00:00.000
Tempe,, , ,2023,1,2,7,12455.58,6.11,2629.72,11.19,85.24,15.58,3559,889684,340,2642,660428,252,937,234115,89,7138,1784228,22234,6.76,2,2023-01-02T07:00:00.000
Tempe,, , ,2023,1,2,8,11871.63,275.19,2592.75,10.92,82.54,15.09,3392,847974,324,2605,651144,249,914,228490,87,6911,1727608,21883,6.299,2,2023-01-02T08:00:00.000
Tempe,, , ,2023,1,2,9,11856.65,2382.47,2547.19,9.69,80.72,14.75,3388,846904,324,2559,639701,245,812,202885,78,6759,1689490,21517,5.145,2,2023-01-02T09:00:00.000
Tempe,, , ,2023,1,2,10,11977.38,3558.81,2637.26,9.2,81.72,14.94,3422,855527,327,2650,662320,253,770,192552,74,6842,1710399,22249,4.571,2,2023-01-02T10:00:00.000
Tempe,, , ,2023,1,2,11,12187.33,5323.17,2889.02,8.49,84.74,15.49,3482,870524,333,2903,725549,277,711,177656,68,7096,1773728,24283,3.729,2,2023-01-02T11:00:00.000
Tempe,, , ,2023,1,2,12,12346.55,5649,3061.54,8.37,87.23,15.94,3528,881897,337,3076,768875,294,701,175105,67,7304,1825876,25678,3.636,2,2023-01-02T12:00:00.000
Tempe,, , ,2023,1,2,13,12381.23,5129.32,3036.25,8.43,87.12,15.92,3537,884374,338,3051,762524,291,706,176506,67,7295,1823404,25479,3.9370000000000003,2,2023-01-02T13:00:00.000
Tempe,, , ,2023,1,2,14,12194,4124.54,3059.93,8.38,86.71,15.85,3484,871000,333,3075,768471,294,702,175368,67,7260,1814839,25651,4.385,2,2023-01-02T14:00:00.000
Tempe,, , ,2023,1,2,15,12171.65,2782.7,3022.53,8.87,86.67,15.84,3478,869404,332,3037,759077,290,742,185534,71,7257,1814015,25349,5.099,2,2023-01-02T15:00:00.000
Tempe,, , ,2023,1,2,16,12062.82,1375.16,2977.45,9.42,86.31,15.78,3447,861631,329,2992,747757,286,789,197201,75,7227,1806588,24978,5.804,2,2023-01-02T16:00:00.000
Tempe,, , ,2023,1,2,17,12044.33,389.19,2949.67,9.29,85.78,15.68,3441,860309,329,2964,740781,283,777,194325,74,7183,1795415,24754,6.328,2,2023-01-02T17:00:00.000
Tempe,, , ,2023,1,2,18,12037.85,13.32,2794.05,9.76,84.37,15.42,3439,859847,329,2808,701699,268,818,204362,78,7065,1765908,23509,6.526,2,2023-01-02T18:00:00.000
Tempe,, , ,2023,1,2,19,11526.33,1.53,2715.78,10.09,82.01,14.99,3293,823309,315,2729,682040,261,845,211231,81,6867,1716580,22834,6.259,2,2023-01-02T19:00:00.000
Tempe,, , ,2023,1,2,20,10984.8,1.63,2604.21,9.64,78.37,14.32,3139,784629,300,2617,654021,250,807,201676,77,6562,1640325,21889,5.965,2,2023-01-02T20:00:00.000
Tempe,, , ,2023,1,2,21,11017.48,1.67,2501.72,9.4,77.01,14.08,3148,786963,301,2514,628281,240,787,196631,75,6448,1611874,21072,5.982,2,2023-01-02T21:00:00.000
Tempe,, , ,2023,1,2,22,11169.75,1.6600000000000001,2547.08,9.02,77.7,14.2,3191,797840,305,2559,639673,245,756,188828,72,6506,1626341,21450,6.065,2,2023-01-02T22:00:00.000
Tempe,, , ,2023,1,2,23,10870.17,1.65,2389.65,9.03,74.79,13.67,3106,776441,297,2401,600137,229,756,188905,72,6263,1565484,20162,5.904,2,2023-01-02T23:00:00.000
Tempe,, , ,2023,1,3,0,10967.85,1.76,2390.72,8.61,74.72,13.66,3134,783418,299,2402,600406,230,721,180093,69,6256,1563917,20179,5.955,3,2023-01-03T00:00:00.000
Tempe,, , ,2023,1,3,1,11128.5,1.9100000000000001,2403.59,8.64,75.45,13.79,3180,794893,304,2415,603637,231,723,180780,69,6318,1579311,20298,6.042,3,2023-01-03T01:00:00.000
Tempe,, , ,2023,1,3,2,11126.45,2.08,2358.72,8.64,74.91,13.69,3179,794747,304,2370,592370,226,724,180840,69,6273,1567957,19939,6.041,3,2023-01-03T02:00:00.000
Tempe,, , ,2023,1,3,3,10967.9,2.09,2418.01,9.14,75.58,13.81,3134,783422,299,2430,607260,232,765,191325,73,6329,1582007,20398,5.954,3,2023-01-03T03:00:00.000
Tempe,, , ,2023,1,3,4,11140.63,1.9100000000000001,2391.97,9.5,76.21,13.93,3183,795759,304,2403,600720,230,795,198763,76,6382,1595242,20206,6.048,3,2023-01-03T04:00:00.000
Tempe,, , ,2023,1,3,5,11793.37,2.3,2436,10.45,79.92,14.61,3370,842384,322,2448,611778,234,875,218631,84,6692,1672793,20621,6.4030000000000005,3,2023-01-03T05:00:00.000
Tempe,, , ,2023,1,3,6,12299.55,2.13,2553.86,10.72,83.33,15.23,3514,878540,336,2566,641376,245,897,224284,86,6978,1744201,21613,6.678,3,2023-01-03T06:00:00.000
Tempe,, , ,2023,1,3,7,12827.13,5.05,2815.57,11.06,88.61,16.2,3665,916224,350,2829,707102,270,926,231436,88,7420,1854761,23757,6.966,3,2023-01-03T07:00:00.000
Tempe,, , ,2023,1,3,8,12617.88,184.21,2783.47,10.71,87.16,15.93,3605,901277,344,2797,699039,267,897,224090,86,7299,1824406,23480,6.752,3,2023-01-03T08:00:00.000
Tempe,, , ,2023,1,3,9,12817.5,1490.6,2783.68,9.77,86.91,15.89,3662,915536,350,2797,699094,267,818,204473,78,7277,1819103,23501,6.152,3,2023-01-03T09:00:00.000
Tempe,, , ,2023,1,3,10,12357.05,3339.2,2895.43,9.29,86.2,15.76,3531,882647,337,2909,727157,278,778,194527,74,7218,1804331,24350,4.898,3,2023-01-03T10:00:00.000
Tempe,, , ,2023,1,3,11,12327.95,3959.56,3105.8,8.52,87.85,16.06,3522,880568,337,3121,779991,298,713,178224,68,7356,1838782,26031,4.543,3,2023-01-03T11:00:00.000
Tempe,, , ,2023,1,3,12,12505.02,5286.45,3459.6,8.62,92.8,16.96,3573,893216,341,3476,868845,332,722,180406,69,7771,1942468,28878,3.923,3,2023-01-03T12:00:00.000
Tempe,, , ,2023,1,3,13,12518.73,3247.09,3550.63,8.7,94.02,17.18,3577,894195,342,3568,891706,341,728,182033,70,7873,1967934,29608,5.035,3,2023-01-03T13:00:00.000
Tempe,, , ,2023,1,3,14,12533.5,4653.44,3807.41,8.1,96.55,17.65,3581,895250,342,3826,956194,366,678,169487,65,8085,2020931,31663,4.279,3,2023-01-03T14:00:00.000
Tempe,, , ,2023,1,3,15,12375.73,3699.04,3746.74,8.2,95.39,17.43,3536,883981,338,3765,940958,360,686,171574,66,7987,1996513,31163,4.712,3,2023-01-03T15:00:00.000
Tempe,, , ,2023,1,3,16,12199.25,2108.77,3806.7,8.27,95.58,17.47,3486,871375,333,3825,956013,365,693,173088,66,8003,2000477,31625,5.481,3,2023-01-03T16:00:00.000
Tempe,, , ,2023,1,3,17,12761.85,694.05,3715.79,8.8,96.93,17.72,3646,911561,348,3734,933184,357,737,184099,70,8117,2028843,30952,6.552,3,2023-01-03T17:00:00.000
Tempe,, , ,2023,1,3,18,12421.08,308.99,3609.53,8.89,94.58,17.29,3549,887220,339,3627,906496,347,744,185954,71,7920,1979670,30069,6.575,3,2023-01-03T18:00:00.000
Tempe,, , ,2023,1,3,19,12115.58,42.08,3385.57,9.64,91.61,16.74,3462,865399,331,3402,850253,325,807,201770,77,7671,1917422,28249,6.557,3,2023-01-03T19:00:00.000
Tempe,, , ,2023,1,3,20,10961.83,38.76,3057.77,9.39,83.49,15.26,3132,782988,299,3072,767928,294,786,196567,75,6991,1747483,25515,5.931,3,2023-01-03T20:00:00.000
Tempe,, , ,2023,1,3,21,12170.6,35.5,3079.16,9.25,87.72,16.03,3477,869329,332,3094,773300,296,774,193497,74,7345,1836126,25802,6.591,3,2023-01-03T21:00:00.000
Tempe,, , ,2023,1,3,22,13784.55,35.5,2853.09,9.18,90.45,16.53,3938,984611,376,2867,716525,274,769,192150,73,7574,1893286,24149,7.466,3,2023-01-03T22:00:00.000
Tempe,, , ,2023,1,3,23,13409.6,35.16,2734.01,8.66,87.22,15.94,3831,957829,366,2747,686618,262,725,181250,69,7304,1825697,23160,7.263,3,2023-01-03T23:00:00.000
Tempe,, , ,2023,1,4,0,13218.8,34.06,2653.76,8.59,85.54,15.64,3777,944200,361,2667,666465,255,719,179827,69,7163,1790492,22500,7.162,4,2023-01-04T00:00:00.000
Tempe,, , ,2023,1,4,1,13129.65,33.71,2626.86,8.45,84.77,15.49,3751,937833,358,2640,659708,252,707,176749,68,7098,1774290,22276,7.109,4,2023-01-04T01:00:00.000
Tempe,, , ,2023,1,4,2,13047.08,32.04,2612.43,8.8,84.67,15.48,3728,931934,356,2625,656084,251,737,184197,70,7090,1772215,22153,7.068,4,2023-01-04T02:00:00.000
Tempe,, , ,2023,1,4,3,12887.35,37.38,2575.83,8.81,83.69,15.3,3682,920525,352,2588,646895,247,737,184313,70,7008,1751733,21845,6.977,4,2023-01-04T03:00:00.000
Tempe,, , ,2023,1,4,4,13073.13,41.01,2600.43,9.33,85.14,15.56,3735,933795,357,2613,653073,250,781,195214,75,7129,1782083,22059,7.075,4,2023-01-04T04:00:00.000
Tempe,, , ,2023,1,4,5,13002.48,38.29,2855.38,10.33,88.96,16.26,3715,928749,355,2869,717099,274,865,216198,83,7449,1862046,24092,7.041,4,2023-01-04T05:00:00.000
Tempe,, , ,2023,1,4,6,12483.73,33.29,2887.82,10.51,87.76,16.04,3567,891695,341,2902,725246,277,880,219894,84,7348,1836835,24302,6.761,4,2023-01-04T06:00:00.000
Tempe,, , ,2023,1,4,7,12104.35,48.43,3044.95,10.72,88.56,16.19,3458,864597,330,3060,764708,292,898,224392,86,7416,1853697,25523,6.546,4,2023-01-04T07:00:00.000
Tempe,, , ,2023,1,4,8,12203.33,467.49,3071.92,10.64,89.14,16.29,3487,871666,333,3087,771483,295,891,222702,85,7464,1865851,25748,6.37,4,2023-01-04T08:00:00.000
Tempe,, , ,2023,1,4,9,12528.92,842.7,3162.82,9.48,90.18,16.48,3580,894924,342,3178,794311,304,793,198317,76,7551,1887551,26506,6.3469999999999995,4,2023-01-04T09:00:00.000
Tempe,, , ,2023,1,4,10,13019.42,2568.47,3240.02,8.8,92.1,16.83,3720,929959,355,3256,813699,311,737,184097,70,7712,1927756,27171,5.677,4,2023-01-04T10:00:00.000
Tempe,, , ,2023,1,4,11,13331.58,5100.11,3516.44,8.06,95.75,17.5,3809,952256,364,3533,883119,338,675,168746,65,8018,2004121,29412,4.47,4,2023-01-04T11:00:00.000
Tempe,, , ,2023,1,4,12,13500.32,6273.72,3857.76,7.91,100.27,18.33,3857,964309,369,3876,968838,370,663,165604,63,8396,2098752,32159,3.925,4,2023-01-04T12:00:00.000
Tempe,, , ,2023,1,4,13,13579.88,6788.6,4010.73,7.75,102.21,18.68,3880,969991,371,4030,1007254,385,649,162100,62,8559,2139346,33390,3.6879999999999997,4,2023-01-04T13:00:00.000
Tempe,, , ,2023,1,4,14,13581.8,6216.11,4277.53,7.22,104.9,19.17,3881,970129,371,4298,1074258,411,605,151179,58,8784,2195566,35525,4,4,2023-01-04T14:00:00.000
Tempe,, , ,2023,1,4,15,13488.25,4803.36,4475.51,7.51,107.24,19.6,3854,963447,368,4497,1123981,430,629,157206,60,8980,2244633,37100,4.714,4,2023-01-04T15:00:00.000
Tempe,, , ,2023,1,4,16,13279.63,2637.93,4482.96,7.62,106.72,19.51,3794,948545,362,4505,1125850,430,638,159413,61,8937,2233808,37139,5.779,4,2023-01-04T16:00:00.000
Tempe,, , ,2023,1,4,17,12669.73,869.12,4232.41,7.62,101.64,18.58,3620,904981,346,4253,1062927,406,638,159479,61,8511,2127387,35076,6.407,4,2023-01-04T17:00:00.000
Tempe,, , ,2023,1,4,18,11926.08,361.52,3784.18,7.97,94.08,17.19,3407,851863,326,3802,950360,363,668,166896,64,7878,1969119,31419,6.279,4,2023-01-04T18:00:00.000
Tempe,, , ,2023,1,4,19,11563.52,52.78,3603.88,8.25,90.95,16.62,3304,825966,316,3621,905078,346,690,172564,66,7616,1903609,29942,6.249,4,2023-01-04T19:00:00.000
Tempe,, , ,2023,1,4,20,12221.05,40.78,3393.95,8.51,90.94,16.62,3492,872932,334,3410,852357,326,713,178173,68,7615,1903462,28326,6.612,4,2023-01-04T20:00:00.000
Tempe,, , ,2023,1,4,21,13117.95,36.9,3333.75,8.33,93.09,17.01,3748,936997,358,3350,837237,320,697,174262,67,7795,1948496,27930,7.103,4,2023-01-04T21:00:00.000
Tempe,, , ,2023,1,4,22,14126,34.69,3056.06,8.19,93.07,17.01,4036,1009000,386,3071,767499,293,686,171503,66,7793,1948002,25805,7.652,4,2023-01-04T22:00:00.000
Tempe,, , ,2023,1,4,23,13732.05,35.15,2962.14,8.21,90.61,16.56,3923,980861,375,2976,743911,284,688,171886,66,7588,1896658,25016,7.439,4,2023-01-04T23:00:00.000
Tempe,, , ,2023,1,5,0,13658.2,34,2931.62,7.87,89.66,16.39,3902,975586,373,2946,736248,281,659,164759,63,7507,1876593,24765,7.398,5,2023-01-05T00:00:00.000
Tempe,, , ,2023,1,5,1,13420.05,33.27,2761.3,7.96,86.89,15.88,3834,958575,366,2775,693474,265,667,166623,64,7276,1818671,23379,7.268,5,2023-01-05T01:00:00.000
Tempe,, , ,2023,1,5,2,13387.55,33.21,2783.43,8.13,87.21,15.94,3825,956254,365,2797,699029,267,681,170219,65,7303,1825502,23553,7.252,5,2023-01-05T02:00:00.000
Tempe,, , ,2023,1,5,3,13258.38,35.77,2752.56,8.37,86.64,15.84,3788,947027,362,2766,691277,264,701,175256,67,7255,1813560,23294,7.181,5,2023-01-05T03:00:00.000
Tempe,, , ,2023,1,5,4,13481,42.33,2778.93,8.83,88.18,16.12,3852,962929,368,2792,697900,267,740,184877,71,7384,1845707,23526,7.297,5,2023-01-05T04:00:00.000
Tempe,, , ,2023,1,5,5,13976.2,42.03,2854.06,9.86,91.8,16.78,3993,998300,382,2868,716769,274,826,206401,79,7687,1921471,24175,7.568,5,2023-01-05T05:00:00.000
Tempe,, , ,2023,1,5,6,14018.03,35.66,3045.07,10.02,94.39,17.25,4005,1001288,383,3060,764738,292,839,209619,80,7904,1975645,25707,7.592,5,2023-01-05T06:00:00.000
Tempe,, , ,2023,1,5,7,13272.05,52.21,3237.63,10.31,94.45,17.26,3792,948004,362,3253,813099,311,863,215789,82,7909,1976892,27176,7.179,5,2023-01-05T07:00:00.000
Tempe,, , ,2023,1,5,8,12796.97,274.07,3166.14,9.92,91.58,16.74,3656,914070,349,3181,795144,304,830,207552,79,7668,1916766,26558,6.803,5,2023-01-05T08:00:00.000
Tempe,, , ,2023,1,5,9,13145.13,909.4,3229.66,9.01,92.62,16.93,3756,938938,359,3245,811098,310,754,188573,72,7755,1938609,27100,6.646,5,2023-01-05T09:00:00.000
Tempe,, , ,2023,1,5,10,13486.4,2311.16,3400.66,9.09,95.91,17.53,3853,963315,368,3417,854041,326,761,190184,73,8031,2007540,28501,6.068,5,2023-01-05T10:00:00.000
Tempe,, , ,2023,1,5,11,13676.05,2700.86,3671.32,8.14,98.86,18.07,3907,976861,373,3689,922016,352,681,170269,65,8278,2069146,30684,5.959,5,2023-01-05T11:00:00.000
Tempe,, , ,2023,1,5,12,13764.58,2814.11,3820.38,8.27,101.08,18.48,3933,983184,376,3839,959449,367,693,173117,66,8464,2115750,31885,5.947,5,2023-01-05T12:00:00.000
Tempe,, , ,2023,1,5,13,13860.4,2336.85,3876.43,7.77,101.58,18.57,3960,990029,378,3895,973527,372,650,162533,62,8506,2126090,32343,6.258,5,2023-01-05T13:00:00.000
Tempe,, , ,2023,1,5,14,13934.13,1891.75,4079.67,7.38,103.88,18.99,3981,995295,380,4099,1024569,392,618,154371,59,8698,2174235,33976,6.538,5,2023-01-05T14:00:00.000
Tempe,, , ,2023,1,5,15,13762.7,1184.12,4208.34,7.4,104.86,19.17,3932,983050,376,4229,1056883,404,620,154906,59,8781,2194839,34989,6.829,5,2023-01-05T15:00:00.000
Tempe,, , ,2023,1,5,16,13491.63,670.55,4148.06,7.99,103.8,18.97,3855,963688,368,4168,1041743,398,669,167227,64,8692,2172658,34480,6.964,5,2023-01-05T16:00:00.000
Tempe,, , ,2023,1,5,17,12321.6,135.73,3894.87,8.45,97.23,17.77,3520,880115,336,3914,978158,374,708,176859,68,8142,2035132,32343,6.617,5,2023-01-05T17:00:00.000
Tempe,, , ,2023,1,5,18,12075.35,55.5,3904.69,8.81,96.87,17.71,3450,862525,330,3923,980625,375,738,184478,71,8112,2027628,32398,6.529,5,2023-01-05T18:00:00.000
Tempe,, , ,2023,1,5,19,11861.85,45.19,3772.31,8.43,94.18,17.21,3389,847275,324,3790,947379,362,706,176520,67,7886,1971174,31318,6.416,5,2023-01-05T19:00:00.000
Tempe,, , ,2023,1,5,20,11604.48,47.81,3567.92,8.44,90.85,16.61,3316,828891,317,3585,896047,343,707,176625,68,7607,1901564,29658,6.277,5,2023-01-05T20:00:00.000
Tempe,, , ,2023,1,5,21,13920.45,38.13,3517.63,8.31,98.02,17.92,3977,994318,380,3535,883418,338,696,173970,67,8208,2051707,29478,7.54,5,2023-01-05T21:00:00.000
Tempe,, , ,2023,1,5,22,14767.9,36.27,3183.88,7.86,96.46,17.63,4219,1054850,403,3199,799598,306,658,164463,63,8077,2018912,26889,7.998,5,2023-01-05T22:00:00.000
Tempe,, , ,2023,1,5,23,14085.7,35.74,3087.43,7.57,92.68,16.94,4024,1006122,384,3102,775378,296,634,158488,61,7761,1939988,26052,7.628,5,2023-01-05T23:00:00.000
Tempe,, , ,2023,1,6,0,13842.38,34.46,2969.46,7.48,90.34,16.51,3955,988741,378,2984,745749,285,626,156475,60,7565,1890965,25085,7.498,6,2023-01-06T00:00:00.000
Tempe,, , ,2023,1,6,1,13501.92,34.84,2870.48,7.35,87.86,16.06,3858,964424,369,2884,720892,276,615,153771,59,7357,1839087,24261,7.311,6,2023-01-06T01:00:00.000
Tempe,, , ,2023,1,6,2,13405.83,34.53,2663.45,7.5600000000000005,85.26,15.58,3830,957559,366,2676,668899,256,633,158191,60,7139,1784649,22595,7.26,6,2023-01-06T02:00:00.000
Tempe,, , ,2023,1,6,3,13361.6,39.27,2627.53,7.92,85.04,15.54,3818,954400,365,2640,659879,252,663,165745,63,7121,1780024,22304,7.233,6,2023-01-06T03:00:00.000
Tempe,, , ,2023,1,6,4,13483.55,44.44,2602.11,8.53,85.76,15.67,3852,963111,368,2615,653494,250,714,178425,68,7181,1795030,22112,7.299,6,2023-01-06T04:00:00.000
Tempe,, , ,2023,1,6,5,13865.8,41.55,2728.22,9.64,89.69,16.39,3962,990415,378,2741,685164,262,807,201815,77,7510,1877394,23158,7.507,6,2023-01-06T05:00:00.000
Tempe,, , ,2023,1,6,6,13367.3,35.09,2761.98,9.6,88.35,16.15,3819,954808,365,2775,693644,265,804,200831,77,7398,1849282,23380,7.241,6,2023-01-06T06:00:00.000
Tempe,, , ,2023,1,6,7,13253.38,41.34,2756.13,10.1,88.39,16.16,3787,946670,362,2769,692173,265,846,211334,81,7402,1850177,23322,7.176,6,2023-01-06T07:00:00.000
Tempe,, , ,2023,1,6,8,12603.63,438.61,2892.63,9.72,87.43,15.98,3601,900259,344,2907,726455,278,814,203374,78,7321,1830089,24352,6.606,6,2023-01-06T08:00:00.000
Tempe,, , ,2023,1,6,9,12916.77,1444.86,2871.64,9.09,87.63,16.02,3691,922627,353,2885,721183,276,761,190297,73,7337,1834107,24214,6.229,6,2023-01-06T09:00:00.000
Tempe,, , ,2023,1,6,10,13226.13,2808.89,3093.99,8.73,90.99,16.63,3779,944724,361,3109,777025,297,731,182687,70,7619,1904436,26022,5.656,6,2023-01-06T10:00:00.000
Tempe,, , ,2023,1,6,11,13543.78,4091.81,3387.91,7.73,94.6,17.29,3870,967413,370,3404,850838,325,647,161826,62,7921,1980078,28404,5.132,6,2023-01-06T11:00:00.000
Tempe,, , ,2023,1,6,12,13550.47,3299.87,3637.09,7.74,97.62,17.84,3872,967891,370,3655,913418,349,648,161955,62,8174,2043264,30398,5.5649999999999995,6,2023-01-06T12:00:00.000
Tempe,, , ,2023,1,6,13,13588.65,2642.23,3679.72,7.47,98,17.91,3882,970618,371,3697,924126,353,626,156376,60,8206,2051120,30743,5.945,6,2023-01-06T13:00:00.000
Tempe,, , ,2023,1,6,14,13643.28,2446.51,3730.33,7.44,98.75,18.05,3898,974520,372,3748,936836,358,623,155618,59,8269,2066973,31153,6.08,6,2023-01-06T14:00:00.000
Tempe,, , ,2023,1,6,15,13452.38,1849.91,3792.44,7.65,99.06,18.11,3844,960884,367,3811,952434,364,641,160118,61,8295,2073437,31632,6.299,6,2023-01-06T15:00:00.000
Tempe,, , ,2023,1,6,16,13213.98,849.67,3759.49,7.74,97.94,17.9,3775,943856,361,3778,944158,361,648,162044,62,8201,2050058,31345,6.715,6,2023-01-06T16:00:00.000
