campus,bldgno,bldgname,tstamp,Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined mmBTU,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG,DOW,tstamp2
Tempe,, , ,2021,1,1,0,13641.35,1.21,1729.1,11.37,78.66,14.38,3898,974383,372,1737,434246,166,952,237918,91,6587,1646546,15143,7.406,6,2021-01-01T00:00:00.000
Tempe,, , ,2021,1,1,1,13752.42,1.26,1680.99,11.67,78.77,14.4,3929,982316,375,1689,422165,161,977,244236,93,6596,1648718,14769,7.466,6,2021-01-01T01:00:00.000
Tempe,, , ,2021,1,1,2,13761.52,1.22,1703.27,11.56,78.96,14.43,3932,982966,376,1711,427759,164,968,242007,93,6612,1652732,14948,7.4719999999999995,6,2021-01-01T02:00:00.000
Tempe,, , ,2021,1,1,3,13713.8,1.23,1647.88,11.75,78.32,14.32,3918,979558,374,1656,413849,158,984,245947,94,6558,1639353,14501,7.443,6,2021-01-01T03:00:00.000
Tempe,, , ,2021,1,1,4,13442.95,1.29,1706.91,11.9,78.26,14.3,3841,960211,367,1715,428673,164,997,249129,95,6553,1638013,14947,7.3,6,2021-01-01T04:00:00.000
Tempe,, , ,2021,1,1,5,13599.95,1.25,1661.31,12.24,78.58,14.36,3886,971425,371,1669,417220,159,1025,256135,98,6580,1644781,14597,7.383,6,2021-01-01T05:00:00.000
Tempe,, , ,2021,1,1,6,13218.83,1.15,1840.79,12.17,79.36,14.51,3777,944202,361,1850,462297,177,1019,254626,97,6645,1661125,15996,7.177,6,2021-01-01T06:00:00.000
Tempe,, , ,2021,1,1,7,13214.5,6.97,1787.99,12.74,79.28,14.49,3776,943893,361,1797,449037,172,1066,266539,102,6639,1659470,15574,7.171,6,2021-01-01T07:00:00.000
Tempe,, , ,2021,1,1,8,12593.3,318.18,1837.33,12.71,77.73,14.21,3598,899522,344,1846,461428,176,1064,265946,102,6508,1626895,15909,6.667,6,2021-01-01T08:00:00.000
Tempe,, , ,2021,1,1,9,11845.6,2202.8,1800.61,11.98,74.01,13.53,3384,846115,323,1809,452206,173,1003,250808,96,6197,1549128,15543,5.234,6,2021-01-01T09:00:00.000
Tempe,, , ,2021,1,1,10,12342.05,4182.93,2100.32,11.34,78.66,14.38,3526,881575,337,2110,527475,202,950,237360,91,6586,1646411,17988,4.432,6,2021-01-01T10:00:00.000
Tempe,, , ,2021,1,1,11,12876.98,5538.42,2399.49,10.1,82.83,15.14,3679,919784,352,2411,602609,230,846,211428,81,6936,1733821,20433,3.9859999999999998,6,2021-01-01T11:00:00.000
Tempe,, , ,2021,1,1,12,13038.53,6609.07,2688,9.52,86.27,15.77,3725,931324,356,2701,675064,258,797,199247,76,7223,1805634,22757,3.488,6,2021-01-01T12:00:00.000
Tempe,, , ,2021,1,1,13,13120.1,6801.89,2921.63,9.33,89.16,16.3,3749,937150,358,2936,733738,280,781,195301,75,7466,1866189,24633,3.429,6,2021-01-01T13:00:00.000
Tempe,, , ,2021,1,1,14,13301.9,6312.78,3031.73,9.17,90.94,16.62,3801,950136,363,3046,761389,291,768,191892,73,7615,1903417,25532,3.7960000000000003,6,2021-01-01T14:00:00.000
Tempe,, , ,2021,1,1,15,14071.13,4980.23,3319.31,9.12,96.96,17.72,4020,1005081,384,3335,833610,319,763,190769,73,8119,2029461,27906,4.9350000000000005,6,2021-01-01T15:00:00.000
Tempe,, , ,2021,1,1,16,13782.42,2206.96,3313.99,9.21,96.01,17.55,3938,984459,376,3330,832277,318,771,192819,74,8039,2009555,27836,6.284,6,2021-01-01T16:00:00.000
Tempe,, , ,2021,1,1,17,13292.23,674.44,3068.15,9.78,91.95,16.81,3798,949445,363,3083,770535,295,819,204600,78,7699,1924580,25822,6.852,6,2021-01-01T17:00:00.000
Tempe,, , ,2021,1,1,18,13204.17,367.07,2743.41,10.15,88.12,16.11,3773,943156,360,2757,688981,263,850,212397,81,7379,1844534,23216,6.969,6,2021-01-01T18:00:00.000
Tempe,, , ,2021,1,1,19,12993.15,1.11,2518.3,10.42,84.98,15.53,3712,928083,355,2530,632446,242,873,218142,83,7116,1778670,21395,7.054,6,2021-01-01T19:00:00.000
Tempe,, , ,2021,1,1,20,12851.38,1.1,2427.11,10.82,83.8,15.32,3672,917956,351,2439,609545,233,906,226484,87,7017,1753985,20652,6.977,6,2021-01-01T20:00:00.000
Tempe,, , ,2021,1,1,21,12581.2,1.11,2197.89,10.83,80.13,14.65,3595,898658,343,2208,551977,211,907,226656,87,6710,1677291,18792,6.834,6,2021-01-01T21:00:00.000
Tempe,, , ,2021,1,1,22,12266.25,1.15,2031.45,11.28,77.51,14.17,3505,876161,335,2041,510178,195,944,236064,90,6490,1622403,17430,6.663,6,2021-01-01T22:00:00.000
Tempe,, , ,2021,1,1,23,11582.92,1.15,1758.25,11.37,71.99,13.16,3309,827352,316,1767,441568,169,952,237937,91,6028,1506857,15179,6.287,6,2021-01-01T23:00:00.000
Tempe,, , ,2021,1,2,0,11138,1.21,1540.83,11.97,68.46,12.51,3182,795572,304,1548,386963,148,1002,250489,96,5733,1433024,13397,6.048,7,2021-01-02T00:00:00.000
Tempe,, , ,2021,1,2,1,11160.85,1.23,1537.24,12.16,68.69,12.56,3189,797204,305,1545,386062,148,1018,254561,97,5752,1437827,13370,6.06,7,2021-01-02T01:00:00.000
Tempe,, , ,2021,1,2,2,11802.48,1.25,1581,12.12,71.37,13.04,3372,843034,322,1589,397051,152,1015,253743,97,5976,1493828,13782,6.407,7,2021-01-02T02:00:00.000
Tempe,, , ,2021,1,2,3,11732.4,1.24,1627.25,12.41,71.97,13.15,3352,838029,320,1635,408667,156,1039,259704,99,6026,1506400,14145,6.369,7,2021-01-02T03:00:00.000
Tempe,, , ,2021,1,2,4,11395.85,1.22,1561.48,13.15,70.77,12.94,3256,813990,311,1569,392149,150,1101,275204,105,5926,1481343,13587,6.188,7,2021-01-02T04:00:00.000
Tempe,, , ,2021,1,2,5,11759.15,1.23,1540.61,13.5,72.12,13.18,3360,839940,321,1548,386909,148,1131,282618,108,6039,1509467,13455,6.386,7,2021-01-02T05:00:00.000
Tempe,, , ,2021,1,2,6,12952.85,1.22,1735.23,13.6,78.62,14.37,3701,925204,354,1744,435785,167,1139,284576,109,6583,1645565,15127,7.035,7,2021-01-02T06:00:00.000
Tempe,, , ,2021,1,2,7,13019.33,15.25,1730.44,14.17,79.36,14.5,3720,929952,355,1739,434583,166,1186,296508,113,6645,1661043,15095,7.06,7,2021-01-02T07:00:00.000
Tempe,, , ,2021,1,2,8,12553.23,578.29,1778.76,13.7,77.87,14.23,3587,896659,343,1787,446719,171,1147,286619,110,6521,1629997,15436,6.504,7,2021-01-02T08:00:00.000
Tempe,, , ,2021,1,2,9,12166.5,2096.38,1720.95,13.05,75.22,13.75,3476,869036,332,1729,432199,165,1093,273185,104,6298,1574420,14937,5.468,7,2021-01-02T09:00:00.000
Tempe,, , ,2021,1,2,10,13015.22,4249.63,2094.46,12.75,82.3,15.04,3719,929659,355,2105,526003,201,1068,266899,102,6891,1722561,18006,4.759,7,2021-01-02T10:00:00.000
Tempe,, , ,2021,1,2,11,13051.25,5410.29,2246.5,11.54,83.03,15.18,3729,932233,356,2257,564187,216,966,241429,92,6952,1737848,19226,4.151,7,2021-01-02T11:00:00.000
Tempe,, , ,2021,1,2,12,13203.02,6805.63,2504.05,10.15,85.25,15.58,3772,943074,360,2516,628866,240,850,212404,81,7138,1784344,21301,3.473,7,2021-01-02T12:00:00.000
Tempe,, , ,2021,1,2,13,13144.95,4872.57,2730.63,9.82,87.44,15.98,3756,938925,359,2744,685771,262,823,205619,79,7322,1830315,23108,4.491,7,2021-01-02T13:00:00.000
Tempe,, , ,2021,1,2,14,13331.35,4082.89,2777.91,9.59,88.41,16.16,3809,952240,364,2791,697645,267,803,200676,77,7403,1850561,23504,5.019,7,2021-01-02T14:00:00.000
Tempe,, , ,2021,1,2,15,13793.42,4085.82,2922.3,9.62,91.76,16.77,3941,985245,377,2936,733906,281,806,201417,77,7683,1920568,24703,5.269,7,2021-01-02T15:00:00.000
Tempe,, , ,2021,1,2,16,13822.03,2061.4,3197.98,9.43,94.96,17.36,3949,987288,377,3213,803141,307,789,197277,75,7952,1987706,26912,6.386,7,2021-01-02T16:00:00.000
Tempe,, , ,2021,1,2,17,12811.7,602.15,2830.97,9.82,87.51,15.99,3660,915122,350,2845,710970,272,822,205569,79,7328,1831662,23879,6.629,7,2021-01-02T17:00:00.000
Tempe,, , ,2021,1,2,18,12750.58,186.03,2525.48,10.26,84.07,15.37,3643,910756,348,2538,634248,242,859,214636,82,7039,1759639,21429,6.822,7,2021-01-02T18:00:00.000
Tempe,, , ,2021,1,2,19,12604.7,1.12,2354.78,10.49,81.75,14.94,3601,900336,344,2366,591379,226,878,219485,84,6846,1711200,20049,6.842,7,2021-01-02T19:00:00.000
Tempe,, , ,2021,1,2,20,12386.98,1.12,2181.99,11.08,79.53,14.54,3539,884784,338,2192,547986,209,928,231975,89,6660,1664745,18646,6.724,7,2021-01-02T20:00:00.000
Tempe,, , ,2021,1,2,21,11821.52,1.15,1975.82,11.18,75.23,13.75,3378,844395,323,1985,496206,190,936,234039,89,6299,1574640,16942,6.419,7,2021-01-02T21:00:00.000
Tempe,, , ,2021,1,2,22,11491.9,1.18,1746.34,11.19,71.35,13.04,3283,820850,314,1755,438575,168,937,234092,89,5975,1493516,15075,6.235,7,2021-01-02T22:00:00.000
Tempe,, , ,2021,1,2,23,11822.13,1.1400000000000001,1770.59,11.42,73.01,13.34,3378,844438,323,1779,444665,170,956,239044,91,6113,1528146,15301,6.42,7,2021-01-02T23:00:00.000
Tempe,, , ,2021,1,3,0,11279.3,1.18,1571.73,11.95,69.29,12.67,3223,805665,308,1579,394725,151,1000,250012,96,5802,1450401,13658,6.125,1,2021-01-03T00:00:00.000
Tempe,, , ,2021,1,3,1,11185.08,1.24,1520.78,12.13,68.54,12.53,3196,798934,305,1528,381929,146,1015,253777,97,5739,1434641,13241,6.074,1,2021-01-03T01:00:00.000
Tempe,, , ,2021,1,3,2,11246.9,1.22,1446.89,12.33,68.07,12.44,3213,803350,307,1454,363371,139,1032,257996,99,5699,1424717,12656,6.107,1,2021-01-03T02:00:00.000
Tempe,, , ,2021,1,3,3,11990.4,1.22,1621.09,12.75,73.12,13.36,3426,856457,327,1629,407120,156,1068,266832,102,6122,1530410,14121,6.51,1,2021-01-03T03:00:00.000
Tempe,, , ,2021,1,3,4,11469.58,1.32,1511.24,13.14,70.41,12.87,3277,819256,313,1519,379534,145,1100,275031,105,5896,1473820,13192,6.228,1,2021-01-03T04:00:00.000
Tempe,, , ,2021,1,3,5,11870.23,1.23,1540.19,13.44,72.42,13.24,3391,847874,324,1548,386805,148,1125,281265,108,6064,1515943,13462,6.445,1,2021-01-03T05:00:00.000
Tempe,, , ,2021,1,3,6,12670.95,1.24,1571.37,13.87,75.96,13.88,3620,905068,346,1579,394634,151,1161,290274,111,6361,1589976,13789,6.878,1,2021-01-03T06:00:00.000
Tempe,, , ,2021,1,3,7,13039.83,7.74,1750.01,14.3,79.8,14.59,3726,931416,356,1758,439498,168,1198,299340,114,6682,1670255,15253,7.079,1,2021-01-03T07:00:00.000
Tempe,, , ,2021,1,3,8,12917.35,322.97,1712.08,14.21,78.83,14.41,3691,922668,353,1720,429971,164,1190,297349,114,6601,1649988,14938,6.838,1,2021-01-03T08:00:00.000
Tempe,, , ,2021,1,3,9,12740.8,2442.34,1833.03,13.12,78.59,14.37,3640,910058,348,1842,460347,176,1099,274644,105,6581,1645048,15889,5.59,1,2021-01-03T09:00:00.000
Tempe,, , ,2021,1,3,10,12694.75,3138.46,1954.61,12.72,79.49,14.53,3627,906768,347,1964,490879,188,1065,266227,102,6656,1663875,16857,5.189,1,2021-01-03T10:00:00.000
Tempe,, , ,2021,1,3,11,12766.98,3878.49,2085.8,11.6,80.19,14.66,3648,911927,349,2096,523827,200,971,242795,93,6715,1678549,17913,4.826,1,2021-01-03T11:00:00.000
Tempe,, , ,2021,1,3,12,12996.3,5889.05,2279.26,10.13,81.82,14.96,3713,928308,355,2290,572413,219,848,211928,81,6851,1712648,19483,3.8609999999999998,1,2021-01-03T12:00:00.000
Tempe,, , ,2021,1,3,13,13112.88,6007.72,2601.61,9.87,85.83,15.69,3747,936634,358,2614,653367,250,827,206585,79,7187,1796586,22073,3.858,1,2021-01-03T13:00:00.000
Tempe,, , ,2021,1,3,14,13124.73,4997.52,2830.74,9.48,88.23,16.13,3750,937481,358,2844,710911,272,794,198453,76,7388,1846845,23907,4.414,1,2021-01-03T14:00:00.000
Tempe,, , ,2021,1,3,15,13255.15,4606.56,2990.61,9.41,90.53,16.55,3787,946797,362,3005,751062,287,788,197009,75,7580,1894868,25198,4.696,1,2021-01-03T15:00:00.000
Tempe,, , ,2021,1,3,16,13356.27,2230.91,3105.58,9.39,92.23,16.86,3816,954020,365,3121,779934,298,786,196438,75,7723,1930392,26128,6.04,1,2021-01-03T16:00:00.000
Tempe,, , ,2021,1,3,17,13274.72,722.68,2922.74,9.84,90.21,16.49,3793,948195,362,2937,734018,281,824,205989,79,7554,1888202,24657,6.816,1,2021-01-03T17:00:00.000
Tempe,, , ,2021,1,3,18,13165.1,155.74,2627.04,10.13,86.58,15.82,3761,940365,359,2640,659755,252,849,212090,81,7250,1812210,22281,7.064,1,2021-01-03T18:00:00.000
Tempe,, , ,2021,1,3,19,12843.63,1.11,2464.66,10.23,83.63,15.29,3670,917402,351,2477,618974,237,857,214180,82,7003,1750556,20951,6.975,1,2021-01-03T19:00:00.000
Tempe,, , ,2021,1,3,20,12633.63,1.13,2231.5,10.5,80.39,14.69,3610,902402,345,2242,560420,214,879,219743,84,6731,1682565,19066,6.859,1,2021-01-03T20:00:00.000
Tempe,, , ,2021,1,3,21,12381,1.11,2070.11,10.72,77.81,14.22,3537,884357,338,2080,519888,199,898,224352,86,6515,1628598,17750,6.721,1,2021-01-03T21:00:00.000
Tempe,, , ,2021,1,3,22,12174.47,1.16,1962.93,10.83,75.93,13.88,3478,869606,332,1972,492971,188,907,226637,87,6358,1589214,16873,6.609,1,2021-01-03T22:00:00.000
Tempe,, , ,2021,1,3,23,11906.58,1.17,1765.02,11.21,73.02,13.35,3402,850470,325,1774,443266,169,939,234602,90,6114,1528338,15264,6.468,1,2021-01-03T23:00:00.000
Tempe,, , ,2021,1,4,0,12142.2,1.21,1700.43,11.74,73.57,13.45,3469,867300,331,1709,427045,163,983,245634,94,6161,1539980,14770,6.593,2,2021-01-04T00:00:00.000
Tempe,, , ,2021,1,4,1,12214.3,1.22,1606.47,12.01,72.97,13.34,3490,872450,333,1614,403450,154,1006,251388,96,6110,1527288,14025,6.632,2,2021-01-04T01:00:00.000
Tempe,, , ,2021,1,4,2,12322.65,1.28,1617.6,12.47,73.92,13.51,3521,880190,336,1625,406245,155,1044,260892,100,6190,1547326,14125,6.691,2,2021-01-04T02:00:00.000
Tempe,, , ,2021,1,4,3,12388.63,1.21,1572.64,12.76,73.91,13.51,3540,884902,338,1580,394952,151,1069,267081,102,6188,1546935,13772,6.726,2,2021-01-04T03:00:00.000
Tempe,, , ,2021,1,4,4,12587.65,1.24,1716.29,12.99,76.54,13.99,3596,899118,344,1725,431028,165,1088,271886,104,6409,1602032,14940,6.834,2,2021-01-04T04:00:00.000
Tempe,, , ,2021,1,4,5,13157.2,1.34,1700.35,14.39,79.69,14.57,3759,939800,359,1709,427025,163,1205,301258,115,6673,1668084,14867,7.144,2,2021-01-04T05:00:00.000
Tempe,, , ,2021,1,4,6,13745.8,1.3,1893.53,14.51,84.13,15.38,3927,981843,375,1903,475541,182,1215,303576,116,7045,1760960,16469,7.464,2,2021-01-04T06:00:00.000
Tempe,, , ,2021,1,4,7,14080.67,7.9,1778.99,15.07,84.46,15.44,4023,1005763,384,1788,446775,171,1262,315423,121,7073,1767960,15585,7.64,2,2021-01-04T07:00:00.000
Tempe,, , ,2021,1,4,8,13831.4,312.19,1915.41,14.68,84.86,15.51,3952,987958,378,1925,481035,184,1229,307145,117,7105,1776138,16652,7.339,2,2021-01-04T08:00:00.000
Tempe,, , ,2021,1,4,9,13825.32,2265.47,1910.57,13.58,83.68,15.3,3950,987524,377,1920,479819,183,1137,284220,109,7007,1751562,16613,6.279,2,2021-01-04T09:00:00.000
Tempe,, , ,2021,1,4,10,13953.9,4352.33,2290.75,11.94,87.04,15.91,3987,996708,381,2302,575298,220,1000,249939,96,7289,1821944,19667,5.215,2,2021-01-04T10:00:00.000
Tempe,, , ,2021,1,4,11,14289.55,7067.46,2641.12,10.79,91.24,16.68,4083,1020683,390,2654,663290,254,903,225731,86,7640,1909704,22502,3.9210000000000003,2,2021-01-04T11:00:00.000
Tempe,, , ,2021,1,4,12,14529.97,8421.1,2944.84,10.49,95.41,17.44,4151,1037856,397,2959,739566,283,878,219513,84,7989,1996935,24954,3.317,2,2021-01-04T12:00:00.000
Tempe,, , ,2021,1,4,13,15350,7473.15,3455.32,9.92,103.76,18.96,4386,1096429,419,3472,867770,332,830,207518,79,8688,2171716,29117,4.2780000000000005,2,2021-01-04T13:00:00.000
Tempe,, , ,2021,1,4,14,15590.88,6933.77,3812.91,9.63,108.59,19.85,4455,1113634,426,3831,957575,366,807,201582,77,9092,2272791,32001,4.701,2,2021-01-04T14:00:00.000
Tempe,, , ,2021,1,4,15,15437.1,4710.47,3942.62,9.73,109.72,20.05,4411,1102650,421,3962,990150,378,815,203705,78,9187,2296506,33024,5.824,2,2021-01-04T15:00:00.000
Tempe,, , ,2021,1,4,16,15516.15,2491.07,4004.71,9.62,110.62,20.22,4433,1108297,424,4024,1005744,384,806,201392,77,9263,2315433,33528,7.071,2,2021-01-04T16:00:00.000
Tempe,, , ,2021,1,4,17,15253.28,679,3747.36,9.89,106.9,19.54,4358,1089520,416,3765,941111,360,828,206924,79,8951,2237555,31444,7.914,2,2021-01-04T17:00:00.000
Tempe,, , ,2021,1,4,18,13850.9,300.73,3254.85,10.13,96.45,17.63,3957,989350,378,3271,817424,312,848,211948,81,8076,2018722,27369,7.359,2,2021-01-04T18:00:00.000
Tempe,, , ,2021,1,4,19,13533.58,1.09,2953.38,10.29,91.9,16.8,3867,966684,369,2968,741713,284,861,215253,82,7696,1923651,24927,7.35,2,2021-01-04T19:00:00.000
Tempe,, , ,2021,1,4,20,13233.35,1.1400000000000001,2777.1,9.98,88.46,16.17,3781,945240,361,2790,697440,267,836,208831,80,7407,1851510,23488,7.184,2,2021-01-04T20:00:00.000
Tempe,, , ,2021,1,4,21,12844.38,1.13,2579.53,9.81,84.6,15.46,3670,917456,351,2592,647822,248,822,205399,79,7084,1770676,21870,6.975,2,2021-01-04T21:00:00.000
Tempe,, , ,2021,1,4,22,12473.6,1.12,2396.01,9.58,80.89,14.79,3564,890972,340,2408,601735,230,802,200452,77,6773,1693159,20366,6.77,2,2021-01-04T22:00:00.000
Tempe,, , ,2021,1,4,23,12112.15,1.12,2067.74,9.98,76.12,13.91,3461,865154,331,2078,519292,199,835,208768,80,6374,1593214,17706,6.577,2,2021-01-04T23:00:00.000
Tempe,, , ,2021,1,5,0,12317.55,1.15,1868.64,10.69,75.14,13.73,3519,879825,336,1878,469291,179,895,223700,86,6292,1572816,16133,6.687,3,2021-01-05T00:00:00.000
Tempe,, , ,2021,1,5,1,12332.05,1.23,1886.12,10.9,75.61,13.82,3523,880861,337,1895,473679,181,913,228129,87,6331,1582669,16274,6.693,3,2021-01-05T01:00:00.000
Tempe,, , ,2021,1,5,2,12216.05,1.27,1730.71,10.89,73.35,13.41,3490,872575,333,1739,434652,166,912,227985,87,6142,1535212,15019,6.632,3,2021-01-05T02:00:00.000
Tempe,, , ,2021,1,5,3,12387.47,1.31,1817.99,11.21,75.3,13.76,3539,884820,338,1827,456571,175,939,234635,90,6305,1576026,15734,6.726,3,2021-01-05T03:00:00.000
Tempe,, , ,2021,1,5,4,12456.55,1.28,1739.17,11.8,75.17,13.74,3559,889754,340,1748,436775,167,988,246931,94,6295,1573460,15110,6.7620000000000005,3,2021-01-05T04:00:00.000
Tempe,, , ,2021,1,5,5,13083.8,1.35,1905.52,12.5,80.01,14.62,3738,934558,357,1915,478553,183,1047,261654,100,6700,1674765,16501,7.101,3,2021-01-05T05:00:00.000
Tempe,, , ,2021,1,5,6,13359.63,1.31,1912.03,13.45,81.98,14.98,3817,954259,365,1921,480188,184,1126,281530,108,6865,1715977,16580,7.254,3,2021-01-05T06:00:00.000
Tempe,, , ,2021,1,5,7,13192.65,6.99,1985.91,14.09,82.93,15.16,3769,942333,360,1995,498743,191,1179,294799,113,6944,1735875,17155,7.162,3,2021-01-05T07:00:00.000
Tempe,, , ,2021,1,5,8,12967.1,363.59,1898.47,14.05,81.07,14.82,3705,926222,354,1908,476782,182,1176,293950,112,6789,1696954,16434,6.844,3,2021-01-05T08:00:00.000
Tempe,, , ,2021,1,5,9,12967.42,2556.66,2097.31,13.32,82.73,15.12,3705,926245,354,2107,526719,201,1115,278684,107,6927,1731648,18025,5.652,3,2021-01-05T09:00:00.000
Tempe,, , ,2021,1,5,10,13145.73,4814.1,2362.58,11.82,85.03,15.54,3756,938981,359,2374,593338,227,990,247404,95,7120,1779722,20164,4.524,3,2021-01-05T10:00:00.000
Tempe,, , ,2021,1,5,11,13582.65,6339.55,3011.69,10.28,92.77,16.96,3881,970190,371,3026,756356,289,861,215166,82,7768,1941712,25398,3.935,3,2021-01-05T11:00:00.000
Tempe,, , ,2021,1,5,12,13827.52,7471.35,3500.24,9.82,99.01,18.1,3951,987681,377,3517,879051,336,823,205616,79,8290,2072348,29330,3.45,3,2021-01-05T12:00:00.000
Tempe,, , ,2021,1,5,13,13996.92,7599.11,3921.22,9.5,104.31,19.07,3999,999781,382,3940,984776,376,795,198738,76,8734,2183295,32714,3.474,3,2021-01-05T13:00:00.000
Tempe,, , ,2021,1,5,14,14012.7,7030.97,4217.42,9.24,107.66,19.68,4004,1000908,383,4238,1059164,405,773,193325,74,9015,2253397,35085,3.792,3,2021-01-05T14:00:00.000
Tempe,, , ,2021,1,5,15,13885.4,5561.95,4344.3,9.1,108.61,19.85,3967,991815,379,4365,1091028,417,762,190538,73,9095,2273380,36088,4.518,3,2021-01-05T15:00:00.000
Tempe,, , ,2021,1,5,16,13817.3,2732.41,4303.24,9.09,107.87,19.72,3948,986950,377,4324,1080715,413,761,190224,73,9033,2257889,35753,6.02,3,2021-01-05T16:00:00.000
Tempe,, , ,2021,1,5,17,13585.2,821.94,3959.29,9.1,102.97,18.82,3881,970372,371,3978,994337,380,762,190545,73,8622,2155254,32979,6.932,3,2021-01-05T17:00:00.000
Tempe,, , ,2021,1,5,18,13232.65,122.6,3529.04,9.54,97.04,17.74,3781,945190,361,3546,886282,339,799,199604,76,8125,2031077,29503,7.121,3,2021-01-05T18:00:00.000
Tempe,, , ,2021,1,5,19,12802.75,1.2,3238.37,9.74,92.29,16.87,3658,914483,349,3254,813284,311,816,203920,78,7728,1931686,27137,6.951,3,2021-01-05T19:00:00.000
Tempe,, , ,2021,1,5,20,12935.45,1.18,2897.05,9.81,88.71,16.21,3696,923961,353,2911,727566,278,821,205226,78,7428,1856754,24419,7.025,3,2021-01-05T20:00:00.000
Tempe,, , ,2021,1,5,21,13709.63,1.17,2704.68,10.05,89.29,16.32,3917,979259,374,2718,679255,260,842,210435,80,7477,1868949,22954,7.444,3,2021-01-05T21:00:00.000
Tempe,, , ,2021,1,5,22,14940.42,1.18,2331.39,9.86,88.81,16.23,4269,1067174,408,2343,585505,224,825,206264,79,7437,1858943,20086,8.111,3,2021-01-05T22:00:00.000
Tempe,, , ,2021,1,5,23,14717.33,1.18,2048.65,10.39,85.2,15.57,4205,1051238,402,2059,514498,197,870,217543,83,7134,1783279,17803,7.991,3,2021-01-05T23:00:00.000
Tempe,, , ,2021,1,6,0,14638.58,1.21,1932.17,10.58,83.72,15.3,4182,1045613,400,1941,485245,185,886,221501,85,7010,1752359,16864,7.948,4,2021-01-06T00:00:00.000
Tempe,, , ,2021,1,6,1,14483.65,1.24,1812.64,10.9,82.07,15,4138,1034547,395,1821,455225,174,912,228053,87,6872,1717825,15893,7.865,4,2021-01-06T01:00:00.000
Tempe,, , ,2021,1,6,2,14335.6,1.28,1843.22,11.14,82.17,15.02,4096,1023972,391,1852,462907,177,933,233143,89,6881,1720022,16123,7.783,4,2021-01-06T02:00:00.000
Tempe,, , ,2021,1,6,3,14307.9,1.26,1752.19,11.46,81.31,14.86,4088,1021993,391,1761,440045,168,959,239809,92,6808,1701847,15392,7.77,4,2021-01-06T03:00:00.000
Tempe,, , ,2021,1,6,4,14373.77,1.3599999999999999,1874.48,12.31,83.84,15.33,4107,1026699,392,1884,470757,180,1030,257533,98,7021,1754988,16377,7.804,4,2021-01-06T04:00:00.000
Tempe,, , ,2021,1,6,5,14599.83,1.37,1818.15,13.32,84.95,15.53,4171,1042845,399,1827,456610,175,1115,278768,107,7114,1778222,15948,7.929,4,2021-01-06T05:00:00.000
Tempe,, , ,2021,1,6,6,14975.47,1.41,1939.94,13.66,88.03,16.09,4279,1069677,409,1949,487196,186,1143,285782,109,7371,1842655,16958,8.128,4,2021-01-06T06:00:00.000
Tempe,, , ,2021,1,6,7,14495.42,8.83,1875.82,14.08,86.05,15.73,4142,1035388,396,1885,471094,180,1179,294707,113,7206,1801189,16399,7.868,4,2021-01-06T07:00:00.000
Tempe,, , ,2021,1,6,8,13766.43,471.57,2039.76,14.09,85.54,15.64,3933,983316,376,2050,512266,196,1180,294925,113,7163,1790507,17641,7.218,4,2021-01-06T08:00:00.000
Tempe,, , ,2021,1,6,9,13344.78,3086.19,2067.66,13.17,83.51,15.26,3813,953199,364,2078,519272,198,1103,275566,105,6993,1748037,17824,5.568,4,2021-01-06T09:00:00.000
Tempe,, , ,2021,1,6,10,13314.48,5640.04,2531.17,11.69,87.5,15.99,3804,951034,363,2543,635677,243,979,244676,94,7326,1831387,21529,4.168,4,2021-01-06T10:00:00.000
Tempe,, , ,2021,1,6,11,13799.3,7528.58,3232.61,10.24,96.11,17.57,3943,985665,377,3248,811837,310,857,214250,82,8048,2011752,27186,3.403,4,2021-01-06T11:00:00.000
Tempe,, , ,2021,1,6,12,14130.27,8924.28,3891.87,9.8,104.72,19.14,4037,1009306,386,3911,977404,374,821,205102,78,8768,2191811,32492,2.825,4,2021-01-06T12:00:00.000
Tempe,, , ,2021,1,6,13,14125.4,7981.54,4175.69,9.88,108.18,19.77,4036,1008958,386,4196,1048683,401,827,206671,79,9059,2264311,34762,3.337,4,2021-01-06T13:00:00.000
Tempe,, , ,2021,1,6,14,14098.25,7402.19,4363.56,9.57,110.04,20.11,4028,1007018,385,4385,1095865,419,802,200386,77,9214,2303269,36263,3.637,4,2021-01-06T14:00:00.000
Tempe,, , ,2021,1,6,15,13881.63,4494.31,4360.28,9.8,109.49,20.01,3966,991545,379,4381,1095041,419,821,205179,78,9168,2291765,36216,5.095,4,2021-01-06T15:00:00.000
Tempe,, , ,2021,1,6,16,13647.83,2050.31,4108.55,9.52,105.39,19.26,3899,974845,373,4128,1031821,394,797,199152,76,8825,2205819,34179,6.299,4,2021-01-06T16:00:00.000
Tempe,, , ,2021,1,6,17,13427.85,721.03,3962.3,9.52,102.89,18.81,3837,959133,367,3981,995091,380,797,199271,76,8615,2153495,32988,6.9,4,2021-01-06T17:00:00.000
Tempe,, , ,2021,1,6,18,13131.9,2.89,3540.1,9.72,97.01,17.73,3752,937993,358,3557,889061,340,814,203342,78,8123,2030397,29582,7.127,4,2021-01-06T18:00:00.000
