campus,bldgno,bldgname,tstamp,Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined mmBTU,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG,DOW,tstamp2
Tempe,, , ,2022,1,2,4,11920.45,3.84,1502.4,10.21,68.91,12.6,3406,851461,325,1510,377314,144,855,213640,82,5770,1442415,13165,6.4719999999999995,1,2022-01-02T04:00:00.000
Tempe,, , ,2022,1,2,5,11763.3,3.39,1431.65,10.53,67.85,12.4,3361,840236,321,1439,359543,137,882,220394,84,5681,1420173,12583,6.385,1,2022-01-02T05:00:00.000
Tempe,, , ,2022,1,2,6,11691.4,3.5,1419.68,10.76,67.68,12.37,3340,835100,319,1427,356540,136,901,225087,86,5667,1416727,12481,6.3469999999999995,1,2022-01-02T06:00:00.000
Tempe,, , ,2022,1,2,7,11868.85,10.82,1413.6,10.95,68.41,12.5,3391,847775,324,1420,355011,136,917,229214,88,5729,1432000,12449,6.44,1,2022-01-02T07:00:00.000
Tempe,, , ,2022,1,2,8,12213.92,515.99,1572.37,11.37,71.92,13.15,3490,872424,333,1580,394885,151,952,238013,91,6022,1505322,13753,6.352,1,2022-01-02T08:00:00.000
Tempe,, , ,2022,1,2,9,11989.85,3382.82,1549.3,10.04,69.54,12.71,3426,856418,327,1557,389092,149,840,210056,80,5823,1455566,13546,4.673,1,2022-01-02T09:00:00.000
Tempe,, , ,2022,1,2,10,12195.5,6264.87,1658.57,9.01,70.52,12.89,3484,871107,333,1667,416534,159,754,188523,72,5905,1476164,14440,3.218,1,2022-01-02T10:00:00.000
Tempe,, , ,2022,1,2,11,12527.55,7630.33,1857.68,8.67,73.71,13.47,3579,894825,342,1867,466536,178,726,181537,69,6172,1542899,16065,2.659,1,2022-01-02T11:00:00.000
Tempe,, , ,2022,1,2,12,11840.6,9020.79,1858.55,8.38,71.09,12.99,3383,845757,323,1868,466758,178,702,175462,67,5953,1487977,16006,1.53,1,2022-01-02T12:00:00.000
Tempe,, , ,2022,1,2,13,12564.45,9177.43,2012.87,8.19,75.22,13.75,3590,897461,343,2023,505512,193,686,171492,66,6299,1574465,17310,1.8399999999999999,1,2022-01-02T13:00:00.000
Tempe,, , ,2022,1,2,14,12861.42,8347.37,2234.27,7.99,78.68,14.38,3675,918674,351,2245,561115,214,669,167165,64,6589,1646953,19110,2.451,1,2022-01-02T14:00:00.000
Tempe,, , ,2022,1,2,15,12611.05,6423.42,2297.66,7.77,78.37,14.32,3603,900790,344,2309,577034,221,650,162563,62,6562,1640387,19593,3.3609999999999998,1,2022-01-02T15:00:00.000
Tempe,, , ,2022,1,2,16,12553.9,2823.11,2282.54,8,78.23,14.3,3587,896708,343,2294,573238,219,670,167439,64,6550,1637384,19466,5.283,1,2022-01-02T16:00:00.000
Tempe,, , ,2022,1,2,17,12488.9,666.53,2188.49,8.48,77.35,14.14,3568,892065,341,2199,549617,210,710,177407,68,6477,1619089,18708,6.42,1,2022-01-02T17:00:00.000
Tempe,, , ,2022,1,2,18,12532.07,167.69,1973.21,9.05,75.49,13.8,3581,895149,342,1983,495551,189,758,189412,72,6321,1580112,16990,6.714,1,2022-01-02T18:00:00.000
Tempe,, , ,2022,1,2,19,12365.55,2.83,1901.02,8.89,73.89,13.51,3533,883254,338,1910,477422,182,744,186026,71,6187,1546702,16396,6.712,1,2022-01-02T19:00:00.000
Tempe,, , ,2022,1,2,20,12159,3.09,1760.27,8.85,71.46,13.06,3474,868500,332,1769,442075,169,741,185193,71,5984,1495768,15250,6.6,1,2022-01-02T20:00:00.000
Tempe,, , ,2022,1,2,21,11929.52,3.14,1625.03,8.78,68.99,12.61,3408,852109,326,1633,408111,156,735,183783,70,5777,1444003,14146,6.476,1,2022-01-02T21:00:00.000
Tempe,, , ,2022,1,2,22,11770.98,3.17,1595.23,8.5,67.81,12.39,3363,840784,321,1603,400627,153,712,177897,68,5678,1419308,13893,6.39,1,2022-01-02T22:00:00.000
Tempe,, , ,2022,1,2,23,11559.45,3.18,1458.13,8.53,65.47,11.97,3303,825675,316,1465,366195,140,714,178522,68,5482,1370392,12776,6.275,1,2022-01-02T23:00:00.000
Tempe,, , ,2022,1,3,0,11457.45,3.15,1445.73,8.51,64.95,11.87,3274,818390,313,1453,363081,139,712,178049,68,5439,1359520,12667,6.219,2,2022-01-03T00:00:00.000
Tempe,, , ,2022,1,3,1,11538.38,3.4699999999999998,1296.88,8.64,63.57,11.62,3297,824170,315,1303,325698,125,724,180841,69,5323,1330709,11483,6.263,2,2022-01-03T01:00:00.000
Tempe,, , ,2022,1,3,2,12070.13,3.7800000000000002,1482.9,9,67.98,12.43,3449,862152,329,1490,372415,142,754,188332,72,5692,1422899,13023,6.552,2,2022-01-03T02:00:00.000
Tempe,, , ,2022,1,3,3,12128.02,4.09,1438.47,9.1,67.75,12.38,3465,866288,331,1445,361259,138,762,190489,73,5673,1418036,12673,6.585,2,2022-01-03T03:00:00.000
Tempe,, , ,2022,1,3,4,12075.67,4.11,1478.08,9.61,68.56,12.53,3450,862549,330,1485,371204,142,805,201212,77,5740,1434965,12985,6.556,2,2022-01-03T04:00:00.000
Tempe,, , ,2022,1,3,5,12429.88,4.16,1395.53,10.68,69.84,12.77,3551,887849,339,1402,350473,134,895,223593,85,5848,1461915,12358,6.746,2,2022-01-03T05:00:00.000
Tempe,, , ,2022,1,3,6,13036,3.68,1637.11,11.1,75.22,13.75,3725,931143,356,1645,411143,157,929,232206,89,6299,1574491,14349,7.076,2,2022-01-03T06:00:00.000
Tempe,, , ,2022,1,3,7,13692.9,11.62,1535.68,11.23,76.38,13.96,3912,978065,374,1543,385671,147,940,235038,90,6396,1598773,13601,7.427,2,2022-01-03T07:00:00.000
Tempe,, , ,2022,1,3,8,13390.05,492.88,1651.47,11.14,76.65,14.01,3826,956433,366,1659,414750,159,933,233170,89,6418,1604353,14498,7.002,2,2022-01-03T08:00:00.000
Tempe,, , ,2022,1,3,9,13285.5,3260.49,1625.72,9.56,74.4,13.6,3796,948965,363,1634,408283,156,801,200165,77,6230,1557412,14282,5.443,2,2022-01-03T09:00:00.000
Tempe,, , ,2022,1,3,10,13347.47,6006.12,1888.26,8.84,77.04,14.08,3814,953391,364,1897,474217,181,740,185050,71,6451,1612659,16388,3.985,2,2022-01-03T10:00:00.000
Tempe,, , ,2022,1,3,11,13422.1,7517.06,2172.34,8.53,80.4,14.7,3835,958722,366,2183,545562,209,714,178545,68,6732,1682829,18668,3.208,2,2022-01-03T11:00:00.000
Tempe,, , ,2022,1,3,12,13653.63,8653.08,2534.03,8.04,85.04,15.54,3901,975259,373,2546,636396,243,674,168365,64,7121,1780021,21584,2.715,2,2022-01-03T12:00:00.000
Tempe,, , ,2022,1,3,13,13624.58,8674.69,2822.95,7.65,88.02,16.09,3893,973184,372,2837,708956,271,641,160178,61,7370,1842318,23892,2.6870000000000003,2,2022-01-03T13:00:00.000
Tempe,, , ,2022,1,3,14,13471.33,8004.38,3084.97,7.63,90.61,16.56,3849,962238,368,3100,774759,296,639,159611,61,7587,1896608,25974,2.9699999999999998,2,2022-01-03T14:00:00.000
Tempe,, , ,2022,1,3,15,13260,6209.23,3148.9,7.4,90.44,16.53,3789,947143,362,3164,790815,302,620,154972,59,7573,1892930,26465,3.8289999999999997,2,2022-01-03T15:00:00.000
Tempe,, , ,2022,1,3,16,13006.68,2846.97,3160.63,7.5600000000000005,89.87,16.43,3716,929049,355,3176,793762,303,633,158320,61,7525,1881131,26534,5.516,2,2022-01-03T16:00:00.000
Tempe,, , ,2022,1,3,17,12714.47,699.51,2952.74,8.28,87.09,15.92,3633,908177,347,2967,741551,283,693,173252,66,7293,1822980,24843,6.525,2,2022-01-03T17:00:00.000
Tempe,, , ,2022,1,3,18,12440.95,137.82,2555.78,8.74,81.86,14.96,3555,888640,340,2568,641857,245,731,182819,70,6854,1713316,21641,6.682,2,2022-01-03T18:00:00.000
Tempe,, , ,2022,1,3,19,12192.23,2.85,2351.15,8.96,78.77,14.4,3483,870874,333,2362,590468,226,750,187445,72,6596,1648787,19980,6.62,2,2022-01-03T19:00:00.000
Tempe,, , ,2022,1,3,20,12351.72,3.11,2099.58,8.75,76.09,13.91,3529,882266,337,2110,527288,202,733,183131,70,6371,1592686,17983,6.705,2,2022-01-03T20:00:00.000
Tempe,, , ,2022,1,3,21,12717.43,2.99,2026.66,8.57,76.28,13.94,3634,908388,347,2036,508975,195,718,179371,69,6388,1596734,17435,6.9030000000000005,2,2022-01-03T21:00:00.000
Tempe,, , ,2022,1,3,22,14182.63,2.99,1887.26,8.1,79.14,14.47,4052,1013045,387,1896,473965,181,678,169507,65,6627,1656517,16460,7.699,2,2022-01-03T22:00:00.000
Tempe,, , ,2022,1,3,23,13939.85,3,1629.78,8.04,75.16,13.74,3983,995704,381,1638,409304,156,673,168225,64,6294,1573232,14377,7.569,2,2022-01-03T23:00:00.000
Tempe,, , ,2022,1,4,0,13681.57,3.15,1511.35,7.97,72.79,13.31,3909,977256,373,1519,379560,145,668,166894,64,6095,1523710,13405,7.427,3,2022-01-04T00:00:00.000
Tempe,, , ,2022,1,4,1,13987.4,3.37,1434.42,8.12,73.06,13.35,3996,999100,382,1441,360240,138,680,169992,65,6118,1529332,12819,7.592,3,2022-01-04T01:00:00.000
Tempe,, , ,2022,1,4,2,13369.1,3.87,1537.54,8.34,72.41,13.24,3820,954936,365,1545,386137,148,699,174628,67,6063,1515701,13584,7.256,3,2022-01-04T02:00:00.000
Tempe,, , ,2022,1,4,3,12740.75,3.87,1473.57,8.44,69.6,12.72,3640,910054,348,1481,370072,141,707,176633,68,5828,1456759,13012,6.916,3,2022-01-04T03:00:00.000
Tempe,, , ,2022,1,4,4,12224.1,3.91,1501.52,9.2,68.93,12.6,3493,873150,334,1509,377090,144,771,192627,74,5772,1442868,13186,6.635,3,2022-01-04T04:00:00.000
Tempe,, , ,2022,1,4,5,12296.95,3.64,1590.48,10.1,71.14,13,3513,878354,336,1598,399434,153,845,211285,81,5957,1489074,13905,6.674,3,2022-01-04T05:00:00.000
Tempe,, , ,2022,1,4,6,12985.48,3.38,1620.89,10.59,74.34,13.59,3710,927534,354,1629,407072,156,886,221540,85,6225,1556145,14215,7.05,3,2022-01-04T06:00:00.000
Tempe,, , ,2022,1,4,7,13478.45,12.3,1613.23,10.62,75.97,13.89,3851,962747,368,1621,405147,155,889,222174,85,6361,1590068,14201,7.315,3,2022-01-04T07:00:00.000
Tempe,, , ,2022,1,4,8,13496.4,508.85,1712.54,10.21,76.82,14.04,3856,964029,368,1721,430087,164,855,213763,82,6432,1607879,14997,7.05,3,2022-01-04T08:00:00.000
Tempe,, , ,2022,1,4,9,13417.85,3081.97,1749.47,8.95,75.73,13.84,3834,958418,366,1758,439363,168,749,187290,72,6341,1585071,15285,5.612,3,2022-01-04T09:00:00.000
Tempe,, , ,2022,1,4,10,13516.15,5827.81,2064.19,8.36,79.25,14.49,3862,965440,369,2074,518400,198,700,174999,67,6636,1658839,17812,4.176,3,2022-01-04T10:00:00.000
Tempe,, , ,2022,1,4,11,13703.3,7456.89,2299.02,8.15,82.49,15.08,3915,978808,374,2310,577375,221,682,170482,65,6907,1726664,19708,3.392,3,2022-01-04T11:00:00.000
Tempe,, , ,2022,1,4,12,13863.8,8490.36,2624.58,7.76,86.56,15.82,3961,990272,378,2637,659137,252,650,162340,62,7248,1811748,22328,2.918,3,2022-01-04T12:00:00.000
Tempe,, , ,2022,1,4,13,13857.92,8648.51,2810.58,7.48,88.5,16.18,3959,989852,378,2824,705850,270,627,156644,60,7410,1852346,23816,2.83,3,2022-01-04T13:00:00.000
Tempe,, , ,2022,1,4,14,13822.98,7948.03,3022.74,7.25,90.69,16.58,3949,987356,377,3037,759130,290,607,151712,58,7594,1898197,25509,3.19,3,2022-01-04T14:00:00.000
Tempe,, , ,2022,1,4,15,13651.75,6211.73,3132.54,7.29,91.47,16.72,3900,975125,373,3148,786706,301,611,152666,58,7659,1914498,26371,4.039,3,2022-01-04T15:00:00.000
Tempe,, , ,2022,1,4,16,13436.47,2855.95,3167.28,7.22,91.07,16.65,3839,959749,367,3183,795429,304,604,151064,58,7626,1906242,26629,5.745,3,2022-01-04T16:00:00.000
Tempe,, , ,2022,1,4,17,13084.98,695.05,3016.58,8.2,89.05,16.28,3739,934641,357,3031,757585,290,687,171692,66,7457,1863918,25390,6.726,3,2022-01-04T17:00:00.000
Tempe,, , ,2022,1,4,18,12801.15,204.27,2660.67,8.47,84.08,15.37,3657,914368,349,2673,668200,255,709,177285,68,7040,1759853,22515,6.838,3,2022-01-04T18:00:00.000
Tempe,, , ,2022,1,4,19,12449.72,2.84,2400.23,8.72,80,14.62,3557,889266,340,2412,602793,230,730,182450,70,6699,1674509,20398,6.757,3,2022-01-04T19:00:00.000
Tempe,, , ,2022,1,4,20,12097.62,3.06,2299.07,8.21,77.08,14.09,3456,864116,330,2310,577389,221,687,171769,66,6454,1613275,19555,6.567,3,2022-01-04T20:00:00.000
Tempe,, , ,2022,1,4,21,12384.4,3.07,2090.31,8.18,75.52,13.8,3538,884600,338,2100,524961,201,685,171249,65,6324,1580810,17912,6.723,3,2022-01-04T21:00:00.000
Tempe,, , ,2022,1,4,22,14418.33,3,1774.3,7.9,78.39,14.33,4120,1029881,394,1783,445596,170,662,165348,63,6564,1640825,15579,7.829,3,2022-01-04T22:00:00.000
Tempe,, , ,2022,1,4,23,14091.9,3.24,1649.78,7.58,75.46,13.79,4026,1006565,385,1658,414326,158,635,158646,61,6319,1579537,14552,7.651,3,2022-01-04T23:00:00.000
Tempe,, , ,2022,1,5,0,13715.17,3.09,1532.86,7.84,73.03,13.35,3919,979656,374,1540,384961,147,657,164098,63,6115,1528715,13580,7.447,4,2022-01-05T00:00:00.000
Tempe,, , ,2022,1,5,1,13569.42,3.62,1475.28,7.86,71.87,13.14,3877,969245,370,1482,370502,142,658,164544,63,6018,1504291,13106,7.367,4,2022-01-05T01:00:00.000
Tempe,, , ,2022,1,5,2,13467.88,3.64,1477.08,8.21,71.89,13.14,3848,961991,368,1484,370955,142,687,171808,66,6020,1504755,13110,7.313,4,2022-01-05T02:00:00.000
Tempe,, , ,2022,1,5,3,12768.55,3.64,1514.67,8.19,69.94,12.78,3648,912040,349,1522,380394,145,686,171438,66,5856,1463872,13344,6.932,4,2022-01-05T03:00:00.000
Tempe,, , ,2022,1,5,4,13246.6,3.58,1534.1,8.67,72.28,13.21,3785,946186,362,1541,385273,147,726,181526,69,6053,1512985,13545,7.191,4,2022-01-05T04:00:00.000
Tempe,, , ,2022,1,5,5,13624.65,3.38,1633.64,10.14,76.23,13.93,3893,973190,372,1642,410273,157,849,212251,81,6383,1595713,14378,7.398,4,2022-01-05T05:00:00.000
Tempe,, , ,2022,1,5,6,13107.8,3.55,1689.26,10.45,75.45,13.79,3745,936272,358,1697,424241,162,875,218798,84,6318,1579311,14773,7.116,4,2022-01-05T06:00:00.000
Tempe,, , ,2022,1,5,7,12955.6,10.77,1729.64,10.87,75.83,13.86,3702,925400,354,1738,434382,166,910,227550,87,6350,1587332,15082,7.03,4,2022-01-05T07:00:00.000
Tempe,, , ,2022,1,5,8,13177.47,465.03,1748.09,10.58,76.52,13.99,3765,941249,360,1757,439015,168,886,221351,85,6407,1601614,15251,6.902,4,2022-01-05T08:00:00.000
Tempe,, , ,2022,1,5,9,13410.1,3125.39,1819.73,9.26,76.86,14.05,3831,957865,366,1828,457007,175,776,193862,74,6436,1608733,15846,5.585,4,2022-01-05T09:00:00.000
Tempe,, , ,2022,1,5,10,13448.13,5738.35,1937.63,8.57,77.71,14.2,3842,960581,367,1947,486615,186,717,179288,69,6507,1626484,16793,4.187,4,2022-01-05T10:00:00.000
Tempe,, , ,2022,1,5,11,13720.45,7103.09,2271.55,7.6899999999999995,81.76,14.94,3920,980033,375,2282,570476,218,644,160853,61,6846,1711361,19490,3.594,4,2022-01-05T11:00:00.000
Tempe,, , ,2022,1,5,12,13801.4,8104.77,2637.22,7.68,86.42,15.8,3943,985815,377,2650,662312,253,643,160824,61,7237,1808951,22423,3.094,4,2022-01-05T12:00:00.000
Tempe,, , ,2022,1,5,13,13857.7,8377.51,2881.33,7.31,89.17,16.3,3959,989836,378,2895,723617,277,612,152973,58,7467,1866426,24382,2.975,4,2022-01-05T13:00:00.000
Tempe,, , ,2022,1,5,14,13642.45,7876.39,3144.32,7.26,91.54,16.73,3898,974461,372,3159,789665,302,608,151925,58,7665,1916050,26465,3.13,4,2022-01-05T14:00:00.000
Tempe,, , ,2022,1,5,15,13456.68,6143.16,3290.24,7.2,92.6,16.92,3845,961191,367,3306,826310,316,603,150604,58,7753,1938105,27614,3.969,4,2022-01-05T15:00:00.000
Tempe,, , ,2022,1,5,16,13259.3,2986.64,3380.52,7.4,93.21,17.04,3788,947093,362,3397,848984,325,620,154871,59,7805,1950948,28318,5.58,4,2022-01-05T16:00:00.000
Tempe,, , ,2022,1,5,17,12904.15,780.14,3345.73,7.47,91.65,16.75,3687,921725,352,3362,840247,321,625,156330,60,7674,1918302,28005,6.583,4,2022-01-05T17:00:00.000
Tempe,, , ,2022,1,5,18,12667.48,149.86,2825.98,8.23,85.36,15.6,3619,904820,346,2840,709716,271,689,172161,66,7148,1786697,23825,6.797,4,2022-01-05T18:00:00.000
Tempe,, , ,2022,1,5,19,12239.55,2.7800000000000002,2453.88,8.57,79.78,14.58,3497,874254,334,2466,616268,236,717,179325,69,6680,1669847,20807,6.646,4,2022-01-05T19:00:00.000
Tempe,, , ,2022,1,5,20,11882.65,2.82,2411.75,8.22,77.71,14.2,3395,848761,324,2423,605687,232,688,172069,66,6507,1626517,20435,6.451,4,2022-01-05T20:00:00.000
Tempe,, , ,2022,1,5,21,11999.7,2.93,2147.2,8.11,74.82,13.68,3428,857122,328,2158,539248,206,679,169699,65,6265,1566069,18330,6.515,4,2022-01-05T21:00:00.000
Tempe,, , ,2022,1,5,22,14254.63,2.98,1913.83,7.74,79.34,14.5,4073,1018188,389,1923,480639,184,648,161891,62,6644,1660717,16680,7.736,4,2022-01-05T22:00:00.000
Tempe,, , ,2022,1,5,23,14471.48,3.24,1803.27,7.5,78.52,14.35,4135,1033677,395,1812,452872,173,628,156966,60,6575,1643515,15816,7.856,4,2022-01-05T23:00:00.000
Tempe,, , ,2022,1,6,0,14603.02,2.95,1633.13,7.58,77,14.07,4172,1043074,399,1641,410143,157,634,158564,61,6448,1611780,14468,7.929,5,2022-01-06T00:00:00.000
Tempe,, , ,2022,1,6,1,14506.85,3.04,1596.93,8.09,76.75,14.03,4145,1036204,396,1605,401052,153,678,169343,65,6427,1606599,14169,7.873,5,2022-01-06T01:00:00.000
Tempe,, , ,2022,1,6,2,14452.1,3.21,1567.4,8.28,76.4,13.96,4129,1032293,394,1575,393637,150,693,173225,66,6397,1599155,13927,7.846,5,2022-01-06T02:00:00.000
Tempe,, , ,2022,1,6,3,13696.2,3.63,1521.86,8.31,73.3,13.4,3913,978300,374,1529,382201,146,695,173824,66,6138,1534325,13490,7.436,5,2022-01-06T03:00:00.000
Tempe,, , ,2022,1,6,4,13092.83,3.98,1567.84,8.72,72.21,13.2,3741,935202,357,1575,393747,151,731,182596,70,6047,1511545,13800,7.113,5,2022-01-06T04:00:00.000
Tempe,, , ,2022,1,6,5,12451.08,3.62,1624.93,9.27,71.25,13.02,3557,889363,340,1633,408085,156,776,193994,74,5966,1491442,14196,6.757,5,2022-01-06T05:00:00.000
Tempe,, , ,2022,1,6,6,13110.75,3.43,1724.33,10.27,75.7,13.84,3746,936483,358,1733,433048,166,860,214973,82,6339,1584503,15054,7.118,5,2022-01-06T06:00:00.000
Tempe,, , ,2022,1,6,7,13533.65,10.18,1807.01,10.34,78.2,14.29,3867,966690,369,1816,453812,173,866,216395,83,6548,1636898,15756,7.344,5,2022-01-06T07:00:00.000
Tempe,, , ,2022,1,6,8,13381.73,461.61,1809.44,10.37,77.74,14.21,3823,955838,365,1818,454422,174,868,217029,83,6510,1627290,15761,7.017,5,2022-01-06T08:00:00.000
Tempe,, , ,2022,1,6,9,13382.57,3049.43,1877.8,8.85,77.05,14.08,3824,955899,365,1887,471591,180,741,185233,71,6452,1612722,16308,5.61,5,2022-01-06T09:00:00.000
Tempe,, , ,2022,1,6,10,13517.52,5656.52,2066.86,8.05,78.98,14.44,3862,965538,369,2077,519071,198,674,168468,64,6613,1653077,17833,4.269,5,2022-01-06T10:00:00.000
Tempe,, , ,2022,1,6,11,13725.9,7051.25,2491.05,7.5,84.23,15.4,3922,980422,375,2503,625602,239,628,156974,60,7053,1762998,21247,3.624,5,2022-01-06T11:00:00.000
Tempe,, , ,2022,1,6,12,13899.63,8284.72,2850.09,7.1,88.73,16.22,3971,992831,379,2864,715771,274,595,148670,57,7430,1857272,24136,3.049,5,2022-01-06T12:00:00.000
Tempe,, , ,2022,1,6,13,13770.17,7456.64,3013.75,6.98,90.13,16.47,3934,983584,376,3028,756873,289,585,146089,56,7547,1886547,25433,3.429,5,2022-01-06T13:00:00.000
Tempe,, , ,2022,1,6,14,13601.85,4482.66,3120.87,7.05,90.92,16.62,3886,971561,371,3136,783774,300,591,147618,56,7613,1902953,26273,4.952,5,2022-01-06T14:00:00.000
Tempe,, , ,2022,1,6,15,13621.58,5269.23,3270.85,6.91,92.64,16.93,3892,972970,372,3287,821442,314,578,144555,55,7757,1938967,27475,4.536,5,2022-01-06T15:00:00.000
Tempe,, , ,2022,1,6,16,13522.08,2388.13,3325.78,7.08,93.13,17.02,3863,965863,369,3342,835235,319,593,148231,57,7798,1949329,27905,6.045,5,2022-01-06T16:00:00.000
